x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	avg	
0.49406 	 -0.95881 	0.49406 	 -0.96549 	0.49406 	 -0.96723 	0.49406 	 -0.97469 	0.49406 	 -0.97135 	0.49406 	 -0.93281 	0.49406 	 -0.92611 	0.49406 	 -0.93256 	0.49406 	 -0.95363 	 
0.49457 	 -0.95745 	0.49457 	 -0.96417 	0.49457 	 -0.96616 	0.49457 	 -0.97326 	0.49457 	 -0.96937 	0.49457 	 -0.93096 	0.49457 	 -0.92487 	0.49457 	 -0.93091 	0.49457 	 -0.95214 	 
0.49506 	 -0.95625 	0.49506 	 -0.96318 	0.49506 	 -0.96527 	0.49506 	 -0.97218 	0.49506 	 -0.96757 	0.49506 	 -0.92941 	0.49506 	 -0.92386 	0.49506 	 -0.92952 	0.49506 	 -0.95091 	 
0.49553 	 -0.95508 	0.49553 	 -0.96218 	0.49553 	 -0.96438 	0.49553 	 -0.97115 	0.49553 	 -0.96583 	0.49553 	 -0.92797 	0.49553 	 -0.92287 	0.49553 	 -0.92812 	0.49553 	 -0.94970 	 
0.49599 	 -0.95349 	0.49599 	 -0.96077 	0.49599 	 -0.96314 	0.49599 	 -0.96983 	0.49599 	 -0.96403 	0.49599 	 -0.92625 	0.49599 	 -0.92159 	0.49599 	 -0.92637 	0.49599 	 -0.94818 	 
0.49644 	 -0.95275 	0.49644 	 -0.96018 	0.49644 	 -0.96270 	0.49644 	 -0.96952 	0.49644 	 -0.96328 	0.49644 	 -0.92538 	0.49644 	 -0.92109 	0.49644 	 -0.92544 	0.49644 	 -0.94754 	 
0.49687 	 -0.95083 	0.49687 	 -0.95823 	0.49687 	 -0.96107 	0.49687 	 -0.96796 	0.49687 	 -0.96138 	0.49687 	 -0.92332 	0.49687 	 -0.91953 	0.49687 	 -0.92332 	0.49687 	 -0.94570 	 
0.49728 	 -0.95044 	0.49728 	 -0.95800 	0.49728 	 -0.96088 	0.49728 	 -0.96824 	0.49728 	 -0.96101 	0.49728 	 -0.92281 	0.49728 	 -0.91931 	0.49728 	 -0.92285 	0.49728 	 -0.94544 	 
0.49769 	 -0.94892 	0.49769 	 -0.95635 	0.49769 	 -0.95954 	0.49769 	 -0.96713 	0.49769 	 -0.95964 	0.49769 	 -0.92106 	0.49769 	 -0.91809 	0.49769 	 -0.92117 	0.49769 	 -0.94399 	 
0.49809 	 -0.94762 	0.49809 	 -0.95518 	0.49809 	 -0.95825 	0.49809 	 -0.96652 	0.49809 	 -0.95851 	0.49809 	 -0.91976 	0.49809 	 -0.91702 	0.49809 	 -0.91994 	0.49809 	 -0.94285 	 
0.49848 	 -0.94861 	0.49848 	 -0.95618 	0.49848 	 -0.95911 	0.49848 	 -0.96795 	0.49848 	 -0.95977 	0.49848 	 -0.92058 	0.49848 	 -0.91807 	0.49848 	 -0.92072 	0.49848 	 -0.94387 	 
0.49887 	 -0.94403 	0.49887 	 -0.95163 	0.49887 	 -0.95423 	0.49887 	 -0.96363 	0.49887 	 -0.95535 	0.49887 	 -0.91636 	0.49887 	 -0.91400 	0.49887 	 -0.91629 	0.49887 	 -0.93944 	 
0.49925 	 -0.95428 	0.49925 	 -0.96212 	0.49925 	 -0.96376 	0.49925 	 -0.97412 	0.49925 	 -0.96509 	0.49925 	 -0.92614 	0.49925 	 -0.92332 	0.49925 	 -0.92611 	0.49925 	 -0.94937 	 
0.49962 	 -0.95133 	0.49962 	 -0.95822 	0.49962 	 -0.95999 	0.49962 	 -0.97017 	0.49962 	 -0.96089 	0.49962 	 -0.92347 	0.49962 	 -0.92101 	0.49962 	 -0.92402 	0.49962 	 -0.94614 	 
0.50000 	 -0.95362 	0.50000 	 -0.96120 	0.50000 	 -0.96413 	0.50000 	 -0.97453 	0.50000 	 -0.96578 	0.50000 	 -0.92641 	0.50000 	 -0.92575 	0.50000 	 -0.92703 	0.50000 	 -0.94981 	 
