t       rho1       u1       v1       w1       p1       rho2       u2       v2       w2       p2       rho3       u3       v3       w3       p3       rho4       u4       v4       w4       p4       rho5       u5       v5       w5       p5
  1.5007840E+02         9.4480741E-01         2.2762346E-01         1.1845056E-01         7.1047962E-02         6.7215025E-01         9.7804260E-01         2.6159596E-01         1.6504887E-02         2.0365052E-02         6.9101381E-01         9.6147752E-01         2.8587332E-01         3.5644758E-02        -1.2296235E-02         6.7693383E-01         9.5325506E-01         2.0163974E-01        -2.5709430E-03        -1.5438089E-02         6.8418485E-01         9.6381700E-01         3.3034596E-01         5.5333875E-02         1.4253715E-01         6.7739850E-01
  1.5008610E+02         9.4439387E-01         2.2515880E-01         1.1803214E-01         6.9545947E-02         6.7191672E-01         9.7282040E-01         2.6514217E-01         3.3547187E-03        -1.5542473E-03         6.8630415E-01         9.5480067E-01         2.7023467E-01         1.9379400E-02        -4.5572426E-02         6.7270195E-01         9.5149499E-01         2.1022961E-01        -4.3661860E-03        -2.4389463E-02         6.8259877E-01         9.6436059E-01         3.3379182E-01         4.0937521E-02         1.2839113E-01         6.7755693E-01
  1.5009390E+02         9.4389433E-01         2.2254641E-01         1.1773932E-01         6.8107545E-02         6.7161870E-01         9.6224242E-01         2.5968999E-01        -6.0232817E-03        -8.9118304E-03         6.8033218E-01         9.4573236E-01         2.4011669E-01         5.4003685E-03        -9.0655357E-02         6.6725039E-01         9.4989264E-01         2.2929439E-01         7.3448569E-04        -3.7857167E-02         6.8085271E-01         9.6377558E-01         3.3134508E-01         2.6086558E-02         1.1179820E-01         6.7783380E-01
  1.5010170E+02         9.4337267E-01         2.1987641E-01         1.1749829E-01         6.6890858E-02         6.7130780E-01         9.4986999E-01         2.5305703E-01        -6.6196560E-03        -4.5409370E-03         6.7409760E-01         9.3276238E-01         2.0210904E-01        -1.0558686E-02        -1.2141933E-01         6.5860635E-01         9.4829148E-01         2.5451502E-01         1.3059535E-02        -4.9037259E-02         6.7895705E-01         9.6216208E-01         3.2502273E-01         1.4388321E-02         9.5069930E-02         6.7795199E-01
  1.5010950E+02         9.4284630E-01         2.1701548E-01         1.1719560E-01         6.5930568E-02         6.7100608E-01         9.3837351E-01         2.4774411E-01         1.3554139E-03         4.8236805E-03         6.6779155E-01         9.1711676E-01         1.6510093E-01        -2.9026937E-02        -1.1554761E-01         6.4832199E-01         9.4631863E-01         2.7880207E-01         3.1809930E-02        -4.9073007E-02         6.7699993E-01         9.5982105E-01         3.1800696E-01         7.0904256E-03         7.9900421E-02         6.7779785E-01
  1.5011740E+02         9.4237465E-01         2.1402834E-01         1.1672288E-01         6.5314770E-02         6.7076373E-01         9.2965460E-01         2.4283391E-01         1.4822443E-02         1.4975348E-02         6.6185510E-01         9.0485936E-01         1.4364073E-01        -4.6316750E-02        -7.4433737E-02         6.4100069E-01         9.4421780E-01         2.9276755E-01         5.4189682E-02        -3.0092856E-02         6.7575616E-01         9.5724028E-01         3.1404856E-01         4.6028555E-03         6.9391802E-02         6.7739713E-01
  1.5012510E+02         9.4201690E-01         2.1099862E-01         1.1598290E-01         6.5092675E-02         6.7062813E-01         9.2396402E-01         2.3869121E-01         3.0601386E-02         2.4946962E-02         6.5674317E-01         8.9965844E-01         1.4346047E-01        -5.9466798E-02        -2.6151258E-02         6.3839233E-01         9.4303048E-01         2.9332739E-01         7.7513263E-02         6.2662102E-03         6.7580211E-01         9.5462435E-01         3.1500900E-01         5.6924568E-03         6.5147035E-02         6.7670524E-01
  1.5013300E+02         9.4179583E-01         2.0783013E-01         1.1483678E-01         6.5272503E-02         6.7062640E-01         9.2047215E-01         2.3781663E-01         4.8302762E-02         3.5411265E-02         6.5255195E-01         8.9978963E-01         1.5539451E-01        -6.8307541E-02         8.0251237E-03         6.3896519E-01         9.4395721E-01         2.8602797E-01         1.0131125E-01         5.0259996E-02         6.7683709E-01         9.5150191E-01         3.1992003E-01         8.8032102E-03         6.5953799E-02         6.7539835E-01
  1.5014070E+02         9.4172901E-01         2.0472871E-01         1.1326432E-01         6.5836824E-02         6.7075974E-01         9.1856986E-01         2.4283874E-01         6.6474184E-02         4.5512807E-02         6.4954418E-01         9.0069485E-01         1.6484973E-01        -7.3808335E-02         2.2973537E-02         6.3947397E-01         9.4751579E-01         2.8165960E-01         1.2208092E-01         8.3454639E-02         6.7814946E-01         9.4743258E-01         3.2502803E-01         1.2543570E-02         6.8002991E-02         6.7326361E-01
  1.5014860E+02         9.4178444E-01         2.0166370E-01         1.1117619E-01         6.6754766E-02         6.7099977E-01         9.1745353E-01         2.5431105E-01         8.3828226E-02         5.4592840E-02         6.4737231E-01         8.9905179E-01         1.6376173E-01        -7.6252833E-02         2.8326759E-02         6.3767856E-01         9.5334715E-01         2.8797740E-01         1.3676853E-01         9.5218532E-02         6.7953628E-01         9.4199932E-01         3.2615861E-01         1.6561400E-02         6.6118710E-02         6.7037195E-01
  1.5015640E+02         9.4190830E-01         1.9889052E-01         1.0870952E-01         6.7909166E-02         6.7127848E-01         9.1653848E-01         2.6943713E-01         9.6039511E-02         6.1060611E-02         6.4569354E-01         8.9465183E-01         1.5046252E-01        -7.2856620E-02         3.3108164E-02         6.3366234E-01         9.5971751E-01         3.0429798E-01         1.4173719E-01         8.5021712E-02         6.8070751E-01         9.3594807E-01         3.2045001E-01         2.1070607E-02         5.6277107E-02         6.6747046E-01
  1.5016420E+02         9.4207114E-01         1.9638292E-01         1.0586379E-01         6.9259092E-02         6.7156816E-01         9.1522151E-01         2.8470367E-01         1.0014793E-01         6.4470634E-02         6.4376968E-01         8.8949567E-01         1.2572967E-01        -6.0160372E-02         4.1931558E-02         6.2913406E-01         9.6515942E-01         3.2418504E-01         1.3718134E-01         6.2530056E-02         6.8134278E-01         9.3009520E-01         3.0740240E-01         2.7572043E-02         3.6767356E-02         6.6506529E-01
  1.5017210E+02         9.4224674E-01         1.9425680E-01         1.0284023E-01         7.0671380E-02         6.7183661E-01         9.1386276E-01         2.9585946E-01         9.2617966E-02         6.2392615E-02         6.4127755E-01         8.8626397E-01         9.4092607E-02        -3.7908956E-02         5.4030392E-02         6.2623203E-01         9.6841121E-01         3.3937803E-01         1.2575844E-01         4.0193774E-02         6.8138331E-01         9.2567903E-01         2.8903386E-01         3.7977282E-02         9.6199168E-03         6.6346800E-01
  1.5017980E+02         9.4243038E-01         1.9250533E-01         9.9860258E-02         7.2013557E-02         6.7208010E-01         9.1400921E-01         3.0098003E-01         6.5636426E-02         4.6612769E-02         6.3962430E-01         8.8619131E-01         6.3225776E-02        -1.1167752E-02         6.5906547E-02         6.2586564E-01         9.6947420E-01         3.4598318E-01         1.1167850E-01         2.5601203E-02         6.8119758E-01         9.2352194E-01         2.6859030E-01         5.3518187E-02        -2.0680517E-02         6.6274303E-01
  1.5018770E+02         9.4258809E-01         1.9098204E-01         9.6932463E-02         7.3208146E-02         6.7227387E-01         9.0900880E-01         2.8001803E-01         1.7758558E-02         2.0603096E-02         6.3382763E-01         8.8891608E-01         3.7952784E-02         1.4225553E-02         7.5861119E-02         6.2777865E-01         9.6911919E-01         3.4553492E-01         9.7268865E-02         1.8460343E-02         6.8101871E-01         9.2386937E-01         2.4766745E-01         7.4117422E-02        -5.1510993E-02         6.6297412E-01
  1.5019540E+02         9.4268411E-01         1.8964154E-01         9.4307505E-02         7.4096426E-02         6.7238855E-01         8.9494485E-01         2.1124050E-01        -2.7395708E-02         3.2341525E-02         6.2109739E-01         8.9282459E-01         2.2691268E-02         3.2038730E-02         8.3442882E-02         6.3079888E-01         9.6814299E-01         3.4204400E-01         8.4485807E-02         1.5394225E-02         6.8086380E-01         9.2657226E-01         2.2935107E-01         9.4757400E-02        -7.8780428E-02         6.6427886E-01
  1.5020330E+02         9.4271189E-01         1.8827441E-01         9.1958679E-02         7.4629657E-02         6.7242962E-01         8.8199812E-01         1.4914861E-01        -6.1826792E-02         1.2173031E-01         6.1051315E-01         8.9689600E-01         1.6524239E-02         4.1543771E-02         8.8817522E-02         6.3415271E-01         9.6706784E-01         3.3944952E-01         7.2830908E-02         1.2387188E-02         6.8070132E-01         9.3112612E-01         2.1492048E-01         1.1071779E-01        -1.0302225E-01         6.6658872E-01
  1.5021110E+02         9.4267374E-01         1.8678463E-01         9.0026781E-02         7.4726462E-02         6.7241013E-01         8.8299865E-01         1.3157712E-01        -5.8484171E-02         2.3098230E-01         6.1157352E-01         9.0051717E-01         1.5389620E-02         4.2230882E-02         9.2161432E-02         6.3729978E-01         9.6626472E-01         3.4020773E-01         6.2015194E-02         8.0148559E-03         6.8055385E-01         9.3629068E-01         2.0568548E-01         1.1851816E-01        -1.2391283E-01         6.6924238E-01
  1.5021890E+02         9.4254446E-01         1.8499856E-01         8.8430643E-02         7.4355990E-02         6.7231601E-01         8.9192045E-01         1.2272202E-01         2.3625912E-02         2.6335561E-01         6.2229109E-01         9.0335149E-01         1.3256192E-02         3.7533782E-02         9.5896423E-02         6.3997740E-01         9.6594530E-01         3.4464058E-01         5.0156143E-02         2.6849820E-03         6.8050110E-01         9.4110364E-01         1.9800013E-01         1.2042043E-01        -1.4101675E-01         6.7163020E-01
  1.5022670E+02         9.4231910E-01         1.8293181E-01         8.7224729E-02         7.3550008E-02         6.7214775E-01         8.9987779E-01         1.1393140E-01         1.3637623E-01         2.2304133E-01         6.3103616E-01         9.0521014E-01         9.7702667E-03         3.4073461E-02         9.8865591E-02         6.4204878E-01         9.6613306E-01         3.5071772E-01         3.6664832E-02        -2.4778533E-03         6.8056077E-01         9.4451201E-01         1.8553059E-01         1.2068902E-01        -1.4819258E-01         6.7323852E-01
  1.5023450E+02         9.4199169E-01         1.8046756E-01         8.6321406E-02         7.2363734E-02         6.7190558E-01         9.0974462E-01         1.0055581E-01         2.0183396E-01         2.0195624E-01         6.3857079E-01         9.0653515E-01         9.4904602E-03         3.1473983E-02         9.6212216E-02         6.4388692E-01         9.6612716E-01         3.5421699E-01         2.1847932E-02        -9.0986565E-03         6.8043202E-01         9.4677609E-01         1.6326536E-01         1.2295359E-01        -1.4035857E-01         6.7437136E-01
  1.5024240E+02         9.4161052E-01         1.7760508E-01         8.5695535E-02         7.0921972E-02         6.7163885E-01         9.1800934E-01         9.0169854E-02         2.2020765E-01         2.0943715E-01         6.4604151E-01         9.0718710E-01         1.0692603E-02         2.7435128E-02         8.5580729E-02         6.4512330E-01         9.6446627E-01         3.4780183E-01         1.0949177E-02        -2.1735840E-02         6.7974085E-01         9.4883400E-01         1.3628943E-01         1.2919199E-01        -1.1950476E-01         6.7571169E-01
  1.5025020E+02         9.4123507E-01         1.7437784E-01         8.5268289E-02         6.9368646E-02         6.7140472E-01         9.2393100E-01         1.0078399E-01         2.3128386E-01         2.0104875E-01         6.5302593E-01         9.0737742E-01         6.6142660E-03         2.5616772E-02         7.1493737E-02         6.4561665E-01         9.6041036E-01         3.2665828E-01         1.1866162E-02        -4.3707103E-02         6.7874360E-01         9.5083690E-01         1.1840676E-01         1.4022276E-01        -9.7051129E-02         6.7740726E-01
  1.5025800E+02         9.4085443E-01         1.7064677E-01         8.4916420E-02         6.7750387E-02         6.7119658E-01         9.2926228E-01         1.2505418E-01         2.3409994E-01         1.7644331E-01         6.6060424E-01         9.0808189E-01        -3.8686811E-03         2.9941333E-02         6.0079951E-02         6.4631581E-01         9.5469356E-01         2.9617715E-01         2.9310329E-02        -7.2173700E-02         6.7763561E-01         9.5213258E-01         1.2044874E-01         1.5574689E-01        -8.0738157E-02         6.7918891E-01
  1.5026580E+02         9.4051754E-01         1.6656937E-01         8.4540382E-02         6.6265650E-02         6.7105305E-01         9.3465698E-01         1.5565525E-01         2.2078288E-01         1.4641550E-01         6.6767329E-01         9.0998387E-01        -1.4911408E-02         4.0382486E-02         5.5189639E-02         6.4812255E-01         9.4990146E-01         2.7921528E-01         5.6797981E-02        -9.2735477E-02         6.7641997E-01         9.5222849E-01         1.4250979E-01         1.7041148E-01        -6.8409972E-02         6.8053007E-01
  1.5027370E+02         9.4023353E-01         1.6199556E-01         8.4009275E-02         6.4941451E-02         6.7098433E-01         9.4052547E-01         1.9046876E-01         1.9359955E-01         1.1930799E-01         6.7306143E-01         9.1323692E-01        -2.0958047E-02         5.4715343E-02         5.5507369E-02         6.5126801E-01         9.4841158E-01         2.9733920E-01         8.0924846E-02        -9.1633618E-02         6.7548841E-01         9.5136976E-01         1.7474128E-01         1.7707394E-01        -4.8164349E-02         6.8143982E-01
  1.5028140E+02         9.4006467E-01         1.5713674E-01         8.3221681E-02         6.3886717E-02         6.7103541E-01         9.4668430E-01         2.2325008E-01         1.6270658E-01         1.0235879E-01         6.7619121E-01         9.1739029E-01        -1.9606838E-02         6.8761095E-02         5.8249433E-02         6.5510678E-01         9.5122051E-01         3.4854496E-01         9.0342358E-02        -6.6987850E-02         6.7474294E-01         9.5048660E-01         2.0239864E-01         1.6924787E-01        -1.3057625E-02         6.8252271E-01
  1.5028930E+02         9.4001943E-01         1.5185779E-01         8.2032844E-02         6.3064016E-02         6.7121452E-01         9.5299995E-01         2.5354469E-01         1.3414621E-01         9.4628476E-02         6.7780095E-01         9.2212671E-01        -1.2408457E-02         8.0282666E-02         6.1313540E-02         6.5909386E-01         9.5631462E-01         4.0839833E-01         8.8096976E-02        -3.2380149E-02         6.7319441E-01         9.5021302E-01         2.1853943E-01         1.4610763E-01         3.3750851E-02         6.8385530E-01
  1.5029700E+02         9.4013530E-01         1.4647792E-01         8.0409750E-02         6.2530592E-02         6.7154008E-01         9.5841658E-01         2.7770817E-01         1.1090279E-01         9.4260558E-02         6.7863929E-01         9.2668319E-01        -2.5283427E-03         8.7594695E-02         6.3814871E-02         6.6254914E-01         9.5966369E-01         4.4651568E-01         8.4556893E-02        -8.5214032E-03         6.7133522E-01         9.5006418E-01         2.2280131E-01         1.1585717E-01         7.3752373E-02         6.8429697E-01
  1.5030490E+02         9.4038081E-01         1.4092448E-01         7.8231022E-02         6.2253669E-02         6.7198205E-01         9.6238697E-01         2.9515654E-01         8.9974105E-02         9.8253101E-02         6.7930901E-01         9.3067616E-01         8.7345950E-03         9.0986334E-02         6.5912098E-02         6.6536307E-01         9.5931786E-01         4.5631176E-01         8.6995959E-02        -4.3505975E-03         6.7004955E-01         9.4901299E-01         2.2044151E-01         9.0048261E-02         9.0298995E-02         6.8344468E-01
  1.5031260E+02         9.4072807E-01         1.3559218E-01         7.5587906E-02         6.2210210E-02         6.7249799E-01         9.6465003E-01         3.0499503E-01         6.9517881E-02         1.0312995E-01         6.7999363E-01         9.3363869E-01         2.1440485E-02         9.0470076E-02         6.7498989E-02         6.6750997E-01         9.5657921E-01         4.4964230E-01         9.4999328E-02        -1.5517628E-02         6.6915083E-01         9.4687939E-01         2.1626398E-01         8.1096523E-02         7.5045392E-02         6.8222034E-01
  1.5032050E+02         9.4115412E-01         1.3039759E-01         7.2394945E-02         6.2341869E-02         6.7307013E-01         9.6586668E-01         3.0945525E-01         4.6527386E-02         1.0617575E-01         6.8062896E-01         9.3565363E-01         3.8162686E-02         8.6396180E-02         6.7894213E-02         6.6924965E-01         9.5401824E-01         4.4275141E-01         1.0464299E-01        -2.9994145E-02         6.6815782E-01         9.4470662E-01         2.1382681E-01         9.2391856E-02         3.4653466E-02         6.8140918E-01
  1.5032840E+02         9.4161314E-01         1.2557770E-01         6.8787865E-02         6.2605739E-02         6.7364794E-01         9.6659148E-01         3.1053394E-01         2.1384872E-02         1.0486400E-01         6.8104827E-01         9.3692970E-01         5.8850355E-02         8.0412418E-02         6.5426730E-02         6.7068732E-01         9.5288539E-01         4.4172221E-01         1.1269949E-01        -3.8220160E-02         6.6713047E-01         9.4424540E-01         2.1710242E-01         1.1881736E-01        -1.2796721E-02         6.8121117E-01
  1.5033610E+02         9.4206238E-01         1.2128486E-01         6.4968020E-02         6.2951520E-02         6.7418861E-01         9.6687984E-01         3.0924326E-01        -3.6021725E-03         9.8430604E-02         6.8108070E-01         9.3782008E-01         7.9523608E-02         7.5758174E-02         5.8274634E-02         6.7183691E-01         9.5254493E-01         4.4209665E-01         1.1835803E-01        -3.9539400E-02         6.6622347E-01         9.4618231E-01         2.2820488E-01         1.4916869E-01        -4.8481140E-02         6.8160218E-01
  1.5034400E+02         9.4246459E-01         1.1737805E-01         6.0901199E-02         6.3358270E-02         6.7466021E-01         9.6566743E-01         3.0478856E-01        -2.5900120E-02         8.6564682E-02         6.8028778E-01         9.3853050E-01         9.5768467E-02         7.5885929E-02         4.4668444E-02         6.7292255E-01         9.5211655E-01         4.3843511E-01         1.2204400E-01        -3.8160030E-02         6.6557664E-01         9.4986725E-01         2.4555257E-01         1.7591900E-01        -6.4931072E-02         6.8244410E-01
  1.5035170E+02         9.4276357E-01         1.1402588E-01         5.6908730E-02         6.3767411E-02         6.7500591E-01         9.6171159E-01         2.9418325E-01        -3.8994152E-02         6.8215370E-02         6.7829794E-01         9.3932468E-01         1.0133034E-01         8.4849760E-02         2.5560524E-02         6.7425793E-01         9.5159322E-01         4.3078530E-01         1.2360355E-01        -3.6845848E-02         6.6542596E-01         9.5373899E-01         2.6212865E-01         1.9415820E-01        -6.3423149E-02         6.8335879E-01
  1.5035960E+02         9.4296187E-01         1.1101797E-01         5.2949365E-02         6.4170323E-02         6.7523575E-01         9.5510578E-01         2.7681077E-01        -4.1372292E-02         4.2741511E-02         6.7504853E-01         9.4081753E-01         9.7281344E-02         1.0071512E-01         4.0222276E-03         6.7591321E-01         9.5145518E-01         4.2354730E-01         1.2268335E-01        -3.5224337E-02         6.6575485E-01         9.5694762E-01         2.7192137E-01         2.0489913E-01        -5.2601304E-02         6.8425143E-01
  1.5036730E+02         9.4305497E-01         1.0838661E-01         4.9311541E-02         6.4539194E-02         6.7534959E-01         9.4742721E-01         2.5987944E-01        -3.7593983E-02         1.6039168E-02         6.7071134E-01         9.4262725E-01         9.0800054E-02         1.1617748E-01        -1.5479638E-02         6.7758483E-01         9.5199078E-01         4.2178902E-01         1.1868884E-01        -3.1795181E-02         6.6630840E-01         9.5924848E-01         2.7185875E-01         2.0902921E-01        -4.1638661E-02         6.8527162E-01
  1.5037520E+02         9.4307071E-01         1.0586379E-01         4.5916520E-02         6.4908423E-02         6.7538226E-01         9.3946296E-01         2.4919781E-01        -3.4426514E-02        -7.7941772E-03         6.6529518E-01         9.4401515E-01         8.5918359E-02         1.3025354E-01        -3.4912959E-02         6.7908859E-01         9.5297885E-01         4.2682010E-01         1.1112333E-01        -2.5358124E-02         6.6668808E-01         9.6122330E-01         2.6445460E-01         2.0748551E-01        -3.5147078E-02         6.8655342E-01
  1.5038290E+02         9.4301921E-01         1.0341556E-01         4.2956345E-02         6.5257907E-02         6.7534649E-01         9.3192106E-01         2.4539301E-01        -3.5673443E-02        -2.6921302E-02         6.5930182E-01         9.4563377E-01         8.6785913E-02         1.4082192E-01        -5.1145609E-02         6.8046755E-01         9.5387143E-01         4.3776548E-01         9.9607527E-02        -1.7002389E-02         6.6656131E-01         9.6332020E-01         2.5543323E-01         2.0046018E-01        -3.4260690E-02         6.8785012E-01
  1.5039080E+02         9.4293660E-01         1.0076019E-01         4.0303677E-02         6.5562755E-02         6.7528284E-01         9.2425948E-01         2.4341229E-01        -4.2397879E-02        -4.5844875E-02         6.5253901E-01         9.4901890E-01         9.9909857E-02         1.4038748E-01        -5.5838924E-02         6.8214488E-01         9.5357156E-01         4.5261392E-01         8.1505239E-02        -7.1162367E-03         6.6573542E-01         9.6591109E-01         2.4951990E-01         1.8806686E-01        -3.7594821E-02         6.8893850E-01
  1.5039850E+02         9.4284308E-01         9.7890958E-02         3.8040083E-02         6.5775618E-02         6.7521346E-01         9.1629773E-01         2.3703888E-01        -5.4977585E-02        -7.0091195E-02         6.4515501E-01         9.5388919E-01         1.2325312E-01         1.2230370E-01        -4.6825822E-02         6.8360281E-01         9.5013338E-01         4.6066767E-01         5.7950575E-02         8.7824650E-03         6.6431296E-01         9.6881199E-01         2.4925481E-01         1.7226233E-01        -4.3458253E-02         6.8961334E-01
  1.5040640E+02         9.4276667E-01         9.4589725E-02         3.6006089E-02         6.5859921E-02         6.7517114E-01         9.0588039E-01         2.1721353E-01        -7.0723511E-02        -1.0431242E-01         6.3543922E-01         9.5835525E-01         1.4814307E-01         9.0870053E-02        -3.4478549E-02         6.8365592E-01         9.4316673E-01         4.4704759E-01         3.5213411E-02         4.1412920E-02         6.6341680E-01         9.7177756E-01         2.5392014E-01         1.5483709E-01        -5.0984945E-02         6.8985730E-01
  1.5041430E+02         9.4269824E-01         9.0914555E-02         3.4188911E-02         6.5796524E-02         6.7514819E-01         8.9219207E-01         1.7814830E-01        -8.1523299E-02        -1.3397183E-01         6.2246358E-01         9.6020341E-01         1.6657215E-01         6.0766235E-02        -3.3569887E-02         6.8203974E-01         9.3627417E-01         4.1013139E-01         2.1472534E-02         9.3585990E-02         6.6402572E-01         9.7425252E-01         2.6110348E-01         1.3903591E-01        -5.9212543E-02         6.8969679E-01
  1.5042200E+02         9.4264632E-01         8.6965799E-02         3.2564159E-02         6.5607212E-02         6.7515266E-01         8.7846291E-01         1.3025343E-01        -8.5284457E-02        -1.3603698E-01         6.0941428E-01         9.5864183E-01         1.7450215E-01         4.5197774E-02        -5.1337264E-02         6.7948908E-01         9.3300891E-01         3.7264991E-01         1.2282235E-02         1.5108146E-01         6.6470873E-01         9.7584373E-01         2.6817763E-01         1.2741239E-01        -6.7096390E-02         6.8927616E-01
  1.5042990E+02         9.4260001E-01         8.2596242E-02         3.1001389E-02         6.5325968E-02         6.7517620E-01         8.6826408E-01         8.7428130E-02        -8.7419488E-02        -1.0430454E-01         6.0022080E-01         9.5433867E-01         1.7119133E-01         4.8445377E-02        -8.5123464E-02         6.7633730E-01         9.3291157E-01         3.5642591E-01        -3.5839002E-03         1.9607580E-01         6.6408682E-01         9.7648090E-01         2.7409214E-01         1.2042169E-01        -7.4114449E-02         6.8870074E-01
  1.5043760E+02         9.4256037E-01         7.8017898E-02         2.9517967E-02         6.5003127E-02         6.7521566E-01         8.6424285E-01         6.0599327E-02        -9.1242410E-02        -5.0217994E-02         5.9727174E-01         9.4930112E-01         1.6063051E-01         6.6501394E-02        -1.2347619E-01         6.7302638E-01         9.3413061E-01         3.6285460E-01        -2.2788759E-02         2.1476287E-01         6.6278869E-01         9.7621393E-01         2.7838960E-01         1.1785687E-01        -7.9357877E-02         6.8806511E-01
  1.5044550E+02         9.4251591E-01         7.3057421E-02         2.8008323E-02         6.4638279E-02         6.7526180E-01         8.6633760E-01         4.9052779E-02        -9.4180480E-02         1.3057847E-02         6.0005367E-01         9.4431430E-01         1.4842437E-01         8.9422889E-02        -1.5787916E-01         6.6946322E-01         9.3648678E-01         3.7561110E-01        -3.2376993E-02         2.0913936E-01         6.6255629E-01         9.7519529E-01         2.8172785E-01         1.1802685E-01        -8.3009988E-02         6.8732327E-01
