   n        time         Cl         Cd
  944340   152.01037   0.7031726   0.3333981
  944360   152.01354   0.7028563   0.3333106
  944380   152.01672   0.7025437   0.3332256
  944400   152.01989   0.7022207   0.3331402
  944420   152.02306   0.7018647   0.3330511
  944440   152.02623   0.7014913   0.3329602
  944460   152.02941   0.7011019   0.3328663
  944480   152.03258   0.7007000   0.3327694
  944500   152.03575   0.7003164   0.3326761
  944520   152.03893   0.6999621   0.3325875
  944540   152.04210   0.6996354   0.3325016
  944560   152.04527   0.6993572   0.3324228
  944580   152.04845   0.6991222   0.3323510
  944600   152.05162   0.6989168   0.3322836
  944620   152.05479   0.6987422   0.3322215
  944640   152.05797   0.6985839   0.3321625
  944660   152.06114   0.6984279   0.3321040
  944680   152.06431   0.6982592   0.3320417
  944700   152.06749   0.6980629   0.3319711
  944720   152.07066   0.6978623   0.3318978
  944740   152.07384   0.6976804   0.3318259
  944760   152.07701   0.6975155   0.3317538
  944780   152.08018   0.6973525   0.3316788
  944800   152.08336   0.6971683   0.3315977
  944820   152.08653   0.6969550   0.3315094
  944840   152.08971   0.6967129   0.3314150
  944860   152.09288   0.6964439   0.3313159
  944880   152.09606   0.6961465   0.3312113
  944900   152.09923   0.6958409   0.3311042
  944920   152.10241   0.6955560   0.3310003
  944940   152.10558   0.6952895   0.3308987
  944960   152.10876   0.6950188   0.3307941
