x0	T4	x1	T5	x2	T6	x3	T8	
-1.269015e-01 	 -5.478616e-01 	-1.269015e-01 	 -6.459881e-01 	-1.269015e-01 	 -6.833085e-01 	-1.269015e-01 	 -6.831549e-01 	 
-1.218023e-01 	 -5.514035e-01 	-1.218023e-01 	 -6.469457e-01 	-1.218023e-01 	 -6.851218e-01 	-1.218023e-01 	 -6.848847e-01 	 
-1.166834e-01 	 -5.534141e-01 	-1.166834e-01 	 -6.477802e-01 	-1.166834e-01 	 -6.875021e-01 	-1.166834e-01 	 -6.863643e-01 	 
-1.115453e-01 	 -5.546168e-01 	-1.115453e-01 	 -6.489326e-01 	-1.115453e-01 	 -6.894266e-01 	-1.115453e-01 	 -6.876478e-01 	 
-1.063889e-01 	 -5.566063e-01 	-1.063889e-01 	 -6.507393e-01 	-1.063889e-01 	 -6.907644e-01 	-1.063889e-01 	 -6.888796e-01 	 
-1.012149e-01 	 -5.592223e-01 	-1.012149e-01 	 -6.534943e-01 	-1.012149e-01 	 -6.931897e-01 	-1.012149e-01 	 -6.900584e-01 	 
-9.602398e-02 	 -5.621906e-01 	-9.602398e-02 	 -6.567924e-01 	-9.602398e-02 	 -6.962626e-01 	-9.602398e-02 	 -6.911764e-01 	 
-9.081687e-02 	 -5.642158e-01 	-9.081687e-02 	 -6.599382e-01 	-9.081687e-02 	 -6.985633e-01 	-9.081687e-02 	 -6.922678e-01 	 
-8.559431e-02 	 -5.649073e-01 	-8.559431e-02 	 -6.628946e-01 	-8.559431e-02 	 -7.001767e-01 	-8.559431e-02 	 -6.933936e-01 	 
-8.035704e-02 	 -5.659139e-01 	-8.035704e-02 	 -6.657993e-01 	-8.035704e-02 	 -7.012283e-01 	-8.035704e-02 	 -6.946745e-01 	 
-7.510580e-02 	 -5.677179e-01 	-7.510580e-02 	 -6.675636e-01 	-7.510580e-02 	 -7.021648e-01 	-7.510580e-02 	 -6.960256e-01 	 
-6.984135e-02 	 -5.694624e-01 	-6.984135e-02 	 -6.679597e-01 	-6.984135e-02 	 -7.036695e-01 	-6.984135e-02 	 -6.971699e-01 	 
-6.456441e-02 	 -5.706253e-01 	-6.456441e-02 	 -6.688325e-01 	-6.456441e-02 	 -7.056987e-01 	-6.456441e-02 	 -6.980958e-01 	 
-5.927577e-02 	 -5.714399e-01 	-5.927577e-02 	 -6.704485e-01 	-5.927577e-02 	 -7.079941e-01 	-5.927577e-02 	 -6.989475e-01 	 
