x0	T1	x1	T2	x2	T3	x3	T4	x4	avg	
4.329297e-01 	 -2.154585e-03 	4.329297e-01 	 -2.541449e-03 	4.329297e-01 	 -2.173756e-03 	4.329297e-01 	 -2.155117e-03 	4.320396e-01 	 -2.244803e-03 	 
4.352122e-01 	 -2.163595e-03 	4.352122e-01 	 -2.536675e-03 	4.352122e-01 	 -2.207432e-03 	4.352122e-01 	 -2.094657e-03 	4.343603e-01 	 -2.231589e-03 	 
4.374466e-01 	 -2.158846e-03 	4.374466e-01 	 -2.544727e-03 	4.374466e-01 	 -2.243938e-03 	4.374466e-01 	 -2.046915e-03 	4.366320e-01 	 -2.219556e-03 	 
4.396331e-01 	 -2.122951e-03 	4.396331e-01 	 -2.562620e-03 	4.396331e-01 	 -2.251021e-03 	4.396331e-01 	 -2.011788e-03 	4.388549e-01 	 -2.206659e-03 	 
4.417717e-01 	 -2.046244e-03 	4.417717e-01 	 -2.582732e-03 	4.417717e-01 	 -2.237392e-03 	4.417717e-01 	 -1.980884e-03 	4.410289e-01 	 -2.192856e-03 	 
4.438628e-01 	 -1.952668e-03 	4.438628e-01 	 -2.597767e-03 	4.438628e-01 	 -2.217114e-03 	4.438628e-01 	 -1.954901e-03 	4.431544e-01 	 -2.180963e-03 	 
4.459064e-01 	 -1.882301e-03 	4.459064e-01 	 -2.605046e-03 	4.459064e-01 	 -2.195815e-03 	4.459064e-01 	 -1.943950e-03 	4.452316e-01 	 -2.172392e-03 	 
4.479028e-01 	 -1.835802e-03 	4.479028e-01 	 -2.608660e-03 	4.479028e-01 	 -2.169772e-03 	4.479028e-01 	 -1.943615e-03 	4.472606e-01 	 -2.163921e-03 	 
4.498522e-01 	 -1.783835e-03 	4.498522e-01 	 -2.620630e-03 	4.498522e-01 	 -2.131276e-03 	4.498522e-01 	 -1.931155e-03 	4.492416e-01 	 -2.150939e-03 	 
4.517549e-01 	 -1.727623e-03 	4.517549e-01 	 -2.647409e-03 	4.517549e-01 	 -2.081132e-03 	4.517549e-01 	 -1.893446e-03 	4.511750e-01 	 -2.133019e-03 	 
4.536111e-01 	 -1.695912e-03 	4.536111e-01 	 -2.676355e-03 	4.536111e-01 	 -2.032528e-03 	4.536111e-01 	 -1.847048e-03 	4.530610e-01 	 -2.113328e-03 	 
4.554211e-01 	 -1.696320e-03 	4.554211e-01 	 -2.691595e-03 	4.554211e-01 	 -2.000652e-03 	4.554211e-01 	 -1.821010e-03 	4.548999e-01 	 -2.093610e-03 	 
4.571853e-01 	 -1.701753e-03 	4.571853e-01 	 -2.685898e-03 	4.571853e-01 	 -1.976982e-03 	4.571853e-01 	 -1.819753e-03 	4.566920e-01 	 -2.072320e-03 	 
4.589039e-01 	 -1.683127e-03 	4.589039e-01 	 -2.659456e-03 	4.589039e-01 	 -1.943484e-03 	4.589039e-01 	 -1.825821e-03 	4.584377e-01 	 -2.048719e-03 	 
4.605774e-01 	 -1.635041e-03 	4.605774e-01 	 -2.615139e-03 	4.605774e-01 	 -1.910692e-03 	4.605774e-01 	 -1.828919e-03 	4.601373e-01 	 -2.024953e-03 	 
4.622060e-01 	 -1.575352e-03 	4.622060e-01 	 -2.559796e-03 	4.622060e-01 	 -1.895932e-03 	4.622060e-01 	 -1.833995e-03 	4.617912e-01 	 -2.001869e-03 	 
4.637902e-01 	 -1.530283e-03 	4.637902e-01 	 -2.501706e-03 	4.637902e-01 	 -1.884634e-03 	4.637902e-01 	 -1.844925e-03 	4.633997e-01 	 -1.977491e-03 	 
4.653305e-01 	 -1.517054e-03 	4.653305e-01 	 -2.445530e-03 	4.653305e-01 	 -1.866185e-03 	4.653305e-01 	 -1.857584e-03 	4.649634e-01 	 -1.950305e-03 	 
4.668271e-01 	 -1.524212e-03 	4.668271e-01 	 -2.381807e-03 	4.668271e-01 	 -1.851504e-03 	4.668271e-01 	 -1.862576e-03 	4.664827e-01 	 -1.920761e-03 	 
4.682807e-01 	 -1.524287e-03 	4.682807e-01 	 -2.306673e-03 	4.682807e-01 	 -1.840089e-03 	4.682807e-01 	 -1.856710e-03 	4.679580e-01 	 -1.889585e-03 	 
4.696916e-01 	 -1.508702e-03 	4.696916e-01 	 -2.242165e-03 	4.696916e-01 	 -1.813471e-03 	4.696916e-01 	 -1.843453e-03 	4.693898e-01 	 -1.857139e-03 	 
4.710604e-01 	 -1.496595e-03 	4.710604e-01 	 -2.212615e-03 	4.710604e-01 	 -1.763773e-03 	4.710604e-01 	 -1.826222e-03 	4.707786e-01 	 -1.825154e-03 	 
4.723876e-01 	 -1.500331e-03 	4.723876e-01 	 -2.202084e-03 	4.723876e-01 	 -1.699322e-03 	4.723876e-01 	 -1.802026e-03 	4.721250e-01 	 -1.794768e-03 	 
4.736738e-01 	 -1.506176e-03 	4.736738e-01 	 -2.177790e-03 	4.736738e-01 	 -1.636784e-03 	4.736738e-01 	 -1.771319e-03 	4.734296e-01 	 -1.765753e-03 	 
4.749194e-01 	 -1.493899e-03 	4.749194e-01 	 -2.128991e-03 	4.749194e-01 	 -1.590662e-03 	4.749194e-01 	 -1.744313e-03 	4.746928e-01 	 -1.737572e-03 	 
4.761253e-01 	 -1.460513e-03 	4.761253e-01 	 -2.064483e-03 	4.761253e-01 	 -1.564059e-03 	4.761253e-01 	 -1.732438e-03 	4.759154e-01 	 -1.709408e-03 	 
4.772918e-01 	 -1.417732e-03 	4.772918e-01 	 -2.000570e-03 	4.772918e-01 	 -1.550785e-03 	4.772918e-01 	 -1.740185e-03 	4.770979e-01 	 -1.679867e-03 	 
4.784197e-01 	 -1.371823e-03 	4.784197e-01 	 -1.942414e-03 	4.784197e-01 	 -1.540856e-03 	4.784197e-01 	 -1.763691e-03 	4.782411e-01 	 -1.648852e-03 	 
4.795097e-01 	 -1.321404e-03 	4.795097e-01 	 -1.879099e-03 	4.795097e-01 	 -1.529045e-03 	4.795097e-01 	 -1.796511e-03 	4.793455e-01 	 -1.617468e-03 	 
4.805624e-01 	 -1.266129e-03 	4.805624e-01 	 -1.802157e-03 	4.805624e-01 	 -1.514018e-03 	4.805624e-01 	 -1.828938e-03 	4.804118e-01 	 -1.586739e-03 	 
4.815785e-01 	 -1.213752e-03 	4.815785e-01 	 -1.719866e-03 	4.815785e-01 	 -1.498876e-03 	4.815785e-01 	 -1.854489e-03 	4.814409e-01 	 -1.556926e-03 	 
4.825588e-01 	 -1.173689e-03 	4.825588e-01 	 -1.640781e-03 	4.825588e-01 	 -1.484858e-03 	4.825588e-01 	 -1.869725e-03 	4.824335e-01 	 -1.528231e-03 	 
4.835040e-01 	 -1.149367e-03 	4.835040e-01 	 -1.567998e-03 	4.835040e-01 	 -1.468624e-03 	4.835040e-01 	 -1.873886e-03 	4.833902e-01 	 -1.499964e-03 	 
4.844150e-01 	 -1.131428e-03 	4.844150e-01 	 -1.502724e-03 	4.844150e-01 	 -1.445346e-03 	4.844150e-01 	 -1.871308e-03 	4.843120e-01 	 -1.471816e-03 	 
4.852925e-01 	 -1.100852e-03 	4.852925e-01 	 -1.440355e-03 	4.852925e-01 	 -1.412337e-03 	4.852925e-01 	 -1.865777e-03 	4.851997e-01 	 -1.444358e-03 	 
4.861373e-01 	 -1.052470e-03 	4.861373e-01 	 -1.374671e-03 	4.861373e-01 	 -1.376423e-03 	4.861373e-01 	 -1.857767e-03 	4.860540e-01 	 -1.418477e-03 	 
4.869504e-01 	 -9.998069e-04 	4.869504e-01 	 -1.303376e-03 	4.869504e-01 	 -1.348462e-03 	4.869504e-01 	 -1.843431e-03 	4.868760e-01 	 -1.393433e-03 	 
4.877326e-01 	 -9.563016e-04 	4.877326e-01 	 -1.233868e-03 	4.877326e-01 	 -1.336801e-03 	4.877326e-01 	 -1.822251e-03 	4.876664e-01 	 -1.367891e-03 	 
4.884848e-01 	 -9.226963e-04 	4.884848e-01 	 -1.177805e-03 	4.884848e-01 	 -1.343200e-03 	4.884848e-01 	 -1.796524e-03 	4.884262e-01 	 -1.340724e-03 	 
4.892080e-01 	 -8.947101e-04 	4.892080e-01 	 -1.141903e-03 	4.892080e-01 	 -1.362309e-03 	4.892080e-01 	 -1.767726e-03 	4.891564e-01 	 -1.311263e-03 	 
4.899030e-01 	 -8.686628e-04 	4.899030e-01 	 -1.120397e-03 	4.899030e-01 	 -1.380299e-03 	4.899030e-01 	 -1.734478e-03 	4.898580e-01 	 -1.280059e-03 	 
4.905710e-01 	 -8.404047e-04 	4.905710e-01 	 -1.100332e-03 	4.905710e-01 	 -1.382607e-03 	4.905710e-01 	 -1.696149e-03 	4.905319e-01 	 -1.248003e-03 	 
4.912129e-01 	 -8.072705e-04 	4.912129e-01 	 -1.072385e-03 	4.912129e-01 	 -1.365536e-03 	4.912129e-01 	 -1.652346e-03 	4.911792e-01 	 -1.215420e-03 	 
4.918298e-01 	 -7.707467e-04 	4.918298e-01 	 -1.039958e-03 	4.918298e-01 	 -1.338416e-03 	4.918298e-01 	 -1.604091e-03 	4.918010e-01 	 -1.182911e-03 	 
4.924226e-01 	 -7.303096e-04 	4.924226e-01 	 -1.010836e-03 	4.924226e-01 	 -1.306933e-03 	4.924226e-01 	 -1.551563e-03 	4.923982e-01 	 -1.148434e-03 	 
4.929926e-01 	 -6.887497e-04 	4.929926e-01 	 -9.917533e-04 	4.929926e-01 	 -1.274210e-03 	4.929926e-01 	 -1.500925e-03 	4.929722e-01 	 -1.115263e-03 	 
4.935409e-01 	 -6.417012e-04 	4.935409e-01 	 -9.759624e-04 	4.935409e-01 	 -1.235667e-03 	4.935409e-01 	 -1.453411e-03 	4.935239e-01 	 -1.080264e-03 	 
4.940685e-01 	 -5.913494e-04 	4.940685e-01 	 -9.608094e-04 	4.940685e-01 	 -1.194980e-03 	4.940685e-01 	 -1.413483e-03 	4.940546e-01 	 -1.047199e-03 	 
4.945767e-01 	 -5.325713e-04 	4.945767e-01 	 -9.407159e-04 	4.945767e-01 	 -1.149544e-03 	4.945767e-01 	 -1.375387e-03 	4.945655e-01 	 -1.012603e-03 	 
4.950666e-01 	 -4.658008e-04 	4.950666e-01 	 -9.173793e-04 	4.950666e-01 	 -1.100069e-03 	4.950666e-01 	 -1.333993e-03 	4.950578e-01 	 -9.769197e-04 	 
4.955395e-01 	 -3.930941e-04 	4.955395e-01 	 -8.937527e-04 	4.955395e-01 	 -1.046557e-03 	4.955395e-01 	 -1.284736e-03 	4.955327e-01 	 -9.393826e-04 	 
4.959967e-01 	 -3.142157e-04 	4.959967e-01 	 -8.678163e-04 	4.959967e-01 	 -9.847635e-04 	4.959967e-01 	 -1.222064e-03 	4.959916e-01 	 -8.949531e-04 	 
4.964395e-01 	 -2.358176e-04 	4.964395e-01 	 -8.401804e-04 	4.964395e-01 	 -9.178182e-04 	4.964395e-01 	 -1.148671e-03 	4.964357e-01 	 -8.459541e-04 	 
4.968691e-01 	 -1.567223e-04 	4.968691e-01 	 -8.024245e-04 	4.968691e-01 	 -8.425720e-04 	4.968691e-01 	 -1.061901e-03 	4.968664e-01 	 -7.879026e-04 	 
4.972869e-01 	 -7.462961e-05 	4.972869e-01 	 -7.465829e-04 	4.972869e-01 	 -7.557368e-04 	4.972869e-01 	 -9.588170e-04 	4.972851e-01 	 -7.166035e-04 	 
4.976942e-01 	 -4.575090e-06 	4.976942e-01 	 -6.823922e-04 	4.976942e-01 	 -6.724903e-04 	4.976942e-01 	 -8.527261e-04 	4.976931e-01 	 -6.469666e-04 	 
4.980926e-01 	 8.764096e-05 	4.980926e-01 	 -5.789918e-04 	4.980926e-01 	 -5.595130e-04 	4.980926e-01 	 -7.142858e-04 	4.980919e-01 	 -5.437965e-04 	 
4.984833e-01 	 1.200222e-04 	4.984833e-01 	 -5.064688e-04 	4.984833e-01 	 -4.941437e-04 	4.984833e-01 	 -6.147947e-04 	4.984830e-01 	 -4.871461e-04 	 
4.988679e-01 	 1.932622e-04 	4.988679e-01 	 -3.766220e-04 	4.988679e-01 	 -3.769787e-04 	4.988679e-01 	 -4.653153e-04 	4.988678e-01 	 -3.733448e-04 	 
4.992479e-01 	 8.678089e-05 	4.992479e-01 	 -3.671738e-04 	4.992479e-01 	 -4.102077e-04 	4.992479e-01 	 -4.511690e-04 	4.992479e-01 	 -4.124688e-04 	 
4.996247e-01 	 -2.860943e-04 	4.996247e-01 	 -5.298310e-04 	4.996247e-01 	 -6.243256e-04 	4.996247e-01 	 -6.150684e-04 	4.996247e-01 	 -6.494007e-04 	 
5.000000e-01 	 -3.987930e-04 	5.000000e-01 	 -4.269621e-04 	5.000000e-01 	 -4.691296e-04 	5.000000e-01 	 -4.767384e-04 	5.000000e-01 	 -5.273824e-04 	 
