x0	g1_up	x1	dns_up	x2	g1_bot	x3	dns_bot	x4	O2_up	x5	O2_bot	
-4.992531e-01 	 8.849885e-02 	-4.286840e-01 	 3.570224e-03 	-4.992531e-01 	 -4.608578e-02 	-4.359621e-01 	 1.631729e-02 	-4.992531e-01 	 8.495818e-03 	-4.992531e-01 	 -4.078621e-03 	 
-4.990135e-01 	 8.739803e-02 	-4.184316e-01 	 1.778940e-03 	-4.990135e-01 	 -4.093839e-02 	-4.210224e-01 	 1.544775e-02 	-4.990135e-01 	 1.096682e-02 	-4.990135e-01 	 -4.585961e-03 	 
-4.987188e-01 	 8.571754e-02 	-4.025692e-01 	 1.415267e-04 	-4.987188e-01 	 -3.551226e-02 	-4.070172e-01 	 1.457816e-02 	-4.987188e-01 	 1.376886e-02 	-4.987188e-01 	 -4.923951e-03 	 
-4.983631e-01 	 8.347265e-02 	-3.848313e-01 	 -1.086234e-03 	-4.983631e-01 	 -2.991816e-02 	-3.948789e-01 	 1.386206e-02 	-4.983631e-01 	 1.678565e-02 	-4.983631e-01 	 -5.011588e-03 	 
-4.979408e-01 	 8.061313e-02 	-3.586750e-01 	 -1.852813e-03 	-4.979408e-01 	 -2.432421e-02 	-3.818059e-01 	 1.314600e-02 	-4.979408e-01 	 1.988358e-02 	-4.979408e-01 	 -4.794658e-03 	 
-4.974464e-01 	 7.720517e-02 	-3.269001e-01 	 -1.902381e-03 	-4.974464e-01 	 -1.877804e-02 	-3.677968e-01 	 1.253239e-02 	-4.974464e-01 	 2.289877e-02 	-4.974464e-01 	 -4.236296e-03 	 
-4.968748e-01 	 7.332231e-02 	-2.951212e-01 	 -1.695976e-03 	-4.968748e-01 	 -1.344271e-02 	-3.481833e-01 	 1.171428e-02 	-4.968748e-01 	 2.565850e-02 	-4.968748e-01 	 -3.333335e-03 	 
-4.962209e-01 	 6.906612e-02 	-2.689482e-01 	 -1.387469e-03 	-4.962209e-01 	 -8.404914e-03 	-3.271673e-01 	 1.094743e-02 	-4.962209e-01 	 2.802369e-02 	-4.962209e-01 	 -2.111912e-03 	 
-4.954798e-01 	 6.453974e-02 	-2.409076e-01 	 -1.181255e-03 	-4.954798e-01 	 -3.728467e-03 	-3.042836e-01 	 1.007830e-02 	-4.954798e-01 	 2.986609e-02 	-4.954798e-01 	 -6.201146e-04 	 
-4.946470e-01 	 5.987248e-02 	-2.100640e-01 	 -1.026092e-03 	-4.946470e-01 	 5.211438e-04 	-2.790627e-01 	 9.260478e-03 	-4.946470e-01 	 3.113825e-02 	-4.946470e-01 	 1.072312e-03 	 
-4.937181e-01 	 5.516768e-02 	-1.792209e-01 	 -8.965271e-04 	-4.937181e-01 	 4.309400e-03 	-2.519710e-01 	 8.545141e-03 	-4.937181e-01 	 3.183526e-02 	-4.937181e-01 	 2.890086e-03 	 
-4.926888e-01 	 5.056183e-02 	-1.483778e-01 	 -7.669618e-04 	-4.926888e-01 	 7.618068e-03 	-2.178700e-01 	 7.830163e-03 	-4.926888e-01 	 3.197422e-02 	-4.926888e-01 	 4.755249e-03 	 
-4.915552e-01 	 4.612070e-02 	-1.166000e-01 	 -6.373486e-04 	-4.915552e-01 	 1.045139e-02 	-1.790961e-01 	 7.115425e-03 	-4.915552e-01 	 3.163884e-02 	-4.915552e-01 	 6.596886e-03 	 
-4.903135e-01 	 4.193887e-02 	-8.856064e-02 	 -5.079268e-04 	-4.903135e-01 	 1.282151e-02 	-1.454616e-01 	 6.451618e-03 	-4.903135e-01 	 3.090887e-02 	-4.903135e-01 	 8.355945e-03 	 
-4.889600e-01 	 3.807631e-02 	-7.080282e-02 	 -4.558231e-04 	-4.889600e-01 	 1.475596e-02 	-1.108909e-01 	 5.890247e-03 	-4.889600e-01 	 2.987524e-02 	-4.889600e-01 	 9.985880e-03 	 
-4.874914e-01 	 3.453475e-02 	-6.146021e-02 	 -6.601230e-04 	-4.874914e-01 	 1.629492e-02 	-7.071271e-02 	 5.329164e-03 	-4.874914e-01 	 2.863571e-02 	-4.874914e-01 	 1.145852e-02 	 
-4.859043e-01 	 3.134901e-02 	-5.025083e-02 	 -1.017911e-03 	-4.859043e-01 	 1.747450e-02 	-4.174551e-02 	 5.023480e-03 	-4.859043e-01 	 2.725029e-02 	-4.859043e-01 	 1.275328e-02 	 
-4.841958e-01 	 2.851250e-02 	-3.717388e-02 	 -1.477992e-03 	-4.841958e-01 	 1.834603e-02 	-6.311606e-04 	 4.564834e-03 	-4.841958e-01 	 2.578039e-02 	-4.841958e-01 	 1.386915e-02 	 
-4.823629e-01 	 2.599359e-02 	-2.783685e-02 	 -2.040654e-03 	-4.823629e-01 	 1.895151e-02 	3.954861e-02 	 4.106140e-03 	-4.823629e-01 	 2.425512e-02 	-4.823629e-01 	 1.480252e-02 	 
-4.804030e-01 	 2.376332e-02 	-1.943759e-02 	 -2.808142e-03 	-4.804030e-01 	 1.933363e-02 	7.505787e-02 	 3.800791e-03 	-4.804030e-01 	 2.270190e-02 	-4.804030e-01 	 1.557045e-02 	 
-4.783135e-01 	 2.178092e-02 	-8.235390e-03 	 -3.626681e-03 	-4.783135e-01 	 1.953034e-02 	1.152384e-01 	 3.393292e-03 	-4.783135e-01 	 2.113244e-02 	-4.783135e-01 	 1.618215e-02 	 
-4.760922e-01 	 2.000184e-02 	1.559361e-03 	 -4.803654e-03 	-4.760922e-01 	 1.958082e-02 	1.460756e-01 	 3.138898e-03 	-4.760922e-01 	 1.955830e-02 	-4.760922e-01 	 1.665473e-02 	 
-4.737368e-01 	 1.837843e-02 	9.486547e-03 	 -5.878334e-03 	-4.737368e-01 	 1.951759e-02 	1.806495e-01 	 2.782306e-03 	-4.737368e-01 	 1.799922e-02 	-4.737368e-01 	 1.700783e-02 	 
-4.712455e-01 	 1.688003e-02 	1.601107e-02 	 -7.004280e-03 	-4.712455e-01 	 1.936546e-02 	2.170925e-01 	 2.425810e-03 	-4.712455e-01 	 1.646417e-02 	-4.712455e-01 	 1.725478e-02 	 
-4.686162e-01 	 1.548139e-02 	2.908761e-02 	 -7.489958e-03 	-4.686162e-01 	 1.914564e-02 	2.544710e-01 	 2.120556e-03 	-4.686162e-01 	 1.497507e-02 	-4.686162e-01 	 1.741059e-02 	 
-4.658475e-01 	 1.416267e-02 	4.216894e-02 	 -7.668470e-03 	-4.658475e-01 	 1.888071e-02 	2.946515e-01 	 1.713057e-03 	-4.658475e-01 	 1.354566e-02 	-4.658475e-01 	 1.748961e-02 	 
-4.629378e-01 	 1.291035e-02 	5.339268e-02 	 -7.104755e-03 	-4.629378e-01 	 1.858293e-02 	3.357659e-01 	 1.254411e-03 	-4.629378e-01 	 1.219037e-02 	-4.629378e-01 	 1.750182e-02 	 
-4.598858e-01 	 1.171754e-02 	6.181985e-02 	 -6.080433e-03 	-4.598858e-01 	 1.826469e-02 	3.731427e-01 	 8.467679e-04 	-4.598858e-01 	 1.091624e-02 	-4.598858e-01 	 1.746033e-02 	 
-4.566903e-01 	 1.058413e-02 	6.931005e-02 	 -5.209742e-03 	-4.566903e-01 	 1.793608e-02 	4.123887e-01 	 4.392208e-04 	-4.566903e-01 	 9.727724e-03 	-4.566903e-01 	 1.737055e-02 	 
-4.533503e-01 	 9.507348e-03 	7.960398e-02 	 -4.338908e-03 	-4.533503e-01 	 1.760270e-02 	4.478972e-01 	 8.267685e-05 	-4.533503e-01 	 8.621598e-03 	-4.533503e-01 	 1.724161e-02 	 
-4.498649e-01 	 8.489676e-03 	8.897211e-02 	 -2.904981e-03 	-4.498649e-01 	 1.726424e-02 	4.824750e-01 	 -1.794203e-05 	-4.498649e-01 	 7.593823e-03 	-4.498649e-01 	 1.708044e-02 	 
-4.462334e-01 	 7.532386e-03 	9.553172e-02 	 -1.778366e-03 	-4.462334e-01 	 1.692809e-02 	4.993078e-01 	 6.484487e-04 	-4.462334e-01 	 6.638477e-03 	-4.462334e-01 	 1.689068e-02 	 
-4.424553e-01 	 6.633824e-03 	1.039629e-01 	 -4.980706e-04 	-4.424553e-01 	 1.659541e-02 	nan          	nan          	-4.424553e-01 	 5.748986e-03 	-4.424553e-01 	 1.667707e-02 	 
-4.385301e-01 	 5.796649e-03 	1.114595e-01 	 7.821766e-04 	-4.385301e-01 	 1.626766e-02 	nan          	nan          	-4.385301e-01 	 4.921533e-03 	-4.385301e-01 	 1.644262e-02 	 
-4.344577e-01 	 5.015305e-03 	1.217590e-01 	 2.011373e-03 	-4.344577e-01 	 1.594527e-02 	nan          	nan          	-4.344577e-01 	 4.152464e-03 	-4.344577e-01 	 1.619360e-02 	 
-4.302377e-01 	 4.289216e-03 	1.320593e-01 	 3.291764e-03 	-4.302377e-01 	 1.562827e-02 	nan          	nan          	-4.302377e-01 	 3.438989e-03 	-4.302377e-01 	 1.593099e-02 	 
-4.258703e-01 	 3.615637e-03 	1.442280e-01 	 4.521056e-03 	-4.258703e-01 	 1.531534e-02 	nan          	nan          	-4.258703e-01 	 2.778385e-03 	-4.258703e-01 	 1.565616e-02 	 
-4.213556e-01 	 2.991701e-03 	1.573256e-01 	 5.392033e-03 	-4.213556e-01 	 1.500817e-02 	nan          	nan          	-4.213556e-01 	 2.168688e-03 	-4.213556e-01 	 1.537430e-02 	 
-4.166939e-01 	 2.414796e-03 	1.788334e-01 	 6.186650e-03 	-4.166939e-01 	 1.470564e-02 	nan          	nan          	-4.166939e-01 	 1.607749e-03 	-4.166939e-01 	 1.508329e-02 	 
-4.118855e-01 	 1.883516e-03 	2.050060e-01 	 6.469560e-03 	-4.118855e-01 	 1.440857e-02 	nan          	nan          	-4.118855e-01 	 1.094403e-03 	-4.118855e-01 	 1.478997e-02 	 
-4.069311e-01 	 1.396327e-03 	2.339788e-01 	 6.522237e-03 	-4.069311e-01 	 1.411390e-02 	nan          	nan          	-4.069311e-01 	 6.279253e-04 	-4.069311e-01 	 1.449236e-02 	 
-4.018313e-01 	 9.525853e-04 	2.620130e-01 	 6.318894e-03 	-4.018313e-01 	 1.382507e-02 	nan          	nan          	-4.018313e-01 	 2.082339e-04 	-4.018313e-01 	 1.419160e-02 	 
-3.965869e-01 	 5.513402e-04 	2.881741e-01 	 5.859483e-03 	-3.965869e-01 	 1.353909e-02 	nan          	nan          	-3.965869e-01 	 -1.648147e-04 	-3.965869e-01 	 1.389086e-02 	 
-3.911988e-01 	 1.920712e-04 	3.152705e-01 	 5.451314e-03 	-3.911988e-01 	 1.325719e-02 	nan          	nan          	-3.911988e-01 	 -4.919333e-04 	-3.911988e-01 	 1.359050e-02 	 
-3.856680e-01 	 -1.261848e-04 	3.414340e-01 	 5.145486e-03 	-3.856680e-01 	 1.297955e-02 	nan          	nan          	-3.856680e-01 	 -7.746046e-04 	-3.856680e-01 	 1.328991e-02 	 
-3.799957e-01 	 -4.045873e-04 	3.722675e-01 	 4.660716e-03 	-3.799957e-01 	 1.270677e-02 	nan          	nan          	-3.799957e-01 	 -1.014869e-03 	-3.799957e-01 	 1.299237e-02 	 
-3.741831e-01 	 -6.445724e-04 	4.012319e-01 	 4.175851e-03 	-3.741831e-01 	 1.243640e-02 	nan          	nan          	-3.741831e-01 	 -1.214990e-03 	-3.741831e-01 	 1.269620e-02 	 
-3.682317e-01 	 -8.477424e-04 	4.367364e-01 	 3.563334e-03 	-3.682317e-01 	 1.217120e-02 	nan          	nan          	-3.682317e-01 	 -1.377251e-03 	-3.682317e-01 	 1.240450e-02 	 
-3.621429e-01 	 -1.015884e-03 	4.619629e-01 	 3.103875e-03 	-3.621429e-01 	 1.190882e-02 	nan          	nan          	-3.621429e-01 	 -1.503949e-03 	-3.621429e-01 	 1.211598e-02 	 
-3.559183e-01 	 -1.151085e-03 	4.843872e-01 	 2.746661e-03 	-3.559183e-01 	 1.165135e-02 	nan          	nan          	-3.559183e-01 	 -1.598083e-03 	-3.559183e-01 	 1.183201e-02 	 
-3.495596e-01 	 -1.255940e-03 	4.984307e-01 	 4.334411e-03 	-3.495596e-01 	 1.139677e-02 	nan          	nan          	-3.495596e-01 	 -1.663383e-03 	-3.495596e-01 	 1.155169e-02 	 
-3.430686e-01 	 -1.333422e-03 	nan          	nan          	-3.430686e-01 	 1.114736e-02 	nan          	nan          	-3.430686e-01 	 -1.704000e-03 	-3.430686e-01 	 1.127620e-02 	 
-3.364472e-01 	 -1.387000e-03 	nan          	nan          	-3.364472e-01 	 1.090120e-02 	nan          	nan          	-3.364472e-01 	 -1.723788e-03 	-3.364472e-01 	 1.100527e-02 	 
-3.296975e-01 	 -1.420110e-03 	nan          	nan          	-3.296975e-01 	 1.065961e-02 	nan          	nan          	-3.296975e-01 	 -1.725834e-03 	-3.296975e-01 	 1.073956e-02 	 
-3.228214e-01 	 -1.435775e-03 	nan          	nan          	-3.228214e-01 	 1.042221e-02 	nan          	nan          	-3.228214e-01 	 -1.712609e-03 	-3.228214e-01 	 1.047897e-02 	 
-3.158212e-01 	 -1.436921e-03 	nan          	nan          	-3.158212e-01 	 1.018904e-02 	nan          	nan          	-3.158212e-01 	 -1.687086e-03 	-3.158212e-01 	 1.022392e-02 	 
-3.086991e-01 	 -1.425875e-03 	nan          	nan          	-3.086991e-01 	 9.960175e-03 	nan          	nan          	-3.086991e-01 	 -1.652347e-03 	-3.086991e-01 	 9.974189e-03 	 
-3.014576e-01 	 -1.405062e-03 	nan          	nan          	-3.014576e-01 	 9.735237e-03 	nan          	nan          	-3.014576e-01 	 -1.611232e-03 	-3.014576e-01 	 9.729664e-03 	 
-2.940990e-01 	 -1.376783e-03 	nan          	nan          	-2.940990e-01 	 9.515114e-03 	nan          	nan          	-2.940990e-01 	 -1.565671e-03 	-2.940990e-01 	 9.490366e-03 	 
-2.866260e-01 	 -1.343197e-03 	nan          	nan          	-2.866260e-01 	 9.298814e-03 	nan          	nan          	-2.866260e-01 	 -1.516681e-03 	-2.866260e-01 	 9.256516e-03 	 
-2.790410e-01 	 -1.305910e-03 	nan          	nan          	-2.790410e-01 	 9.086512e-03 	nan          	nan          	-2.790410e-01 	 -1.465186e-03 	-2.790410e-01 	 9.028249e-03 	 
-2.713469e-01 	 -1.266178e-03 	nan          	nan          	-2.713469e-01 	 8.879120e-03 	nan          	nan          	-2.713469e-01 	 -1.412434e-03 	-2.713469e-01 	 8.805720e-03 	 
-2.635463e-01 	 -1.224581e-03 	nan          	nan          	-2.635463e-01 	 8.675813e-03 	nan          	nan          	-2.635463e-01 	 -1.359660e-03 	-2.635463e-01 	 8.588236e-03 	 
-2.556421e-01 	 -1.181830e-03 	nan          	nan          	-2.556421e-01 	 8.476709e-03 	nan          	nan          	-2.556421e-01 	 -1.307120e-03 	-2.556421e-01 	 8.376093e-03 	 
-2.476372e-01 	 -1.138777e-03 	nan          	nan          	-2.476372e-01 	 8.281881e-03 	nan          	nan          	-2.476372e-01 	 -1.254235e-03 	-2.476372e-01 	 8.169197e-03 	 
-2.395346e-01 	 -1.096071e-03 	nan          	nan          	-2.395346e-01 	 8.091177e-03 	nan          	nan          	-2.395346e-01 	 -1.200180e-03 	-2.395346e-01 	 7.967715e-03 	 
-2.313373e-01 	 -1.054360e-03 	nan          	nan          	-2.313373e-01 	 7.904697e-03 	nan          	nan          	-2.313373e-01 	 -1.146363e-03 	-2.313373e-01 	 7.770863e-03 	 
-2.230484e-01 	 -1.013916e-03 	nan          	nan          	-2.230484e-01 	 7.722409e-03 	nan          	nan          	-2.230484e-01 	 -1.095434e-03 	-2.230484e-01 	 7.579507e-03 	 
-2.146711e-01 	 -9.749122e-04 	nan          	nan          	-2.146711e-01 	 7.543685e-03 	nan          	nan          	-2.146711e-01 	 -1.049109e-03 	-2.146711e-01 	 7.392845e-03 	 
-2.062086e-01 	 -9.374744e-04 	nan          	nan          	-2.062086e-01 	 7.369447e-03 	nan          	nan          	-2.062086e-01 	 -1.006528e-03 	-2.062086e-01 	 7.211017e-03 	 
-1.976642e-01 	 -9.017529e-04 	nan          	nan          	-1.976642e-01 	 7.198925e-03 	nan          	nan          	-1.976642e-01 	 -9.663072e-04 	-1.976642e-01 	 7.033713e-03 	 
-1.890413e-01 	 -8.676720e-04 	nan          	nan          	-1.890413e-01 	 7.032671e-03 	nan          	nan          	-1.890413e-01 	 -9.312858e-04 	-1.890413e-01 	 6.861474e-03 	 
-1.803431e-01 	 -8.354717e-04 	nan          	nan          	-1.803431e-01 	 6.870009e-03 	nan          	nan          	-1.803431e-01 	 -9.068971e-04 	-1.803431e-01 	 6.693347e-03 	 
-1.715731e-01 	 -8.050301e-04 	nan          	nan          	-1.715731e-01 	 6.711283e-03 	nan          	nan          	-1.715731e-01 	 -8.914258e-04 	-1.715731e-01 	 6.530077e-03 	 
-1.627349e-01 	 -7.761905e-04 	nan          	nan          	-1.627349e-01 	 6.556446e-03 	nan          	nan          	-1.627349e-01 	 -8.760075e-04 	-1.627349e-01 	 6.371099e-03 	 
-1.538319e-01 	 -7.487111e-04 	nan          	nan          	-1.538319e-01 	 6.405437e-03 	nan          	nan          	-1.538319e-01 	 -8.591775e-04 	-1.538319e-01 	 6.215804e-03 	 
-1.448677e-01 	 -7.225212e-04 	nan          	nan          	-1.448677e-01 	 6.257621e-03 	nan          	nan          	-1.448677e-01 	 -8.494652e-04 	-1.448677e-01 	 6.065201e-03 	 
-1.358459e-01 	 -6.980281e-04 	nan          	nan          	-1.358459e-01 	 6.113832e-03 	nan          	nan          	-1.358459e-01 	 -8.524304e-04 	-1.358459e-01 	 5.918266e-03 	 
-1.267700e-01 	 -6.753990e-04 	nan          	nan          	-1.267700e-01 	 5.973621e-03 	nan          	nan          	-1.267700e-01 	 -8.615823e-04 	-1.267700e-01 	 5.775603e-03 	 
-1.176439e-01 	 -6.535163e-04 	nan          	nan          	-1.176439e-01 	 5.837082e-03 	nan          	nan          	-1.176439e-01 	 -8.512950e-04 	-1.176439e-01 	 5.636249e-03 	 
-1.084712e-01 	 -6.305882e-04 	nan          	nan          	-1.084712e-01 	 5.703575e-03 	nan          	nan          	-1.084712e-01 	 -7.953268e-04 	-1.084712e-01 	 5.501133e-03 	 
-9.925561e-02 	 -6.060762e-04 	nan          	nan          	-9.925561e-02 	 5.573450e-03 	nan          	nan          	-9.925561e-02 	 -7.026703e-04 	-9.925561e-02 	 5.369315e-03 	 
-9.000088e-02 	 -5.804109e-04 	nan          	nan          	-9.000088e-02 	 5.446601e-03 	nan          	nan          	-9.000088e-02 	 -6.076212e-04 	-9.000088e-02 	 5.241324e-03 	 
-8.071080e-02 	 -5.513877e-04 	nan          	nan          	-8.071080e-02 	 5.323058e-03 	nan          	nan          	-8.071080e-02 	 -5.184857e-04 	-8.071080e-02 	 5.116615e-03 	 
-7.138918e-02 	 -5.131990e-04 	nan          	nan          	-7.138918e-02 	 5.202868e-03 	nan          	nan          	-7.138918e-02 	 -4.312286e-04 	-7.138918e-02 	 4.995213e-03 	 
-6.203983e-02 	 -4.623633e-04 	nan          	nan          	-6.203983e-02 	 5.085509e-03 	nan          	nan          	-6.203983e-02 	 -3.894442e-04 	-6.203983e-02 	 4.877020e-03 	 
-5.266659e-02 	 -4.012380e-04 	nan          	nan          	-5.266659e-02 	 4.971209e-03 	nan          	nan          	-5.266659e-02 	 -4.878123e-04 	-5.266659e-02 	 4.761788e-03 	 
-4.327331e-02 	 -3.378386e-04 	nan          	nan          	-4.327331e-02 	 4.859790e-03 	nan          	nan          	-4.327331e-02 	 -8.455438e-04 	-4.327331e-02 	 4.649723e-03 	 
-3.386385e-02 	 -2.937721e-04 	nan          	nan          	-3.386385e-02 	 4.751253e-03 	nan          	nan          	-3.386385e-02 	 -1.564840e-03 	-3.386385e-02 	 4.540551e-03 	 
-2.444209e-02 	 -3.094524e-04 	nan          	nan          	-2.444209e-02 	 4.645585e-03 	nan          	nan          	-2.444209e-02 	 -2.628113e-03 	-2.444209e-02 	 4.434176e-03 	 
-1.501189e-02 	 -4.503916e-04 	nan          	nan          	-1.501189e-02 	 4.542593e-03 	nan          	nan          	-1.501189e-02 	 -3.892686e-03 	-1.501189e-02 	 4.330344e-03 	 
-5.577145e-03 	 -8.194823e-04 	nan          	nan          	-5.577145e-03 	 4.442126e-03 	nan          	nan          	-5.577145e-03 	 -5.219638e-03 	-5.577145e-03 	 4.229363e-03 	 
3.858267e-03 	 -1.513412e-03 	nan          	nan          	3.858267e-03 	 4.344201e-03 	nan          	nan          	3.858267e-03 	 -6.467447e-03 	3.858267e-03 	 4.130709e-03 	 
1.329046e-02 	 -2.511763e-03 	nan          	nan          	1.329046e-02 	 4.248706e-03 	nan          	nan          	1.329046e-02 	 -7.392480e-03 	1.329046e-02 	 4.034407e-03 	 
2.271556e-02 	 -3.661342e-03 	nan          	nan          	2.271556e-02 	 4.155615e-03 	nan          	nan          	2.271556e-02 	 -7.795505e-03 	2.271556e-02 	 3.940232e-03 	 
3.212970e-02 	 -4.810004e-03 	nan          	nan          	3.212970e-02 	 4.064607e-03 	nan          	nan          	3.212970e-02 	 -7.727487e-03 	3.212970e-02 	 3.848198e-03 	 
4.152899e-02 	 -5.844434e-03 	nan          	nan          	4.152899e-02 	 3.975993e-03 	nan          	nan          	4.152899e-02 	 -7.351358e-03 	4.152899e-02 	 3.758413e-03 	 
5.090960e-02 	 -6.614238e-03 	nan          	nan          	5.090960e-02 	 3.889387e-03 	nan          	nan          	5.090960e-02 	 -6.639066e-03 	5.090960e-02 	 3.670413e-03 	 
6.026767e-02 	 -6.960681e-03 	nan          	nan          	6.026767e-02 	 3.804809e-03 	nan          	nan          	6.026767e-02 	 -5.425245e-03 	6.026767e-02 	 3.584096e-03 	 
6.959938e-02 	 -6.791479e-03 	nan          	nan          	6.959938e-02 	 3.722069e-03 	nan          	nan          	6.959938e-02 	 -3.728893e-03 	6.959938e-02 	 3.499565e-03 	 
7.890093e-02 	 -6.155949e-03 	nan          	nan          	7.890093e-02 	 3.641248e-03 	nan          	nan          	7.890093e-02 	 -1.862176e-03 	7.890093e-02 	 3.416635e-03 	 
8.816852e-02 	 -5.257563e-03 	nan          	nan          	8.816852e-02 	 3.562210e-03 	nan          	nan          	8.816852e-02 	 -1.328087e-04 	8.816852e-02 	 3.334939e-03 	 
9.739838e-02 	 -4.270599e-03 	nan          	nan          	9.739838e-02 	 3.484689e-03 	nan          	nan          	9.739838e-02 	 1.408049e-03 	9.739838e-02 	 3.254888e-03 	 
1.065868e-01 	 -3.133833e-03 	nan          	nan          	1.065868e-01 	 3.408793e-03 	nan          	nan          	1.065868e-01 	 2.820439e-03 	1.065868e-01 	 3.175981e-03 	 
1.157300e-01 	 -1.721460e-03 	nan          	nan          	1.157300e-01 	 3.334371e-03 	nan          	nan          	1.157300e-01 	 4.073111e-03 	1.157300e-01 	 3.098120e-03 	 
1.248244e-01 	 -1.418871e-04 	nan          	nan          	1.248244e-01 	 3.261332e-03 	nan          	nan          	1.248244e-01 	 5.100519e-03 	1.248244e-01 	 3.021365e-03 	 
1.338662e-01 	 1.349882e-03 	nan          	nan          	1.338662e-01 	 3.189673e-03 	nan          	nan          	1.338662e-01 	 5.918208e-03 	1.338662e-01 	 2.945547e-03 	 
1.428519e-01 	 2.653837e-03 	nan          	nan          	1.428519e-01 	 3.119133e-03 	nan          	nan          	1.428519e-01 	 6.575663e-03 	1.428519e-01 	 2.870564e-03 	 
1.517779e-01 	 3.806276e-03 	nan          	nan          	1.517779e-01 	 3.049726e-03 	nan          	nan          	1.517779e-01 	 7.078917e-03 	1.517779e-01 	 2.796219e-03 	 
1.606407e-01 	 4.775060e-03 	nan          	nan          	1.606407e-01 	 2.981410e-03 	nan          	nan          	1.606407e-01 	 7.422922e-03 	1.606407e-01 	 2.722639e-03 	 
1.694367e-01 	 5.509893e-03 	nan          	nan          	1.694367e-01 	 2.914111e-03 	nan          	nan          	1.694367e-01 	 7.630632e-03 	1.694367e-01 	 2.649543e-03 	 
1.781625e-01 	 6.062224e-03 	nan          	nan          	1.781625e-01 	 2.847657e-03 	nan          	nan          	1.781625e-01 	 7.745518e-03 	1.781625e-01 	 2.576933e-03 	 
1.868148e-01 	 6.507880e-03 	nan          	nan          	1.868148e-01 	 2.782030e-03 	nan          	nan          	1.868148e-01 	 7.807757e-03 	1.868148e-01 	 2.504773e-03 	 
1.953901e-01 	 6.860377e-03 	nan          	nan          	1.953901e-01 	 2.717151e-03 	nan          	nan          	1.953901e-01 	 7.834904e-03 	1.953901e-01 	 2.432875e-03 	 
2.038851e-01 	 7.110642e-03 	nan          	nan          	2.038851e-01 	 2.652930e-03 	nan          	nan          	2.038851e-01 	 7.821917e-03 	2.038851e-01 	 2.361339e-03 	 
2.122966e-01 	 7.268184e-03 	nan          	nan          	2.122966e-01 	 2.589319e-03 	nan          	nan          	2.122966e-01 	 7.761650e-03 	2.122966e-01 	 2.290009e-03 	 
2.206215e-01 	 7.350149e-03 	nan          	nan          	2.206215e-01 	 2.526288e-03 	nan          	nan          	2.206215e-01 	 7.662078e-03 	2.206215e-01 	 2.218802e-03 	 
