x0	T4	x1	T5	x2	T6	x3	T8	
-3.801919e-02 	 2.688898e-03 	-3.801919e-02 	 2.349937e-03 	-3.801919e-02 	 9.313074e-04 	-3.801919e-02 	 -1.638959e-03 	 
-3.268336e-02 	 2.568195e-03 	-3.268336e-02 	 2.238953e-03 	-3.268336e-02 	 9.964987e-04 	-3.268336e-02 	 -1.667159e-03 	 
-2.734040e-02 	 2.500221e-03 	-2.734040e-02 	 2.123443e-03 	-2.734040e-02 	 1.050509e-03 	-2.734040e-02 	 -1.692200e-03 	 
-2.199108e-02 	 2.496802e-03 	-2.199108e-02 	 2.059762e-03 	-2.199108e-02 	 1.035141e-03 	-2.199108e-02 	 -1.707152e-03 	 
-1.663616e-02 	 2.512716e-03 	-1.663616e-02 	 2.053630e-03 	-1.663616e-02 	 9.544233e-04 	-1.663616e-02 	 -1.716350e-03 	 
-1.127644e-02 	 2.496123e-03 	-1.127644e-02 	 2.016099e-03 	-1.127644e-02 	 8.254753e-04 	-1.127644e-02 	 -1.726402e-03 	 
-5.912673e-03 	 2.432923e-03 	-5.912673e-03 	 1.911010e-03 	-5.912673e-03 	 6.567335e-04 	-5.912673e-03 	 -1.739902e-03 	 
-5.456544e-04 	 2.335427e-03 	-5.456544e-04 	 1.820205e-03 	-5.456544e-04 	 5.105981e-04 	-5.456544e-04 	 -1.760791e-03 	 
4.823841e-03 	 2.225306e-03 	4.823841e-03 	 1.732722e-03 	4.823841e-03 	 4.673310e-04 	4.823841e-03 	 -1.786825e-03 	 
1.019503e-02 	 2.125902e-03 	1.019503e-02 	 1.578338e-03 	1.019503e-02 	 4.772258e-04 	1.019503e-02 	 -1.813980e-03 	 
1.556714e-02 	 2.046820e-03 	1.556714e-02 	 1.448571e-03 	1.556714e-02 	 4.188478e-04 	1.556714e-02 	 -1.844573e-03 	 
2.093937e-02 	 1.989878e-03 	2.093937e-02 	 1.465794e-03 	2.093937e-02 	 2.991048e-04 	2.093937e-02 	 -1.875313e-03 	 
2.631096e-02 	 1.972347e-03 	2.631096e-02 	 1.543494e-03 	2.631096e-02 	 2.209902e-04 	2.631096e-02 	 -1.901827e-03 	 
3.168111e-02 	 2.005018e-03 	3.168111e-02 	 1.512390e-03 	3.168111e-02 	 2.174664e-04 	3.168111e-02 	 -1.938026e-03 	 
3.704904e-02 	 2.030761e-03 	3.704904e-02 	 1.384921e-03 	3.704904e-02 	 2.386267e-04 	3.704904e-02 	 -1.990196e-03 	 
4.241397e-02 	 1.970334e-03 	4.241397e-02 	 1.328276e-03 	4.241397e-02 	 2.573302e-04 	4.241397e-02 	 -2.041756e-03 	 
