x0	y0	y1	y2	y3	y4	y5	y6	y7	y8	
4.048425e+01 	6.713382e-01 	6.775889e-01 	6.792648e-01 	6.796164e-01 	6.794187e-01 	6.763504e-01 	6.545332e-01 	6.602338e-01 	6.870001e-01 	 
4.049982e+01 	6.713660e-01 	6.776250e-01 	6.793058e-01 	6.796567e-01 	6.795322e-01 	6.769835e-01 	6.562921e-01 	6.713373e-01 	6.841160e-01 	 
4.051559e+01 	6.714008e-01 	6.776635e-01 	6.793428e-01 	6.796855e-01 	6.796572e-01 	6.783352e-01 	6.648876e-01 	6.808453e-01 	6.810233e-01 	 
4.053116e+01 	6.714378e-01 	6.776979e-01 	6.793676e-01 	6.797035e-01 	6.797611e-01 	6.799607e-01 	6.750890e-01 	6.854100e-01 	6.778261e-01 	 
4.054672e+01 	6.714710e-01 	6.777268e-01 	6.793850e-01 	6.797202e-01 	6.798229e-01 	6.814065e-01 	6.825759e-01 	6.865761e-01 	6.742569e-01 	 
4.056232e+01 	6.715075e-01 	6.777574e-01 	6.793991e-01 	6.797353e-01 	6.798324e-01 	6.823220e-01 	6.868153e-01 	6.874017e-01 	6.695867e-01 	 
4.057806e+01 	6.715468e-01 	6.777841e-01 	6.794074e-01 	6.797465e-01 	6.798027e-01 	6.825329e-01 	6.887913e-01 	6.892105e-01 	6.625834e-01 	 
4.059363e+01 	6.715807e-01 	6.778080e-01 	6.794124e-01 	6.797520e-01 	6.797540e-01 	6.820481e-01 	6.890771e-01 	6.914406e-01 	6.520397e-01 	 
4.060922e+01 	6.716146e-01 	6.778288e-01 	6.794098e-01 	6.797496e-01 	6.797075e-01 	6.810438e-01 	6.879288e-01 	6.930229e-01 	6.380029e-01 	 
4.062494e+01 	6.716428e-01 	6.778395e-01 	6.794004e-01 	6.797444e-01 	6.796753e-01 	6.797665e-01 	6.852202e-01 	6.930214e-01 	6.318709e-01 	 
4.064050e+01 	6.716613e-01 	6.778431e-01 	6.793914e-01 	6.797380e-01 	6.796608e-01 	6.785446e-01 	6.809153e-01 	6.904156e-01 	6.404922e-01 	 
4.065607e+01 	6.716716e-01 	6.778428e-01 	6.793862e-01 	6.797257e-01 	6.796690e-01 	6.776438e-01 	6.753640e-01 	6.831393e-01 	6.540381e-01 	 
4.067181e+01 	6.716793e-01 	6.778468e-01 	6.793860e-01 	6.797077e-01 	6.797043e-01 	6.772519e-01 	6.698192e-01 	6.687230e-01 	6.657837e-01 	 
4.068741e+01 	6.716894e-01 	6.778537e-01 	6.793883e-01 	6.796889e-01 	6.797568e-01 	6.774362e-01 	6.664847e-01 	6.497670e-01 	6.710219e-01 	 
4.070297e+01 	6.716994e-01 	6.778594e-01 	6.793905e-01 	6.796718e-01 	6.798106e-01 	6.781028e-01 	6.669255e-01 	6.348858e-01 	6.698316e-01 	 
4.071854e+01 	6.717082e-01 	6.778647e-01 	6.793951e-01 	6.796544e-01 	6.798540e-01 	6.790407e-01 	6.709927e-01 	6.326981e-01 	6.664651e-01 	 
4.073428e+01 	6.717158e-01 	6.778715e-01 	6.794013e-01 	6.796401e-01 	6.798792e-01 	6.800043e-01 	6.767760e-01 	6.438012e-01 	6.634988e-01 	 
4.074988e+01 	6.717254e-01 	6.778818e-01 	6.794064e-01 	6.796354e-01 	6.798689e-01 	6.807540e-01 	6.818849e-01 	6.608687e-01 	6.625880e-01 	 
4.076544e+01 	6.717391e-01 	6.778909e-01 	6.794106e-01 	6.796389e-01 	6.798129e-01 	6.811764e-01 	6.852796e-01 	6.764171e-01 	6.651093e-01 	 
4.078119e+01 	6.717519e-01 	6.778992e-01 	6.794178e-01 	6.796452e-01 	6.797140e-01 	6.812503e-01 	6.869364e-01 	6.869529e-01 	6.713771e-01 	 
4.079675e+01 	6.717685e-01 	6.779103e-01 	6.794241e-01 	6.796502e-01 	6.795905e-01 	6.810355e-01 	6.871781e-01 	6.920416e-01 	6.792116e-01 	 
4.081235e+01 	6.717839e-01 	6.779165e-01 	6.794248e-01 	6.796525e-01 	6.794677e-01 	6.806420e-01 	6.863273e-01 	6.930701e-01 	6.857076e-01 	 
4.082809e+01 	6.717932e-01 	6.779178e-01 	6.794208e-01 	6.796553e-01 	6.793674e-01 	6.801888e-01 	6.844251e-01 	6.914877e-01 	6.893443e-01 	 
4.084366e+01 	6.718004e-01 	6.779157e-01 	6.794142e-01 	6.796567e-01 	6.793072e-01 	6.797990e-01 	6.814459e-01 	6.881661e-01 	6.901322e-01 	 
4.085922e+01 	6.718018e-01 	6.779095e-01 	6.794039e-01 	6.796503e-01 	6.792963e-01 	6.795450e-01 	6.774715e-01 	6.830327e-01 	6.888106e-01 	 
4.087479e+01 	6.717988e-01 	6.779010e-01 	6.793899e-01 	6.796353e-01 	6.793371e-01 	6.794421e-01 	6.730849e-01 	6.760092e-01 	6.860178e-01 	 
