x0	cdp	x1	cdv	
3.150010e+01 	 2.594414e-01 	3.150010e+01 	 5.378700e-03 	 
3.162510e+01 	 2.549121e-01 	3.162510e+01 	 5.424300e-03 	 
3.175000e+01 	 2.515533e-01 	3.175000e+01 	 5.422200e-03 	 
3.187490e+01 	 2.473522e-01 	3.187490e+01 	 5.398500e-03 	 
3.200000e+01 	 2.434286e-01 	3.200000e+01 	 5.409400e-03 	 
3.212510e+01 	 2.407544e-01 	3.212510e+01 	 5.390600e-03 	 
3.225000e+01 	 2.375408e-01 	3.225000e+01 	 5.441600e-03 	 
3.237500e+01 	 2.345116e-01 	3.237500e+01 	 5.408000e-03 	 
3.250000e+01 	 2.326139e-01 	3.250000e+01 	 5.413500e-03 	 
3.262490e+01 	 2.309702e-01 	3.262490e+01 	 5.433600e-03 	 
3.275000e+01 	 2.294588e-01 	3.275000e+01 	 5.407900e-03 	 
3.287500e+01 	 2.280827e-01 	3.287500e+01 	 5.414500e-03 	 
3.300010e+01 	 2.282016e-01 	3.300010e+01 	 5.390000e-03 	 
3.312510e+01 	 2.304090e-01 	3.312510e+01 	 5.341000e-03 	 
3.325010e+01 	 2.342838e-01 	3.325010e+01 	 5.288700e-03 	 
3.337500e+01 	 2.380570e-01 	3.337500e+01 	 5.253900e-03 	 
3.350000e+01 	 2.413379e-01 	3.350000e+01 	 5.169600e-03 	 
3.362510e+01 	 2.438651e-01 	3.362510e+01 	 5.221200e-03 	 
3.375000e+01 	 2.473326e-01 	3.375000e+01 	 5.259600e-03 	 
3.387500e+01 	 2.507027e-01 	3.387500e+01 	 5.284100e-03 	 
3.399990e+01 	 2.529643e-01 	3.399990e+01 	 5.365200e-03 	 
3.412500e+01 	 2.560814e-01 	3.412500e+01 	 5.372500e-03 	 
3.425000e+01 	 2.584624e-01 	3.425000e+01 	 5.373300e-03 	 
3.437490e+01 	 2.598864e-01 	3.437490e+01 	 5.322400e-03 	 
3.450000e+01 	 2.607618e-01 	3.450000e+01 	 5.297900e-03 	 
3.462500e+01 	 2.622747e-01 	3.462500e+01 	 5.325500e-03 	 
3.474990e+01 	 2.630457e-01 	3.474990e+01 	 5.296200e-03 	 
3.487510e+01 	 2.641580e-01 	3.487510e+01 	 5.309100e-03 	 
3.500000e+01 	 2.651687e-01 	3.500000e+01 	 5.351100e-03 	 
3.512500e+01 	 2.660022e-01 	3.512500e+01 	 5.325200e-03 	 
3.524990e+01 	 2.660258e-01 	3.524990e+01 	 5.314900e-03 	 
3.537500e+01 	 2.674624e-01 	3.537500e+01 	 5.383800e-03 	 
3.550010e+01 	 2.689253e-01 	3.550010e+01 	 5.375900e-03 	 
3.562500e+01 	 2.696456e-01 	3.562500e+01 	 5.366500e-03 	 
3.575000e+01 	 2.702023e-01 	3.575000e+01 	 5.380500e-03 	 
3.587510e+01 	 2.697187e-01 	3.587510e+01 	 5.409100e-03 	 
3.600000e+01 	 2.700593e-01 	3.600000e+01 	 5.431600e-03 	 
3.612490e+01 	 2.712933e-01 	3.612490e+01 	 5.469900e-03 	 
3.624990e+01 	 2.712851e-01 	3.624990e+01 	 5.496900e-03 	 
3.637490e+01 	 2.708150e-01 	3.637490e+01 	 5.556800e-03 	 
3.649990e+01 	 2.702002e-01 	3.649990e+01 	 5.574300e-03 	 
3.662490e+01 	 2.700491e-01 	3.662490e+01 	 5.602700e-03 	 
3.675000e+01 	 2.704071e-01 	3.675000e+01 	 5.621100e-03 	 
3.687500e+01 	 2.703458e-01 	3.687500e+01 	 5.609100e-03 	 
3.700000e+01 	 2.709519e-01 	3.700000e+01 	 5.610900e-03 	 
3.712500e+01 	 2.713135e-01 	3.712500e+01 	 5.584900e-03 	 
3.724990e+01 	 2.711960e-01 	3.724990e+01 	 5.608800e-03 	 
3.737510e+01 	 2.703002e-01 	3.737510e+01 	 5.574100e-03 	 
3.749990e+01 	 2.693939e-01 	3.749990e+01 	 5.585800e-03 	 
3.762500e+01 	 2.681601e-01 	3.762500e+01 	 5.588300e-03 	 
3.775000e+01 	 2.674631e-01 	3.775000e+01 	 5.608800e-03 	 
3.787500e+01 	 2.670687e-01 	3.787500e+01 	 5.599500e-03 	 
3.800000e+01 	 2.669657e-01 	3.800000e+01 	 5.553600e-03 	 
3.812510e+01 	 2.664074e-01 	3.812510e+01 	 5.564500e-03 	 
3.825000e+01 	 2.655614e-01 	3.825000e+01 	 5.589300e-03 	 
3.837490e+01 	 2.655061e-01 	3.837490e+01 	 5.618600e-03 	 
3.849990e+01 	 2.653964e-01 	3.849990e+01 	 5.655500e-03 	 
3.862490e+01 	 2.650645e-01 	3.862490e+01 	 5.671700e-03 	 
3.874990e+01 	 2.641256e-01 	3.874990e+01 	 5.670900e-03 	 
3.887490e+01 	 2.637149e-01 	3.887490e+01 	 5.645500e-03 	 
3.899990e+01 	 2.627637e-01 	3.899990e+01 	 5.627600e-03 	 
3.912500e+01 	 2.616545e-01 	3.912500e+01 	 5.685100e-03 	 
3.924990e+01 	 2.599133e-01 	3.924990e+01 	 5.657100e-03 	 
3.937510e+01 	 2.586800e-01 	3.937510e+01 	 5.636200e-03 	 
3.950000e+01 	 2.585428e-01 	3.950000e+01 	 5.608900e-03 	 
3.962500e+01 	 2.573230e-01 	3.962500e+01 	 5.572300e-03 	 
3.975000e+01 	 2.554777e-01 	3.975000e+01 	 5.518900e-03 	 
3.987510e+01 	 2.542872e-01 	3.987510e+01 	 5.505400e-03 	 
4.000000e+01 	 2.526672e-01 	4.000000e+01 	 5.532800e-03 	 
4.012500e+01 	 2.524386e-01 	4.012500e+01 	 5.540300e-03 	 
4.025010e+01 	 2.533183e-01 	4.025010e+01 	 5.583300e-03 	 
4.037500e+01 	 2.548107e-01 	4.037500e+01 	 5.507300e-03 	 
4.050000e+01 	 2.567128e-01 	4.050000e+01 	 5.521600e-03 	 
4.062500e+01 	 2.578580e-01 	4.062500e+01 	 5.515000e-03 	 
4.075000e+01 	 2.580572e-01 	4.075000e+01 	 5.509300e-03 	 
4.087500e+01 	 2.589454e-01 	4.087500e+01 	 5.521000e-03 	 
