x	Cp	
-2.267958e-01 	 -8.316085e-01 	 
-2.220921e-01 	 -8.313528e-01 	 
-2.173561e-01 	 -8.310452e-01 	 
-2.125886e-01 	 -8.307014e-01 	 
-2.077900e-01 	 -8.303297e-01 	 
-2.029611e-01 	 -8.299341e-01 	 
-1.981024e-01 	 -8.295211e-01 	 
-1.932145e-01 	 -8.290937e-01 	 
-1.882982e-01 	 -8.286574e-01 	 
-1.833540e-01 	 -8.282176e-01 	 
-1.783826e-01 	 -8.277680e-01 	 
-1.733846e-01 	 -8.273103e-01 	 
-1.683608e-01 	 -8.268584e-01 	 
-1.633118e-01 	 -8.264205e-01 	 
-1.582382e-01 	 -8.259973e-01 	 
-1.531409e-01 	 -8.255815e-01 	 
-1.480203e-01 	 -8.251651e-01 	 
-1.428774e-01 	 -8.247566e-01 	 
-1.377127e-01 	 -8.243798e-01 	 
-1.325270e-01 	 -8.240530e-01 	 
-1.273210e-01 	 -8.237735e-01 	 
-1.220955e-01 	 -8.235347e-01 	 
-1.168511e-01 	 -8.233516e-01 	 
-1.115886e-01 	 -8.232416e-01 	 
-1.063087e-01 	 -8.232004e-01 	 
-1.010122e-01 	 -8.232210e-01 	 
-9.569988e-02 	 -8.233134e-01 	 
-9.037240e-02 	 -8.234805e-01 	 
-8.503056e-02 	 -8.237005e-01 	 
-7.967512e-02 	 -8.239522e-01 	 
-7.430684e-02 	 -8.242311e-01 	 
-6.892650e-02 	 -8.245362e-01 	 
-6.353487e-02 	 -8.248709e-01 	 
-5.813272e-02 	 -8.252398e-01 	 
-5.272083e-02 	 -8.256415e-01 	 
-4.729999e-02 	 -8.260870e-01 	 
-4.187097e-02 	 -8.265845e-01 	 
-3.643458e-02 	 -8.271143e-01 	 
-3.099157e-02 	 -8.276574e-01 	 
-2.554277e-02 	 -8.282141e-01 	 
-2.008894e-02 	 -8.287954e-01 	 
-1.463090e-02 	 -8.294145e-01 	 
-9.169433e-03 	 -8.300723e-01 	 
-3.705335e-03 	 -8.307652e-01 	 
1.760596e-03 	 -8.314994e-01 	 
7.227560e-03 	 -8.322735e-01 	 
1.269476e-02 	 -8.330816e-01 	 
1.816139e-02 	 -8.339318e-01 	 
2.362666e-02 	 -8.348380e-01 	 
2.908977e-02 	 -8.357883e-01 	 
3.454991e-02 	 -8.367399e-01 	 
4.000629e-02 	 -8.376817e-01 	 
4.545812e-02 	 -8.386551e-01 	 
5.090458e-02 	 -8.396667e-01 	 
5.634489e-02 	 -8.406725e-01 	 
6.177824e-02 	 -8.416808e-01 	 
6.720385e-02 	 -8.427418e-01 	 
7.262093e-02 	 -8.438482e-01 	 
7.802868e-02 	 -8.449585e-01 	 
8.342630e-02 	 -8.460836e-01 	 
8.881303e-02 	 -8.472665e-01 	 
9.418807e-02 	 -8.484941e-01 	 
9.955063e-02 	 -8.497218e-01 	 
1.049000e-01 	 -8.509510e-01 	 
1.102353e-01 	 -8.521981e-01 	 
1.155557e-01 	 -8.534504e-01 	 
1.208607e-01 	 -8.547065e-01 	 
1.261493e-01 	 -8.559609e-01 	 
1.314208e-01 	 -8.572203e-01 	 
1.366744e-01 	 -8.585062e-01 	 
1.419094e-01 	 -8.597551e-01 	 
1.471251e-01 	 -8.609501e-01 	 
1.523207e-01 	 -8.622158e-01 	 
1.574954e-01 	 -8.635447e-01 	 
1.626485e-01 	 -8.647851e-01 	 
1.677793e-01 	 -8.659362e-01 	 
1.728871e-01 	 -8.670692e-01 	 
1.779711e-01 	 -8.681135e-01 	 
1.830307e-01 	 -8.689953e-01 	 
1.880651e-01 	 -8.698047e-01 	 
1.930735e-01 	 -8.706062e-01 	 
1.980554e-01 	 -8.712851e-01 	 
2.030101e-01 	 -8.717964e-01 	 
2.079368e-01 	 -8.722361e-01 	 
2.128348e-01 	 -8.726073e-01 	 
2.177036e-01 	 -8.728722e-01 	 
2.225424e-01 	 -8.730402e-01 	 
2.273505e-01 	 -8.730536e-01 	 
2.321275e-01 	 -8.729207e-01 	 
2.368725e-01 	 -8.727565e-01 	 
2.415850e-01 	 -8.725091e-01 	 
2.462643e-01 	 -8.721180e-01 	 
2.509099e-01 	 -8.716569e-01 	 
2.555211e-01 	 -8.710614e-01 	 
2.600973e-01 	 -8.702579e-01 	 
2.646380e-01 	 -8.693511e-01 	 
2.691426e-01 	 -8.683958e-01 	 
2.736104e-01 	 -8.673024e-01 	 
2.780410e-01 	 -8.660142e-01 	 
2.824338e-01 	 -8.646145e-01 	 
2.867882e-01 	 -8.631953e-01 	 
2.911038e-01 	 -8.617348e-01 	 
2.953799e-01 	 -8.601485e-01 	 
2.996161e-01 	 -8.584063e-01 	 
3.038120e-01 	 -8.566145e-01 	 
3.079669e-01 	 -8.548304e-01 	 
3.120805e-01 	 -8.529671e-01 	 
3.161523e-01 	 -8.509529e-01 	 
3.201818e-01 	 -8.487647e-01 	 
3.241686e-01 	 -8.464656e-01 	 
3.281122e-01 	 -8.441769e-01 	 
3.320123e-01 	 -8.418361e-01 	 
3.358684e-01 	 -8.393789e-01 	 
3.396801e-01 	 -8.369728e-01 	 
3.434471e-01 	 -8.346507e-01 	 
3.471690e-01 	 -8.322628e-01 	 
3.508455e-01 	 -8.298221e-01 	 
3.544762e-01 	 -8.274701e-01 	 
3.580607e-01 	 -8.252054e-01 	 
3.615989e-01 	 -8.229928e-01 	 
3.650903e-01 	 -8.209343e-01 	 
3.685347e-01 	 -8.190185e-01 	 
3.719318e-01 	 -8.171711e-01 	 
3.752814e-01 	 -8.154534e-01 	 
3.785833e-01 	 -8.139094e-01 	 
3.818371e-01 	 -8.124759e-01 	 
3.850428e-01 	 -8.110018e-01 	 
3.882000e-01 	 -8.095190e-01 	 
3.913087e-01 	 -8.082498e-01 	 
3.943687e-01 	 -8.071158e-01 	 
3.973798e-01 	 -8.059396e-01 	 
4.003418e-01 	 -8.048401e-01 	 
4.032547e-01 	 -8.039442e-01 	 
4.061185e-01 	 -8.032186e-01 	 
4.089329e-01 	 -8.026179e-01 	 
4.116979e-01 	 -8.021211e-01 	 
4.144135e-01 	 -8.017260e-01 	 
4.170797e-01 	 -8.014801e-01 	 
4.196965e-01 	 -8.014289e-01 	 
4.222637e-01 	 -8.015419e-01 	 
4.247816e-01 	 -8.017562e-01 	 
4.272501e-01 	 -8.020118e-01 	 
4.296692e-01 	 -8.022648e-01 	 
4.320391e-01 	 -8.026486e-01 	 
4.343599e-01 	 -8.032188e-01 	 
4.366316e-01 	 -8.037847e-01 	 
4.388545e-01 	 -8.043004e-01 	 
4.410286e-01 	 -8.048907e-01 	 
4.431541e-01 	 -8.055595e-01 	 
4.452313e-01 	 -8.062391e-01 	 
4.472603e-01 	 -8.069293e-01 	 
4.492413e-01 	 -8.076754e-01 	 
4.511747e-01 	 -8.084236e-01 	 
4.530607e-01 	 -8.090564e-01 	 
4.548997e-01 	 -8.096516e-01 	 
4.566918e-01 	 -8.103133e-01 	 
4.584375e-01 	 -8.109331e-01 	 
4.601371e-01 	 -8.114820e-01 	 
4.617909e-01 	 -8.120286e-01 	 
4.633995e-01 	 -8.125311e-01 	 
4.649633e-01 	 -8.129753e-01 	 
4.664825e-01 	 -8.134043e-01 	 
4.679578e-01 	 -8.138454e-01 	 
4.693896e-01 	 -8.143147e-01 	 
4.707785e-01 	 -8.147708e-01 	 
4.721249e-01 	 -8.152047e-01 	 
4.734295e-01 	 -8.156298e-01 	 
4.746927e-01 	 -8.159946e-01 	 
4.759153e-01 	 -8.163005e-01 	 
4.770978e-01 	 -8.165478e-01 	 
4.782410e-01 	 -8.166839e-01 	 
4.793454e-01 	 -8.167357e-01 	 
4.804118e-01 	 -8.167315e-01 	 
4.814408e-01 	 -8.166165e-01 	 
4.824334e-01 	 -8.163855e-01 	 
4.833902e-01 	 -8.161148e-01 	 
4.843120e-01 	 -8.158524e-01 	 
4.851996e-01 	 -8.155714e-01 	 
4.860540e-01 	 -8.152699e-01 	 
4.868760e-01 	 -8.149441e-01 	 
4.876664e-01 	 -8.146080e-01 	 
4.884262e-01 	 -8.142569e-01 	 
4.891564e-01 	 -8.138696e-01 	 
4.898580e-01 	 -8.134858e-01 	 
4.905319e-01 	 -8.130680e-01 	 
4.911792e-01 	 -8.126598e-01 	 
4.918009e-01 	 -8.122347e-01 	 
4.923982e-01 	 -8.117268e-01 	 
4.929722e-01 	 -8.112835e-01 	 
4.935239e-01 	 -8.106584e-01 	 
4.940546e-01 	 -8.102372e-01 	 
4.945655e-01 	 -8.096251e-01 	 
4.950578e-01 	 -8.091462e-01 	 
4.955327e-01 	 -8.086931e-01 	 
4.959916e-01 	 -8.079563e-01 	 
4.964357e-01 	 -8.078076e-01 	 
4.968664e-01 	 -8.067785e-01 	 
4.972851e-01 	 -8.067979e-01 	 
4.976931e-01 	 -8.059794e-01 	 
4.980919e-01 	 -8.052858e-01 	 
4.984830e-01 	 -8.061876e-01 	 
4.988678e-01 	 -8.033139e-01 	 
4.992478e-01 	 -8.107580e-01 	 
4.996247e-01 	 -8.103811e-01 	 
5.000000e-01 	 -8.157954e-01 	 
