   n        time         Cl         Cd
  883640   151.44066   0.5344804   0.2410446
  883660   151.44413   0.5344195   0.2409871
  883680   151.44760   0.5343506   0.2409290
  883700   151.45106   0.5342748   0.2408707
  883720   151.45453   0.5341943   0.2408124
  883740   151.45800   0.5341115   0.2407542
  883760   151.46147   0.5340291   0.2406962
  883780   151.46494   0.5339500   0.2406387
  883800   151.46841   0.5338767   0.2405819
  883820   151.47188   0.5338111   0.2405258
  883840   151.47534   0.5337546   0.2404706
  883860   151.47881   0.5337081   0.2404166
  883880   151.48228   0.5336720   0.2403641
  883900   151.48575   0.5336457   0.2403131
  883920   151.48922   0.5336287   0.2402639
  883940   151.49269   0.5336201   0.2402166
  883960   151.49615   0.5336185   0.2401712
  883980   151.49962   0.5336226   0.2401277
  884000   151.50309   0.5336314   0.2400860
  884020   151.50656   0.5336440   0.2400459
  884040   151.51003   0.5336591   0.2400073
  884060   151.51349   0.5336759   0.2399700
  884080   151.51696   0.5336947   0.2399343
  884100   151.52043   0.5337155   0.2398998
  884120   151.52390   0.5337377   0.2398666
  884140   151.52736   0.5337601   0.2398343
  884160   151.53083   0.5337805   0.2398024
  884180   151.53430   0.5337964   0.2397703
  884200   151.53777   0.5338053   0.2397376
  884220   151.54123   0.5338060   0.2397040
  884240   151.54470   0.5337982   0.2396693
  884260   151.54817   0.5337815   0.2396329
  884280   151.55163   0.5337568   0.2395949
  884300   151.55510   0.5337250   0.2395554
  884320   151.55857   0.5336868   0.2395145
  884340   151.56204   0.5336431   0.2394722
  884360   151.56550   0.5335952   0.2394286
  884380   151.56897   0.5335440   0.2393838
  884400   151.57244   0.5334896   0.2393376
  884420   151.57590   0.5334321   0.2392899
  884440   151.57937   0.5333720   0.2392409
  884460   151.58284   0.5333108   0.2391909
  884480   151.58631   0.5332510   0.2391405
  884500   151.58977   0.5331954   0.2390902
  884520   151.59324   0.5331476   0.2390410
  884540   151.59671   0.5331109   0.2389932
  884560   151.60018   0.5330858   0.2389471
  884580   151.60364   0.5330706   0.2389021
  884600   151.60711   0.5330633   0.2388582
  884620   151.61058   0.5330613   0.2388151
  884640   151.61405   0.5330632   0.2387728
  884660   151.61751   0.5330678   0.2387312
  884680   151.62098   0.5330756   0.2386902
  884700   151.62445   0.5330880   0.2386501
  884720   151.62792   0.5331067   0.2386112
  884740   151.63139   0.5331330   0.2385739
  884760   151.63485   0.5331678   0.2385384
  884780   151.63832   0.5332100   0.2385047
  884800   151.64179   0.5332578   0.2384724
  884820   151.64526   0.5333090   0.2384415
  884840   151.64872   0.5333619   0.2384113
  884860   151.65219   0.5334151   0.2383814
  884880   151.65566   0.5334664   0.2383514
  884900   151.65913   0.5335129   0.2383208
  884920   151.66260   0.5335531   0.2382893
  884940   151.66606   0.5335878   0.2382572
