x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	avg	
-0.50000 	 -0.26722 	-0.51497 	 -0.04296 	-0.50000 	 -0.41764 	-0.48503 	 -0.85072 	-0.50000 	 -0.43954 	-0.51497 	 -0.09760 	-0.50000 	 -0.44205 	-0.48503 	 -0.85093 	-0.50000 	 -0.41592 	-0.51497 	 -0.03734 	-0.50000 	 -0.27653 	-0.48503 	 -0.53631 	-0.50000 	 -0.26722 	-0.50000 	 -0.38015 	 
-0.49995 	 -0.49581 	-0.51492 	 -0.34933 	-0.49995 	 -0.66259 	-0.48498 	 -1.36545 	-0.49995 	 -0.69475 	-0.51492 	 -0.42024 	-0.49995 	 -0.69349 	-0.48498 	 -1.36583 	-0.49995 	 -0.66483 	-0.51492 	 -0.34286 	-0.49995 	 -0.49404 	-0.48498 	 -0.94385 	-0.49995 	 -0.49581 	-0.49995 	 -0.69145 	 
-0.49979 	 -0.42340 	-0.51476 	 -0.23372 	-0.49979 	 -0.58797 	-0.48481 	 -1.21951 	-0.49979 	 -0.61722 	-0.51476 	 -0.29921 	-0.49979 	 -0.61774 	-0.48481 	 -1.21998 	-0.49979 	 -0.58855 	-0.51476 	 -0.22732 	-0.49979 	 -0.42288 	-0.48481 	 -0.81149 	-0.49979 	 -0.42340 	-0.49979 	 -0.59172 	 
-0.49952 	 -0.50117 	-0.51450 	 -0.29296 	-0.49952 	 -0.67893 	-0.48454 	 -1.32574 	-0.49952 	 -0.71183 	-0.51450 	 -0.36241 	-0.49952 	 -0.71216 	-0.48454 	 -1.32645 	-0.49952 	 -0.67989 	-0.51450 	 -0.28611 	-0.49952 	 -0.50042 	-0.48454 	 -0.87525 	-0.49952 	 -0.50117 	-0.49952 	 -0.67342 	 
-0.49915 	 -0.52222 	-0.51413 	 -0.30087 	-0.49915 	 -0.71000 	-0.48417 	 -1.35110 	-0.49915 	 -0.74592 	-0.51413 	 -0.37400 	-0.49915 	 -0.74632 	-0.48417 	 -1.35211 	-0.49915 	 -0.71110 	-0.51413 	 -0.29392 	-0.49915 	 -0.52051 	-0.48417 	 -0.85647 	-0.49915 	 -0.52222 	-0.49915 	 -0.69283 	 
-0.49867 	 -0.58249 	-0.51366 	 -0.35097 	-0.49867 	 -0.78889 	-0.48368 	 -1.41148 	-0.49867 	 -0.82870 	-0.51366 	 -0.43043 	-0.49867 	 -0.82994 	-0.48368 	 -1.41289 	-0.49867 	 -0.78940 	-0.51366 	 -0.34374 	-0.49867 	 -0.58314 	-0.48368 	 -0.86198 	-0.49867 	 -0.58249 	-0.49867 	 -0.75358 	 
-0.49809 	 -0.65161 	-0.51309 	 -0.43126 	-0.49809 	 -0.87541 	-0.48309 	 -1.50212 	-0.49809 	 -0.92130 	-0.51309 	 -0.51963 	-0.49809 	 -0.92211 	-0.48309 	 -1.50406 	-0.49809 	 -0.87661 	-0.51309 	 -0.42375 	-0.49809 	 -0.65060 	-0.48309 	 -0.88469 	-0.49809 	 -0.65161 	-0.49809 	 -0.83190 	 
-0.49741 	 -0.69583 	-0.51241 	 -0.47874 	-0.49741 	 -0.93913 	-0.48240 	 -1.52391 	-0.49741 	 -0.99010 	-0.51241 	 -0.57508 	-0.49741 	 -0.99146 	-0.48240 	 -1.52648 	-0.49741 	 -0.94005 	-0.51241 	 -0.47101 	-0.49741 	 -0.69580 	-0.48240 	 -0.85223 	-0.49741 	 -0.69583 	-0.49741 	 -0.87505 	 
-0.49663 	 -0.76176 	-0.51165 	 -0.56253 	-0.49663 	 -1.02740 	-0.48161 	 -1.57937 	-0.49663 	 -1.08492 	-0.51165 	 -0.66920 	-0.49663 	 -1.08640 	-0.48161 	 -1.58269 	-0.49663 	 -1.02849 	-0.51165 	 -0.55449 	-0.49663 	 -0.76184 	-0.48161 	 -0.85545 	-0.49663 	 -0.76176 	-0.49663 	 -0.94741 	 
-0.49580 	 -0.80111 	-0.51083 	 -0.61855 	-0.49580 	 -1.08693 	-0.48077 	 -1.58719 	-0.49580 	 -1.15065 	-0.51083 	 -0.73471 	-0.49580 	 -1.15218 	-0.48077 	 -1.59127 	-0.49580 	 -1.08824 	-0.51083 	 -0.61026 	-0.49580 	 -0.80051 	-0.48077 	 -0.83116 	-0.49580 	 -0.80111 	-0.49580 	 -0.98876 	 
-0.49497 	 -0.83710 	-0.51001 	 -0.67137 	-0.49497 	 -1.14427 	-0.47993 	 -1.58556 	-0.49497 	 -1.21365 	-0.51001 	 -0.79667 	-0.49497 	 -1.21552 	-0.47993 	 -1.59033 	-0.49497 	 -1.14550 	-0.51001 	 -0.66281 	-0.49497 	 -0.83725 	-0.47993 	 -0.81690 	-0.49497 	 -0.83710 	-0.49497 	 -1.02723 	 
-0.49415 	 -0.86611 	-0.50920 	 -0.72164 	-0.49415 	 -1.19297 	-0.47909 	 -1.58181 	-0.49415 	 -1.26806 	-0.50920 	 -0.85609 	-0.49415 	 -1.26996 	-0.47909 	 -1.58715 	-0.49415 	 -1.19440 	-0.50920 	 -0.71281 	-0.49415 	 -0.86574 	-0.47909 	 -0.81145 	-0.49415 	 -0.86611 	-0.49415 	 -1.06110 	 
-0.49331 	 -0.88282 	-0.50837 	 -0.75664 	-0.49331 	 -1.22923 	-0.47825 	 -1.55981 	-0.49331 	 -1.30943 	-0.50837 	 -0.89957 	-0.49331 	 -1.31154 	-0.47825 	 -1.56557 	-0.49331 	 -1.23069 	-0.50837 	 -0.74758 	-0.49331 	 -0.88261 	-0.47825 	 -0.79899 	-0.49331 	 -0.88282 	-0.49331 	 -1.08133 	 
-0.49247 	 -0.89920 	-0.50754 	 -0.79491 	-0.49247 	 -1.26532 	-0.47740 	 -1.54662 	-0.49247 	 -1.35057 	-0.50754 	 -0.94651 	-0.49247 	 -1.35281 	-0.47740 	 -1.55263 	-0.49247 	 -1.26685 	-0.50754 	 -0.78559 	-0.49247 	 -0.89904 	-0.47740 	 -0.79859 	-0.49247 	 -0.89920 	-0.49247 	 -1.10445 	 
-0.49162 	 -0.90611 	-0.50670 	 -0.82303 	-0.49162 	 -1.29121 	-0.47654 	 -1.52585 	-0.49162 	 -1.38117 	-0.50670 	 -0.98298 	-0.49162 	 -1.38354 	-0.47654 	 -1.53197 	-0.49162 	 -1.29281 	-0.50670 	 -0.81345 	-0.49162 	 -0.90573 	-0.47654 	 -0.79223 	-0.49162 	 -0.90611 	-0.49162 	 -1.11817 	 
-0.49077 	 -0.91080 	-0.50586 	 -0.84981 	-0.49077 	 -1.31536 	-0.47567 	 -1.50983 	-0.49077 	 -1.40979 	-0.50586 	 -1.01811 	-0.49077 	 -1.41232 	-0.47567 	 -1.51591 	-0.49077 	 -1.31700 	-0.50586 	 -0.83997 	-0.49077 	 -0.91059 	-0.47567 	 -0.79067 	-0.49077 	 -0.91080 	-0.49077 	 -1.13161 	 
-0.48990 	 -0.91094 	-0.50500 	 -0.87304 	-0.48990 	 -1.33448 	-0.47479 	 -1.49569 	-0.48990 	 -1.43316 	-0.50500 	 -1.04970 	-0.48990 	 -1.43582 	-0.47479 	 -1.50163 	-0.48990 	 -1.33618 	-0.50500 	 -0.86293 	-0.48990 	 -0.91053 	-0.47479 	 -0.78928 	-0.48990 	 -0.91094 	-0.48990 	 -1.14187 	 
-0.48902 	 -0.90737 	-0.50413 	 -0.89229 	-0.48902 	 -1.34993 	-0.47390 	 -1.48319 	-0.48902 	 -1.45260 	-0.50413 	 -1.07725 	-0.48902 	 -1.45539 	-0.47390 	 -1.48890 	-0.48902 	 -1.35167 	-0.50413 	 -0.88190 	-0.48902 	 -0.90699 	-0.47390 	 -0.78746 	-0.48902 	 -0.90737 	-0.48902 	 -1.14941 	 
-0.48813 	 -0.90163 	-0.50325 	 -0.91014 	-0.48813 	 -1.36300 	-0.47300 	 -1.47498 	-0.48813 	 -1.46942 	-0.50325 	 -1.10349 	-0.48813 	 -1.47234 	-0.47300 	 -1.48043 	-0.48813 	 -1.36478 	-0.50325 	 -0.89945 	-0.48813 	 -0.90120 	-0.47300 	 -0.78759 	-0.48813 	 -0.90163 	-0.48813 	 -1.15616 	 
-0.48722 	 -0.89293 	-0.50235 	 -0.92469 	-0.48722 	 -1.37266 	-0.47209 	 -1.46778 	-0.48722 	 -1.48257 	-0.50235 	 -1.12649 	-0.48722 	 -1.48561 	-0.47209 	 -1.47298 	-0.48722 	 -1.37448 	-0.50235 	 -0.91369 	-0.48722 	 -0.89242 	-0.47209 	 -0.78667 	-0.48722 	 -0.89293 	-0.48722 	 -1.16045 	 
-0.48630 	 -0.88287 	-0.50144 	 -0.93748 	-0.48630 	 -1.38041 	-0.47116 	 -1.46269 	-0.48630 	 -1.49354 	-0.50144 	 -1.14781 	-0.48630 	 -1.49670 	-0.47116 	 -1.46763 	-0.48630 	 -1.38226 	-0.50144 	 -0.92614 	-0.48630 	 -0.88234 	-0.47116 	 -0.78671 	-0.48630 	 -0.88287 	-0.48630 	 -1.16380 	 
-0.48536 	 -0.87154 	-0.50051 	 -0.94832 	-0.48536 	 -1.38592 	-0.47021 	 -1.45861 	-0.48536 	 -1.50198 	-0.50051 	 -1.16733 	-0.48536 	 -1.50526 	-0.47021 	 -1.46321 	-0.48536 	 -1.38779 	-0.50051 	 -0.93663 	-0.48536 	 -0.87092 	-0.47021 	 -0.78678 	-0.48536 	 -0.87154 	-0.48536 	 -1.16583 	 
-0.48441 	 -0.85946 	-0.49956 	 -0.95704 	-0.48441 	 -1.38948 	-0.46924 	 -1.45521 	-0.48441 	 -1.50819 	-0.49956 	 -1.18485 	-0.48441 	 -1.51157 	-0.46924 	 -1.45943 	-0.48441 	 -1.39138 	-0.49956 	 -0.94496 	-0.48441 	 -0.85879 	-0.46924 	 -0.78659 	-0.48441 	 -0.85946 	-0.48441 	 -1.16665 	 
-0.48343 	 -0.84754 	-0.49860 	 -0.96435 	-0.48343 	 -1.39167 	-0.46826 	 -1.45310 	-0.48343 	 -1.51272 	-0.49860 	 -1.20115 	-0.48343 	 -1.51622 	-0.46826 	 -1.45703 	-0.48343 	 -1.39358 	-0.49860 	 -0.95187 	-0.48343 	 -0.84679 	-0.46826 	 -0.78690 	-0.48343 	 -0.84754 	-0.48343 	 -1.16696 	 
-0.48244 	 -0.83600 	-0.49761 	 -0.96989 	-0.48244 	 -1.39232 	-0.46726 	 -1.45141 	-0.48244 	 -1.51541 	-0.49761 	 -1.21587 	-0.48244 	 -1.51904 	-0.46726 	 -1.45519 	-0.48244 	 -1.39425 	-0.49761 	 -0.95698 	-0.48244 	 -0.83516 	-0.46726 	 -0.78704 	-0.48244 	 -0.83600 	-0.48244 	 -1.16650 	 
-0.48142 	 -0.82560 	-0.49660 	 -0.97393 	-0.48142 	 -1.39192 	-0.46624 	 -1.45033 	-0.48142 	 -1.51672 	-0.49660 	 -1.22930 	-0.48142 	 -1.52047 	-0.46624 	 -1.45397 	-0.48142 	 -1.39384 	-0.49660 	 -0.96055 	-0.48142 	 -0.82466 	-0.46624 	 -0.78738 	-0.48142 	 -0.82560 	-0.48142 	 -1.16571 	 
-0.48038 	 -0.81665 	-0.49556 	 -0.97660 	-0.48038 	 -1.39058 	-0.46519 	 -1.44969 	-0.48038 	 -1.51671 	-0.49556 	 -1.24161 	-0.48038 	 -1.52060 	-0.46519 	 -1.45317 	-0.48038 	 -1.39249 	-0.49556 	 -0.96271 	-0.48038 	 -0.81559 	-0.46519 	 -0.78783 	-0.48038 	 -0.81665 	-0.48038 	 -1.16468 	 
-0.47932 	 -0.80919 	-0.49451 	 -0.97779 	-0.47932 	 -1.38844 	-0.46412 	 -1.44921 	-0.47932 	 -1.51551 	-0.49451 	 -1.25268 	-0.47932 	 -1.51953 	-0.46412 	 -1.45254 	-0.47932 	 -1.39033 	-0.49451 	 -0.96337 	-0.47932 	 -0.80807 	-0.46412 	 -0.78839 	-0.47932 	 -0.80919 	-0.47932 	 -1.16340 	 
-0.47823 	 -0.80323 	-0.49343 	 -0.97773 	-0.47823 	 -1.38577 	-0.46303 	 -1.44913 	-0.47823 	 -1.51339 	-0.49343 	 -1.26280 	-0.47823 	 -1.51753 	-0.46303 	 -1.45228 	-0.47823 	 -1.38762 	-0.49343 	 -0.96275 	-0.47823 	 -0.80205 	-0.46303 	 -0.78956 	-0.47823 	 -0.80323 	-0.47823 	 -1.16208 	 
-0.47712 	 -0.79849 	-0.49232 	 -0.97636 	-0.47712 	 -1.38264 	-0.46191 	 -1.44939 	-0.47712 	 -1.51046 	-0.49232 	 -1.27190 	-0.47712 	 -1.51473 	-0.46191 	 -1.45226 	-0.47712 	 -1.38446 	-0.49232 	 -0.96078 	-0.47712 	 -0.79724 	-0.46191 	 -0.79134 	-0.47712 	 -0.79849 	-0.47712 	 -1.16066 	 
-0.47598 	 -0.79483 	-0.49118 	 -0.97377 	-0.47598 	 -1.37931 	-0.46077 	 -1.45026 	-0.47598 	 -1.50697 	-0.49118 	 -1.28009 	-0.47598 	 -1.51135 	-0.46077 	 -1.45277 	-0.47598 	 -1.38108 	-0.49118 	 -0.95756 	-0.47598 	 -0.79347 	-0.46077 	 -0.79390 	-0.47598 	 -0.79483 	-0.47598 	 -1.15925 	 
-0.47481 	 -0.79203 	-0.49002 	 -0.97002 	-0.47481 	 -1.37591 	-0.45959 	 -1.45176 	-0.47481 	 -1.50306 	-0.49002 	 -1.28745 	-0.47481 	 -1.50756 	-0.45959 	 -1.45382 	-0.47481 	 -1.37762 	-0.49002 	 -0.95316 	-0.47481 	 -0.79055 	-0.45959 	 -0.79692 	-0.47481 	 -0.79203 	-0.47481 	 -1.15784 	 
-0.47362 	 -0.78994 	-0.48883 	 -0.96511 	-0.47362 	 -1.37260 	-0.45840 	 -1.45366 	-0.47362 	 -1.49885 	-0.48883 	 -1.29397 	-0.47362 	 -1.50347 	-0.45840 	 -1.45529 	-0.47362 	 -1.37424 	-0.48883 	 -0.94759 	-0.47362 	 -0.78838 	-0.45840 	 -0.79992 	-0.47362 	 -0.78994 	-0.47362 	 -1.15638 	 
-0.47239 	 -0.78853 	-0.48760 	 -0.95916 	-0.47239 	 -1.36954 	-0.45717 	 -1.45588 	-0.47239 	 -1.49454 	-0.48760 	 -1.29977 	-0.47239 	 -1.49925 	-0.45717 	 -1.45718 	-0.47239 	 -1.37110 	-0.48760 	 -0.94097 	-0.47239 	 -0.78695 	-0.45717 	 -0.80273 	-0.47239 	 -0.78853 	-0.47239 	 -1.15493 	 
-0.47114 	 -0.78773 	-0.48635 	 -0.95219 	-0.47114 	 -1.36685 	-0.45591 	 -1.45833 	-0.47114 	 -1.49027 	-0.48635 	 -1.30486 	-0.47114 	 -1.49505 	-0.45591 	 -1.45936 	-0.47114 	 -1.36832 	-0.48635 	 -0.93334 	-0.47114 	 -0.78616 	-0.45591 	 -0.80538 	-0.47114 	 -0.78773 	-0.47114 	 -1.15350 	 
-0.46985 	 -0.78748 	-0.48507 	 -0.94430 	-0.46985 	 -1.36467 	-0.45463 	 -1.46109 	-0.46985 	 -1.48626 	-0.48507 	 -1.30928 	-0.46985 	 -1.49109 	-0.45463 	 -1.46177 	-0.46985 	 -1.36604 	-0.48507 	 -0.92481 	-0.46985 	 -0.78586 	-0.45463 	 -0.80803 	-0.46985 	 -0.78748 	-0.46985 	 -1.15217 	 
-0.46853 	 -0.78773 	-0.48375 	 -0.93558 	-0.46853 	 -1.36313 	-0.45331 	 -1.46404 	-0.46853 	 -1.48269 	-0.48375 	 -1.31310 	-0.46853 	 -1.48754 	-0.45331 	 -1.46441 	-0.46853 	 -1.36439 	-0.48375 	 -0.91553 	-0.46853 	 -0.78594 	-0.45331 	 -0.81048 	-0.46853 	 -0.78773 	-0.46853 	 -1.15095 	 
-0.46718 	 -0.78843 	-0.48240 	 -0.92615 	-0.46718 	 -1.36237 	-0.45196 	 -1.46708 	-0.46718 	 -1.47971 	-0.48240 	 -1.31634 	-0.46718 	 -1.48455 	-0.45196 	 -1.46728 	-0.46718 	 -1.36350 	-0.48240 	 -0.90563 	-0.46718 	 -0.78641 	-0.45196 	 -0.81273 	-0.46718 	 -0.78843 	-0.46718 	 -1.14989 	 
-0.46580 	 -0.78953 	-0.48101 	 -0.91618 	-0.46580 	 -1.36246 	-0.45057 	 -1.47024 	-0.46580 	 -1.47739 	-0.48101 	 -1.31906 	-0.46580 	 -1.48221 	-0.45057 	 -1.47035 	-0.46580 	 -1.36349 	-0.48101 	 -0.89533 	-0.46580 	 -0.78741 	-0.45057 	 -0.81507 	-0.46580 	 -0.78953 	-0.46580 	 -1.14909 	 
-0.46438 	 -0.79102 	-0.47959 	 -0.90585 	-0.46438 	 -1.36359 	-0.44916 	 -1.47341 	-0.46438 	 -1.47577 	-0.47959 	 -1.32128 	-0.46438 	 -1.48053 	-0.44916 	 -1.47354 	-0.46438 	 -1.36447 	-0.47959 	 -0.88482 	-0.46438 	 -0.78905 	-0.44916 	 -0.81768 	-0.46438 	 -0.79102 	-0.46438 	 -1.14862 	 
-0.46292 	 -0.79303 	-0.47813 	 -0.89539 	-0.46292 	 -1.36576 	-0.44771 	 -1.47654 	-0.46292 	 -1.47485 	-0.47813 	 -1.32305 	-0.46292 	 -1.47950 	-0.44771 	 -1.47701 	-0.46292 	 -1.36656 	-0.47813 	 -0.87439 	-0.46292 	 -0.79140 	-0.44771 	 -0.82047 	-0.46292 	 -0.79303 	-0.46292 	 -1.14854 	 
-0.46143 	 -0.79574 	-0.47664 	 -0.88507 	-0.46143 	 -1.36915 	-0.44622 	 -1.47975 	-0.46143 	 -1.47458 	-0.47664 	 -1.32439 	-0.46143 	 -1.47907 	-0.44622 	 -1.48085 	-0.46143 	 -1.36985 	-0.47664 	 -0.86433 	-0.46143 	 -0.79450 	-0.44622 	 -0.82300 	-0.46143 	 -0.79574 	-0.46143 	 -1.14893 	 
-0.45991 	 -0.79926 	-0.47511 	 -0.87518 	-0.45991 	 -1.37385 	-0.44470 	 -1.48319 	-0.45991 	 -1.47486 	-0.47511 	 -1.32534 	-0.45991 	 -1.47916 	-0.44470 	 -1.48502 	-0.45991 	 -1.37445 	-0.47511 	 -0.85493 	-0.45991 	 -0.79835 	-0.44470 	 -0.82497 	-0.45991 	 -0.79926 	-0.45991 	 -1.14983 	 
-0.45835 	 -0.80361 	-0.47354 	 -0.86602 	-0.45835 	 -1.37979 	-0.44314 	 -1.48682 	-0.45835 	 -1.47554 	-0.47354 	 -1.32593 	-0.45835 	 -1.47969 	-0.44314 	 -1.48945 	-0.45835 	 -1.38041 	-0.47354 	 -0.84645 	-0.45835 	 -0.80288 	-0.44314 	 -0.82667 	-0.45835 	 -0.80361 	-0.45835 	 -1.15130 	 
-0.45675 	 -0.80839 	-0.47194 	 -0.85788 	-0.45675 	 -1.38734 	-0.44155 	 -1.49040 	-0.45675 	 -1.47651 	-0.47194 	 -1.32619 	-0.45675 	 -1.48048 	-0.44155 	 -1.49397 	-0.45675 	 -1.38783 	-0.47194 	 -0.83911 	-0.45675 	 -0.80753 	-0.44155 	 -0.82834 	-0.45675 	 -0.80839 	-0.45675 	 -1.15326 	 
-0.45511 	 -0.81251 	-0.47029 	 -0.85096 	-0.45511 	 -1.39609 	-0.43991 	 -1.49384 	-0.45511 	 -1.47766 	-0.47029 	 -1.32612 	-0.45511 	 -1.48136 	-0.43991 	 -1.49841 	-0.45511 	 -1.39668 	-0.47029 	 -0.83302 	-0.45511 	 -0.81137 	-0.43991 	 -0.83004 	-0.45511 	 -0.81251 	-0.45511 	 -1.15543 	 
-0.45343 	 -0.81591 	-0.46861 	 -0.84538 	-0.45343 	 -1.40604 	-0.43824 	 -1.49726 	-0.45343 	 -1.47883 	-0.46861 	 -1.32574 	-0.45343 	 -1.48217 	-0.43824 	 -1.50273 	-0.45343 	 -1.40688 	-0.46861 	 -0.82817 	-0.45343 	 -0.81415 	-0.43824 	 -0.83184 	-0.45343 	 -0.81591 	-0.45343 	 -1.15777 	 
-0.45171 	 -0.81973 	-0.46688 	 -0.84116 	-0.45171 	 -1.41734 	-0.43653 	 -1.50067 	-0.45171 	 -1.47974 	-0.46688 	 -1.32505 	-0.45171 	 -1.48267 	-0.43653 	 -1.50695 	-0.45171 	 -1.41819 	-0.46688 	 -0.82448 	-0.45171 	 -0.81629 	-0.43653 	 -0.83405 	-0.45171 	 -0.81973 	-0.45171 	 -1.16047 	 
-0.44996 	 -0.82356 	-0.46512 	 -0.83821 	-0.44996 	 -1.42881 	-0.43479 	 -1.50383 	-0.44996 	 -1.48008 	-0.46512 	 -1.32405 	-0.44996 	 -1.48248 	-0.43479 	 -1.51102 	-0.44996 	 -1.43009 	-0.46512 	 -0.82186 	-0.44996 	 -0.81818 	-0.43479 	 -0.83689 	-0.44996 	 -0.82356 	-0.44996 	 -1.16328 	 
-0.44816 	 -0.82647 	-0.46331 	 -0.83649 	-0.44816 	 -1.44068 	-0.43300 	 -1.50644 	-0.44816 	 -1.47957 	-0.46331 	 -1.32270 	-0.44816 	 -1.48133 	-0.43300 	 -1.51478 	-0.44816 	 -1.44195 	-0.46331 	 -0.82034 	-0.44816 	 -0.82003 	-0.43300 	 -0.84009 	-0.44816 	 -0.82647 	-0.44816 	 -1.16595 	 
-0.44632 	 -0.82911 	-0.46146 	 -0.83613 	-0.44632 	 -1.45134 	-0.43117 	 -1.50849 	-0.44632 	 -1.47802 	-0.46146 	 -1.32098 	-0.44632 	 -1.47953 	-0.43117 	 -1.51826 	-0.44632 	 -1.45263 	-0.46146 	 -0.81996 	-0.44632 	 -0.82212 	-0.43117 	 -0.84358 	-0.44632 	 -0.82911 	-0.44632 	 -1.16840 	 
-0.44444 	 -0.83201 	-0.45957 	 -0.83714 	-0.44444 	 -1.45870 	-0.42930 	 -1.50973 	-0.44444 	 -1.47524 	-0.45957 	 -1.31884 	-0.44444 	 -1.47715 	-0.42930 	 -1.52238 	-0.44444 	 -1.46049 	-0.45957 	 -0.82073 	-0.44444 	 -0.82472 	-0.42930 	 -0.84742 	-0.44444 	 -0.83201 	-0.44444 	 -1.17050 	 
-0.44252 	 -0.83530 	-0.45763 	 -0.83945 	-0.44252 	 -1.46091 	-0.42739 	 -1.51044 	-0.44252 	 -1.47139 	-0.45763 	 -1.31622 	-0.44252 	 -1.47381 	-0.42739 	 -1.52693 	-0.44252 	 -1.46347 	-0.45763 	 -0.82267 	-0.44252 	 -0.82792 	-0.42739 	 -0.85100 	-0.44252 	 -0.83530 	-0.44252 	 -1.17191 	 
-0.44056 	 -0.83931 	-0.45566 	 -0.84320 	-0.44056 	 -1.45817 	-0.42544 	 -1.51117 	-0.44056 	 -1.46705 	-0.45566 	 -1.31305 	-0.44056 	 -1.46961 	-0.42544 	 -1.52925 	-0.44056 	 -1.46007 	-0.45566 	 -0.82595 	-0.44056 	 -0.83149 	-0.42544 	 -0.85411 	-0.44056 	 -0.83931 	-0.44056 	 -1.17244 	 
-0.43855 	 -0.84393 	-0.45364 	 -0.84872 	-0.43855 	 -1.45608 	-0.42345 	 -1.50849 	-0.43855 	 -1.46209 	-0.45364 	 -1.30921 	-0.43855 	 -1.46454 	-0.42345 	 -1.52856 	-0.43855 	 -1.45082 	-0.45364 	 -0.83081 	-0.43855 	 -0.83533 	-0.42345 	 -0.85719 	-0.43855 	 -0.84393 	-0.43855 	 -1.17229 	 
-0.43650 	 -0.84878 	-0.45157 	 -0.85612 	-0.43650 	 -1.44025 	-0.42142 	 -1.49917 	-0.43650 	 -1.45505 	-0.45157 	 -1.30462 	-0.43650 	 -1.45755 	-0.42142 	 -1.52326 	-0.43650 	 -1.43581 	-0.45157 	 -0.83714 	-0.43650 	 -0.83937 	-0.42142 	 -0.86067 	-0.43650 	 -0.84878 	-0.43650 	 -1.16974 	 
-0.43441 	 -0.85357 	-0.44946 	 -0.86544 	-0.43441 	 -1.40179 	-0.41934 	 -1.48454 	-0.43441 	 -1.44454 	-0.44946 	 -1.29918 	-0.43441 	 -1.44766 	-0.41934 	 -1.50675 	-0.43441 	 -1.41495 	-0.44946 	 -0.84511 	-0.43441 	 -0.84295 	-0.41934 	 -0.86449 	-0.43441 	 -0.85357 	-0.43441 	 -1.16343 	 
-0.43227 	 -0.85906 	-0.44730 	 -0.87652 	-0.43227 	 -1.36786 	-0.41722 	 -1.46300 	-0.43227 	 -1.43118 	-0.44730 	 -1.29281 	-0.43227 	 -1.43498 	-0.41722 	 -1.47455 	-0.43227 	 -1.39159 	-0.44730 	 -0.85499 	-0.43227 	 -0.84561 	-0.41722 	 -0.86824 	-0.43227 	 -0.85906 	-0.43227 	 -1.15534 	 
-0.43009 	 -0.86559 	-0.44510 	 -0.88782 	-0.43009 	 -1.34117 	-0.41506 	 -1.43066 	-0.43009 	 -1.41664 	-0.44510 	 -1.28532 	-0.43009 	 -1.41955 	-0.41506 	 -1.43188 	-0.43009 	 -1.36658 	-0.44510 	 -0.86538 	-0.43009 	 -0.84838 	-0.41506 	 -0.87196 	-0.43009 	 -0.86559 	-0.43009 	 -1.14589 	 
-0.42786 	 -0.87133 	-0.44286 	 -0.89756 	-0.42786 	 -1.31455 	-0.41285 	 -1.38960 	-0.42786 	 -1.40076 	-0.44286 	 -1.27658 	-0.42786 	 -1.40102 	-0.41285 	 -1.38999 	-0.42786 	 -1.34019 	-0.44286 	 -0.87487 	-0.42786 	 -0.85227 	-0.41285 	 -0.87600 	-0.42786 	 -0.87133 	-0.42786 	 -1.13508 	 
-0.42559 	 -0.87532 	-0.44057 	 -0.90591 	-0.42559 	 -1.29013 	-0.41060 	 -1.35038 	-0.42559 	 -1.38197 	-0.44057 	 -1.26653 	-0.42559 	 -1.37990 	-0.41060 	 -1.35390 	-0.42559 	 -1.31624 	-0.44057 	 -0.88437 	-0.42559 	 -0.85675 	-0.41060 	 -0.88084 	-0.42559 	 -0.87532 	-0.42559 	 -1.12443 	 
-0.42328 	 -0.87910 	-0.43823 	 -0.91382 	-0.42328 	 -1.25668 	-0.40831 	 -1.32135 	-0.42328 	 -1.35990 	-0.43823 	 -1.25516 	-0.42328 	 -1.35685 	-0.40831 	 -1.32234 	-0.42328 	 -1.28752 	-0.43823 	 -0.89395 	-0.42328 	 -0.86140 	-0.40831 	 -0.88689 	-0.42328 	 -0.87910 	-0.42328 	 -1.11339 	 
-0.42091 	 -0.88431 	-0.43585 	 -0.92115 	-0.42091 	 -1.22117 	-0.40597 	 -1.29320 	-0.42091 	 -1.33561 	-0.43585 	 -1.24245 	-0.42091 	 -1.33273 	-0.40597 	 -1.29403 	-0.42091 	 -1.25267 	-0.43585 	 -0.90280 	-0.42091 	 -0.86627 	-0.40597 	 -0.89301 	-0.42091 	 -0.88431 	-0.42091 	 -1.10182 	 
-0.41851 	 -0.89038 	-0.43342 	 -0.92710 	-0.41851 	 -1.19651 	-0.40358 	 -1.26311 	-0.41851 	 -1.31055 	-0.43342 	 -1.22838 	-0.41851 	 -1.30871 	-0.40358 	 -1.26887 	-0.41851 	 -1.22317 	-0.43342 	 -0.91185 	-0.41851 	 -0.87131 	-0.40358 	 -0.89779 	-0.41851 	 -0.89038 	-0.41851 	 -1.09139 	 
-0.41606 	 -0.89615 	-0.43094 	 -0.93302 	-0.41606 	 -1.17663 	-0.40116 	 -1.24128 	-0.41606 	 -1.28612 	-0.43094 	 -1.21297 	-0.41606 	 -1.28450 	-0.40116 	 -1.24744 	-0.41606 	 -1.19862 	-0.43094 	 -0.91993 	-0.41606 	 -0.87674 	-0.40116 	 -0.90184 	-0.41606 	 -0.89615 	-0.41606 	 -1.08242 	 
