x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	avg	
-0.15824 	 -0.64084 	-0.16937 	 -0.66273 	-0.15824 	 -0.61655 	-0.14709 	 -0.58634 	-0.15824 	 -0.60375 	-0.16937 	 -0.61101 	-0.15824 	 -0.58648 	-0.14709 	 -0.59105 	-0.15824 	 -0.65379 	-0.16937 	 -0.69510 	-0.15824 	 -0.65380 	-0.14709 	 -0.62891 	-0.15824 	 -0.64084 	-0.15824 	 -0.62855 	 
-0.15314 	 -0.63159 	-0.16419 	 -0.65271 	-0.15314 	 -0.60644 	-0.14207 	 -0.58312 	-0.15314 	 -0.59824 	-0.16419 	 -0.60487 	-0.15314 	 -0.58190 	-0.14207 	 -0.58434 	-0.15314 	 -0.64075 	-0.16419 	 -0.68265 	-0.15314 	 -0.64663 	-0.14207 	 -0.62252 	-0.15314 	 -0.63159 	-0.15314 	 -0.62057 	 
-0.14802 	 -0.62386 	-0.15899 	 -0.64215 	-0.14802 	 -0.59887 	-0.13704 	 -0.57811 	-0.14802 	 -0.59427 	-0.15899 	 -0.59559 	-0.14802 	 -0.57738 	-0.13704 	 -0.57588 	-0.14802 	 -0.62927 	-0.15899 	 -0.66876 	-0.14802 	 -0.64001 	-0.13704 	 -0.61628 	-0.14802 	 -0.62386 	-0.14802 	 -0.61264 	 
-0.14288 	 -0.61696 	-0.15376 	 -0.63132 	-0.14288 	 -0.59342 	-0.13198 	 -0.57415 	-0.14288 	 -0.59022 	-0.15376 	 -0.58693 	-0.14288 	 -0.56990 	-0.13198 	 -0.56878 	-0.14288 	 -0.61914 	-0.15376 	 -0.65332 	-0.14288 	 -0.63418 	-0.13198 	 -0.61040 	-0.14288 	 -0.61696 	-0.14288 	 -0.60505 	 
-0.13771 	 -0.61071 	-0.14851 	 -0.62133 	-0.13771 	 -0.58879 	-0.12690 	 -0.57174 	-0.13771 	 -0.58479 	-0.14851 	 -0.58346 	-0.13771 	 -0.56367 	-0.12690 	 -0.56703 	-0.13771 	 -0.61019 	-0.14851 	 -0.64095 	-0.13771 	 -0.62973 	-0.12690 	 -0.60517 	-0.13771 	 -0.61071 	-0.13771 	 -0.59910 	 
-0.13253 	 -0.60520 	-0.14324 	 -0.61171 	-0.13253 	 -0.58444 	-0.12180 	 -0.56888 	-0.13253 	 -0.58013 	-0.14324 	 -0.58070 	-0.13253 	 -0.56008 	-0.12180 	 -0.56698 	-0.13253 	 -0.60254 	-0.14324 	 -0.63335 	-0.13253 	 -0.62557 	-0.12180 	 -0.60021 	-0.13253 	 -0.60520 	-0.13253 	 -0.59423 	 
-0.12732 	 -0.60005 	-0.13794 	 -0.60334 	-0.12732 	 -0.58064 	-0.11668 	 -0.56643 	-0.12732 	 -0.57735 	-0.13794 	 -0.57400 	-0.12732 	 -0.55607 	-0.11668 	 -0.56617 	-0.12732 	 -0.59565 	-0.13794 	 -0.62840 	-0.12732 	 -0.62120 	-0.11668 	 -0.59525 	-0.12732 	 -0.60005 	-0.12732 	 -0.58959 	 
-0.12209 	 -0.59544 	-0.13263 	 -0.59795 	-0.12209 	 -0.57729 	-0.11155 	 -0.56475 	-0.12209 	 -0.57388 	-0.13263 	 -0.56682 	-0.12209 	 -0.55301 	-0.11155 	 -0.56489 	-0.12209 	 -0.58986 	-0.13263 	 -0.62340 	-0.12209 	 -0.61679 	-0.11155 	 -0.59049 	-0.12209 	 -0.59544 	-0.12209 	 -0.58538 	 
-0.11685 	 -0.59162 	-0.12730 	 -0.59437 	-0.11685 	 -0.57442 	-0.10639 	 -0.56349 	-0.11685 	 -0.56826 	-0.12730 	 -0.56216 	-0.11685 	 -0.55309 	-0.10639 	 -0.56263 	-0.11685 	 -0.58535 	-0.12730 	 -0.61702 	-0.11685 	 -0.61113 	-0.10639 	 -0.58639 	-0.11685 	 -0.59162 	-0.11685 	 -0.58166 	 
-0.11159 	 -0.58777 	-0.12195 	 -0.59042 	-0.11159 	 -0.57239 	-0.10121 	 -0.56273 	-0.11159 	 -0.56303 	-0.12195 	 -0.55980 	-0.11159 	 -0.55480 	-0.10121 	 -0.55928 	-0.11159 	 -0.58011 	-0.12195 	 -0.61103 	-0.11159 	 -0.60340 	-0.10121 	 -0.58277 	-0.11159 	 -0.58777 	-0.11159 	 -0.57810 	 
-0.10631 	 -0.58352 	-0.11658 	 -0.58585 	-0.10631 	 -0.57046 	-0.09602 	 -0.56119 	-0.10631 	 -0.55995 	-0.11658 	 -0.55915 	-0.10631 	 -0.55587 	-0.09602 	 -0.55524 	-0.10631 	 -0.57383 	-0.11658 	 -0.60618 	-0.10631 	 -0.59468 	-0.09602 	 -0.57899 	-0.10631 	 -0.58352 	-0.10631 	 -0.57449 	 
-0.10101 	 -0.57943 	-0.11119 	 -0.58139 	-0.10101 	 -0.56830 	-0.09082 	 -0.55869 	-0.10101 	 -0.55750 	-0.11119 	 -0.55771 	-0.10101 	 -0.55524 	-0.09082 	 -0.55216 	-0.10101 	 -0.56854 	-0.11119 	 -0.60015 	-0.10101 	 -0.58671 	-0.09082 	 -0.57521 	-0.10101 	 -0.57943 	-0.10101 	 -0.57080 	 
-0.09570 	 -0.57576 	-0.10579 	 -0.57752 	-0.09570 	 -0.56656 	-0.08559 	 -0.55660 	-0.09570 	 -0.55439 	-0.10579 	 -0.55478 	-0.09570 	 -0.55305 	-0.08559 	 -0.55113 	-0.09570 	 -0.56507 	-0.10579 	 -0.59281 	-0.09570 	 -0.58073 	-0.08559 	 -0.57180 	-0.09570 	 -0.57576 	-0.09570 	 -0.56738 	 
-0.09037 	 -0.57230 	-0.10037 	 -0.57412 	-0.09037 	 -0.56437 	-0.08036 	 -0.55406 	-0.09037 	 -0.55207 	-0.10037 	 -0.55255 	-0.09037 	 -0.55066 	-0.08036 	 -0.55088 	-0.09037 	 -0.56306 	-0.10037 	 -0.58513 	-0.09037 	 -0.57590 	-0.08036 	 -0.56847 	-0.09037 	 -0.57230 	-0.09037 	 -0.56430 	 
-0.08503 	 -0.56900 	-0.09494 	 -0.57108 	-0.08503 	 -0.56201 	-0.07511 	 -0.55079 	-0.08503 	 -0.55109 	-0.09494 	 -0.54965 	-0.08503 	 -0.54872 	-0.07511 	 -0.55032 	-0.08503 	 -0.56101 	-0.09494 	 -0.57732 	-0.08503 	 -0.57086 	-0.07511 	 -0.56510 	-0.08503 	 -0.56900 	-0.08503 	 -0.56123 	 
-0.07968 	 -0.56609 	-0.08949 	 -0.56824 	-0.07968 	 -0.56104 	-0.06984 	 -0.54959 	-0.07968 	 -0.54898 	-0.08949 	 -0.54628 	-0.07968 	 -0.54700 	-0.06984 	 -0.54962 	-0.07968 	 -0.55775 	-0.08949 	 -0.57088 	-0.07968 	 -0.56636 	-0.06984 	 -0.56211 	-0.07968 	 -0.56609 	-0.07968 	 -0.55846 	 
-0.07431 	 -0.56343 	-0.08403 	 -0.56554 	-0.07431 	 -0.55993 	-0.06456 	 -0.55036 	-0.07431 	 -0.54614 	-0.08403 	 -0.54518 	-0.07431 	 -0.54569 	-0.06456 	 -0.54894 	-0.07431 	 -0.55486 	-0.08403 	 -0.56645 	-0.07431 	 -0.56245 	-0.06456 	 -0.55980 	-0.07431 	 -0.56343 	-0.07431 	 -0.55632 	 
-0.06893 	 -0.56071 	-0.07856 	 -0.56319 	-0.06893 	 -0.55758 	-0.05928 	 -0.54966 	-0.06893 	 -0.54544 	-0.07856 	 -0.54493 	-0.06893 	 -0.54475 	-0.05928 	 -0.54818 	-0.06893 	 -0.55399 	-0.07856 	 -0.56317 	-0.06893 	 -0.55838 	-0.05928 	 -0.55780 	-0.06893 	 -0.56071 	-0.06893 	 -0.55450 	 
-0.06353 	 -0.55809 	-0.07308 	 -0.56129 	-0.06353 	 -0.55551 	-0.05398 	 -0.54755 	-0.06353 	 -0.54579 	-0.07308 	 -0.54392 	-0.06353 	 -0.54385 	-0.05398 	 -0.54715 	-0.06353 	 -0.55363 	-0.07308 	 -0.56070 	-0.06353 	 -0.55528 	-0.05398 	 -0.55560 	-0.06353 	 -0.55809 	-0.06353 	 -0.55280 	 
-0.05813 	 -0.55582 	-0.06758 	 -0.55992 	-0.05813 	 -0.55380 	-0.04867 	 -0.54609 	-0.05813 	 -0.54546 	-0.06758 	 -0.54321 	-0.05813 	 -0.54336 	-0.04867 	 -0.54600 	-0.05813 	 -0.55158 	-0.06758 	 -0.55830 	-0.05813 	 -0.55359 	-0.04867 	 -0.55345 	-0.05813 	 -0.55582 	-0.05813 	 -0.55126 	 
-0.05272 	 -0.55366 	-0.06208 	 -0.55827 	-0.05272 	 -0.55168 	-0.04335 	 -0.54521 	-0.05272 	 -0.54509 	-0.06208 	 -0.54318 	-0.05272 	 -0.54326 	-0.04335 	 -0.54497 	-0.05272 	 -0.54851 	-0.06208 	 -0.55511 	-0.05272 	 -0.55197 	-0.04335 	 -0.55172 	-0.05272 	 -0.55366 	-0.05272 	 -0.54972 	 
-0.04730 	 -0.55155 	-0.05657 	 -0.55579 	-0.04730 	 -0.54952 	-0.03802 	 -0.54448 	-0.04730 	 -0.54488 	-0.05657 	 -0.54327 	-0.04730 	 -0.54308 	-0.03802 	 -0.54389 	-0.04730 	 -0.54613 	-0.05657 	 -0.55174 	-0.04730 	 -0.55036 	-0.03802 	 -0.55024 	-0.04730 	 -0.55155 	-0.04730 	 -0.54819 	 
-0.04187 	 -0.55003 	-0.05104 	 -0.55358 	-0.04187 	 -0.54782 	-0.03268 	 -0.54400 	-0.04187 	 -0.54480 	-0.05104 	 -0.54336 	-0.04187 	 -0.54281 	-0.03268 	 -0.54286 	-0.04187 	 -0.54481 	-0.05104 	 -0.54902 	-0.04187 	 -0.54916 	-0.03268 	 -0.54893 	-0.04187 	 -0.55003 	-0.04187 	 -0.54702 	 
-0.03643 	 -0.54906 	-0.04551 	 -0.55185 	-0.03643 	 -0.54670 	-0.02734 	 -0.54380 	-0.03643 	 -0.54478 	-0.04551 	 -0.54334 	-0.03643 	 -0.54251 	-0.02734 	 -0.54227 	-0.03643 	 -0.54400 	-0.04551 	 -0.54660 	-0.03643 	 -0.54805 	-0.02734 	 -0.54783 	-0.03643 	 -0.54906 	-0.03643 	 -0.54614 	 
-0.03099 	 -0.54808 	-0.03998 	 -0.55003 	-0.03099 	 -0.54606 	-0.02199 	 -0.54379 	-0.03099 	 -0.54443 	-0.03998 	 -0.54295 	-0.03099 	 -0.54210 	-0.02199 	 -0.54196 	-0.03099 	 -0.54327 	-0.03998 	 -0.54439 	-0.03099 	 -0.54712 	-0.02199 	 -0.54685 	-0.03099 	 -0.54808 	-0.03099 	 -0.54532 	 
-0.02554 	 -0.54702 	-0.03443 	 -0.54867 	-0.02554 	 -0.54565 	-0.01664 	 -0.54368 	-0.02554 	 -0.54386 	-0.03443 	 -0.54249 	-0.02554 	 -0.54170 	-0.01664 	 -0.54169 	-0.02554 	 -0.54263 	-0.03443 	 -0.54289 	-0.02554 	 -0.54649 	-0.01664 	 -0.54596 	-0.02554 	 -0.54702 	-0.02554 	 -0.54460 	 
-0.02009 	 -0.54612 	-0.02889 	 -0.54799 	-0.02009 	 -0.54530 	-0.01128 	 -0.54353 	-0.02009 	 -0.54343 	-0.02889 	 -0.54209 	-0.02009 	 -0.54146 	-0.01128 	 -0.54164 	-0.02009 	 -0.54203 	-0.02889 	 -0.54223 	-0.02009 	 -0.54587 	-0.01128 	 -0.54520 	-0.02009 	 -0.54612 	-0.02009 	 -0.54408 	 
-0.01463 	 -0.54541 	-0.02333 	 -0.54741 	-0.01463 	 -0.54499 	-0.00591 	 -0.54355 	-0.01463 	 -0.54312 	-0.02333 	 -0.54166 	-0.01463 	 -0.54139 	-0.00591 	 -0.54167 	-0.01463 	 -0.54164 	-0.02333 	 -0.54232 	-0.01463 	 -0.54522 	-0.00591 	 -0.54458 	-0.01463 	 -0.54541 	-0.01463 	 -0.54372 	 
-0.00917 	 -0.54487 	-0.01778 	 -0.54676 	-0.00917 	 -0.54473 	-0.00055 	 -0.54366 	-0.00917 	 -0.54298 	-0.01778 	 -0.54154 	-0.00917 	 -0.54144 	-0.00055 	 -0.54157 	-0.00917 	 -0.54179 	-0.01778 	 -0.54280 	-0.00917 	 -0.54473 	-0.00055 	 -0.54408 	-0.00917 	 -0.54487 	-0.00917 	 -0.54352 	 
-0.00371 	 -0.54448 	-0.01222 	 -0.54617 	-0.00371 	 -0.54463 	0.00482 	 -0.54374 	-0.00371 	 -0.54311 	-0.01222 	 -0.54177 	-0.00371 	 -0.54157 	0.00482 	 -0.54156 	-0.00371 	 -0.54206 	-0.01222 	 -0.54307 	-0.00371 	 -0.54430 	0.00482 	 -0.54370 	-0.00371 	 -0.54448 	-0.00371 	 -0.54343 	 
0.00176 	 -0.54424 	-0.00666 	 -0.54577 	0.00176 	 -0.54464 	0.01019 	 -0.54377 	0.00176 	 -0.54335 	-0.00666 	 -0.54191 	0.00176 	 -0.54172 	0.01019 	 -0.54177 	0.00176 	 -0.54207 	-0.00666 	 -0.54301 	0.00176 	 -0.54393 	0.01019 	 -0.54344 	0.00176 	 -0.54424 	0.00176 	 -0.54337 	 
0.00723 	 -0.54408 	-0.00110 	 -0.54549 	0.00723 	 -0.54466 	0.01557 	 -0.54380 	0.00723 	 -0.54355 	-0.00110 	 -0.54188 	0.00723 	 -0.54186 	0.01557 	 -0.54201 	0.00723 	 -0.54208 	-0.00110 	 -0.54265 	0.00723 	 -0.54371 	0.01557 	 -0.54326 	0.00723 	 -0.54408 	0.00723 	 -0.54332 	 
0.01269 	 -0.54392 	0.00446 	 -0.54523 	0.01269 	 -0.54470 	0.02094 	 -0.54384 	0.01269 	 -0.54363 	0.00446 	 -0.54187 	0.01269 	 -0.54197 	0.02094 	 -0.54213 	0.01269 	 -0.54213 	0.00446 	 -0.54215 	0.01269 	 -0.54359 	0.02094 	 -0.54313 	0.01269 	 -0.54392 	0.01269 	 -0.54325 	 
0.01816 	 -0.54374 	0.01003 	 -0.54503 	0.01816 	 -0.54475 	0.02631 	 -0.54387 	0.01816 	 -0.54362 	0.01003 	 -0.54194 	0.01816 	 -0.54206 	0.02631 	 -0.54218 	0.01816 	 -0.54209 	0.01003 	 -0.54207 	0.01816 	 -0.54342 	0.02631 	 -0.54303 	0.01816 	 -0.54374 	0.01816 	 -0.54319 	 
0.02363 	 -0.54355 	0.01559 	 -0.54484 	0.02363 	 -0.54477 	0.03168 	 -0.54384 	0.02363 	 -0.54356 	0.01559 	 -0.54206 	0.02363 	 -0.54211 	0.03168 	 -0.54222 	0.02363 	 -0.54203 	0.01559 	 -0.54237 	0.02363 	 -0.54326 	0.03168 	 -0.54297 	0.02363 	 -0.54355 	0.02363 	 -0.54316 	 
0.02909 	 -0.54337 	0.02114 	 -0.54464 	0.02909 	 -0.54470 	0.03705 	 -0.54377 	0.02909 	 -0.54345 	0.02114 	 -0.54219 	0.02909 	 -0.54213 	0.03705 	 -0.54226 	0.02909 	 -0.54200 	0.02114 	 -0.54253 	0.02909 	 -0.54320 	0.03705 	 -0.54293 	0.02909 	 -0.54337 	0.02909 	 -0.54312 	 
0.03455 	 -0.54328 	0.02670 	 -0.54443 	0.03455 	 -0.54455 	0.04241 	 -0.54363 	0.03455 	 -0.54329 	0.02670 	 -0.54227 	0.03455 	 -0.54217 	0.04241 	 -0.54226 	0.03455 	 -0.54202 	0.02670 	 -0.54255 	0.03455 	 -0.54322 	0.04241 	 -0.54295 	0.03455 	 -0.54328 	0.03455 	 -0.54307 	 
0.04001 	 -0.54335 	0.03225 	 -0.54422 	0.04001 	 -0.54438 	0.04778 	 -0.54345 	0.04001 	 -0.54308 	0.03225 	 -0.54228 	0.04001 	 -0.54226 	0.04778 	 -0.54224 	0.04001 	 -0.54219 	0.03225 	 -0.54257 	0.04001 	 -0.54324 	0.04778 	 -0.54301 	0.04001 	 -0.54335 	0.04001 	 -0.54305 	 
0.04546 	 -0.54357 	0.03780 	 -0.54403 	0.04546 	 -0.54423 	0.05313 	 -0.54325 	0.04546 	 -0.54284 	0.03780 	 -0.54222 	0.04546 	 -0.54237 	0.05313 	 -0.54231 	0.04546 	 -0.54246 	0.03780 	 -0.54261 	0.04546 	 -0.54327 	0.05313 	 -0.54310 	0.04546 	 -0.54357 	0.04546 	 -0.54306 	 
0.05090 	 -0.54378 	0.04334 	 -0.54391 	0.05090 	 -0.54408 	0.05848 	 -0.54308 	0.05090 	 -0.54262 	0.04334 	 -0.54211 	0.05090 	 -0.54243 	0.05848 	 -0.54255 	0.05090 	 -0.54269 	0.04334 	 -0.54264 	0.05090 	 -0.54330 	0.05848 	 -0.54321 	0.05090 	 -0.54378 	0.05090 	 -0.54309 	 
0.05634 	 -0.54388 	0.04887 	 -0.54384 	0.05634 	 -0.54389 	0.06383 	 -0.54294 	0.05634 	 -0.54242 	0.04887 	 -0.54200 	0.05634 	 -0.54245 	0.06383 	 -0.54283 	0.05634 	 -0.54281 	0.04887 	 -0.54267 	0.05634 	 -0.54334 	0.06383 	 -0.54330 	0.05634 	 -0.54388 	0.05634 	 -0.54310 	 
0.06178 	 -0.54390 	0.05440 	 -0.54384 	0.06178 	 -0.54368 	0.06917 	 -0.54281 	0.06178 	 -0.54226 	0.05440 	 -0.54191 	0.06178 	 -0.54245 	0.06917 	 -0.54295 	0.06178 	 -0.54288 	0.05440 	 -0.54274 	0.06178 	 -0.54337 	0.06917 	 -0.54340 	0.06178 	 -0.54390 	0.06178 	 -0.54308 	 
0.06720 	 -0.54390 	0.05992 	 -0.54385 	0.06720 	 -0.54346 	0.07450 	 -0.54268 	0.06720 	 -0.54214 	0.05992 	 -0.54184 	0.06720 	 -0.54243 	0.07450 	 -0.54288 	0.06720 	 -0.54292 	0.05992 	 -0.54289 	0.06720 	 -0.54338 	0.07450 	 -0.54352 	0.06720 	 -0.54390 	0.06720 	 -0.54306 	 
0.07262 	 -0.54390 	0.06544 	 -0.54384 	0.07262 	 -0.54327 	0.07982 	 -0.54256 	0.07262 	 -0.54201 	0.06544 	 -0.54177 	0.07262 	 -0.54240 	0.07982 	 -0.54281 	0.07262 	 -0.54297 	0.06544 	 -0.54308 	0.07262 	 -0.54340 	0.07982 	 -0.54362 	0.07262 	 -0.54390 	0.07262 	 -0.54304 	 
0.07803 	 -0.54385 	0.07094 	 -0.54382 	0.07803 	 -0.54308 	0.08513 	 -0.54248 	0.07803 	 -0.54190 	0.07094 	 -0.54168 	0.07803 	 -0.54235 	0.08513 	 -0.54282 	0.07803 	 -0.54305 	0.07094 	 -0.54322 	0.07803 	 -0.54345 	0.08513 	 -0.54365 	0.07803 	 -0.54385 	0.07803 	 -0.54301 	 
0.08343 	 -0.54373 	0.07643 	 -0.54382 	0.08343 	 -0.54286 	0.09043 	 -0.54242 	0.08343 	 -0.54180 	0.07643 	 -0.54156 	0.08343 	 -0.54228 	0.09043 	 -0.54277 	0.08343 	 -0.54314 	0.07643 	 -0.54328 	0.08343 	 -0.54354 	0.09043 	 -0.54363 	0.08343 	 -0.54373 	0.08343 	 -0.54297 	 
0.08881 	 -0.54355 	0.08191 	 -0.54380 	0.08881 	 -0.54265 	0.09573 	 -0.54242 	0.08881 	 -0.54170 	0.08191 	 -0.54146 	0.08881 	 -0.54218 	0.09573 	 -0.54260 	0.08881 	 -0.54316 	0.08191 	 -0.54328 	0.08881 	 -0.54363 	0.09573 	 -0.54358 	0.08881 	 -0.54355 	0.08881 	 -0.54289 	 
0.09419 	 -0.54341 	0.08738 	 -0.54373 	0.09419 	 -0.54249 	0.10101 	 -0.54245 	0.09419 	 -0.54161 	0.08738 	 -0.54137 	0.09419 	 -0.54207 	0.10101 	 -0.54239 	0.09419 	 -0.54306 	0.08738 	 -0.54327 	0.09419 	 -0.54365 	0.10101 	 -0.54350 	0.09419 	 -0.54341 	0.09419 	 -0.54280 	 
0.09955 	 -0.54336 	0.09284 	 -0.54360 	0.09955 	 -0.54241 	0.10627 	 -0.54244 	0.09955 	 -0.54153 	0.09284 	 -0.54122 	0.09955 	 -0.54195 	0.10627 	 -0.54219 	0.09955 	 -0.54286 	0.09284 	 -0.54319 	0.09955 	 -0.54356 	0.10627 	 -0.54340 	0.09955 	 -0.54336 	0.09955 	 -0.54270 	 
0.10490 	 -0.54335 	0.09828 	 -0.54346 	0.10490 	 -0.54230 	0.11153 	 -0.54238 	0.10490 	 -0.54145 	0.09828 	 -0.54105 	0.10490 	 -0.54178 	0.11153 	 -0.54191 	0.10490 	 -0.54260 	0.09828 	 -0.54301 	0.10490 	 -0.54342 	0.11153 	 -0.54326 	0.10490 	 -0.54335 	0.10490 	 -0.54256 	 
0.11023 	 -0.54329 	0.10371 	 -0.54333 	0.11023 	 -0.54207 	0.11677 	 -0.54231 	0.11023 	 -0.54136 	0.10371 	 -0.54095 	0.11023 	 -0.54155 	0.11677 	 -0.54158 	0.11023 	 -0.54226 	0.10371 	 -0.54277 	0.11023 	 -0.54330 	0.11677 	 -0.54305 	0.11023 	 -0.54329 	0.11023 	 -0.54239 	 
0.11556 	 -0.54315 	0.10912 	 -0.54319 	0.11556 	 -0.54174 	0.12200 	 -0.54219 	0.11556 	 -0.54122 	0.10912 	 -0.54088 	0.11556 	 -0.54128 	0.12200 	 -0.54125 	0.11556 	 -0.54187 	0.10912 	 -0.54256 	0.11556 	 -0.54318 	0.12200 	 -0.54280 	0.11556 	 -0.54315 	0.11556 	 -0.54219 	 
0.12086 	 -0.54297 	0.11452 	 -0.54303 	0.12086 	 -0.54137 	0.12721 	 -0.54200 	0.12086 	 -0.54107 	0.11452 	 -0.54070 	0.12086 	 -0.54099 	0.12721 	 -0.54093 	0.12086 	 -0.54148 	0.11452 	 -0.54235 	0.12086 	 -0.54303 	0.12721 	 -0.54255 	0.12086 	 -0.54297 	0.12086 	 -0.54196 	 
0.12615 	 -0.54280 	0.11990 	 -0.54284 	0.12615 	 -0.54102 	0.13240 	 -0.54174 	0.12615 	 -0.54087 	0.11990 	 -0.54036 	0.12615 	 -0.54067 	0.13240 	 -0.54058 	0.12615 	 -0.54110 	0.11990 	 -0.54208 	0.12615 	 -0.54285 	0.13240 	 -0.54232 	0.12615 	 -0.54280 	0.12615 	 -0.54169 	 
0.13142 	 -0.54262 	0.12527 	 -0.54264 	0.13142 	 -0.54074 	0.13758 	 -0.54148 	0.13142 	 -0.54061 	0.12527 	 -0.53999 	0.13142 	 -0.54035 	0.13758 	 -0.54018 	0.13142 	 -0.54071 	0.12527 	 -0.54175 	0.13142 	 -0.54263 	0.13758 	 -0.54205 	0.13142 	 -0.54262 	0.13142 	 -0.54141 	 
0.13667 	 -0.54240 	0.13062 	 -0.54240 	0.13667 	 -0.54052 	0.14274 	 -0.54125 	0.13667 	 -0.54032 	0.13062 	 -0.53973 	0.13667 	 -0.54007 	0.14274 	 -0.53975 	0.13667 	 -0.54028 	0.13062 	 -0.54137 	0.13667 	 -0.54235 	0.14274 	 -0.54177 	0.13667 	 -0.54240 	0.13667 	 -0.54112 	 
0.14191 	 -0.54210 	0.13594 	 -0.54210 	0.14191 	 -0.54033 	0.14789 	 -0.54103 	0.14191 	 -0.54006 	0.13594 	 -0.53952 	0.14191 	 -0.53985 	0.14789 	 -0.53937 	0.14191 	 -0.53985 	0.13594 	 -0.54095 	0.14191 	 -0.54200 	0.14789 	 -0.54150 	0.14191 	 -0.54210 	0.14191 	 -0.54083 	 
0.14713 	 -0.54172 	0.14125 	 -0.54173 	0.14713 	 -0.54012 	0.15301 	 -0.54073 	0.14713 	 -0.53982 	0.14125 	 -0.53926 	0.14713 	 -0.53960 	0.15301 	 -0.53911 	0.14713 	 -0.53951 	0.14125 	 -0.54052 	0.14713 	 -0.54163 	0.15301 	 -0.54122 	0.14713 	 -0.54172 	0.14713 	 -0.54052 	 
0.15232 	 -0.54131 	0.14654 	 -0.54132 	0.15232 	 -0.53994 	0.15811 	 -0.54030 	0.15232 	 -0.53954 	0.14654 	 -0.53891 	0.15232 	 -0.53925 	0.15811 	 -0.53895 	0.15232 	 -0.53927 	0.14654 	 -0.54010 	0.15232 	 -0.54122 	0.15811 	 -0.54092 	0.15232 	 -0.54131 	0.15232 	 -0.54018 	 
0.15749 	 -0.54090 	0.15180 	 -0.54090 	0.15749 	 -0.53976 	0.16320 	 -0.53978 	0.15749 	 -0.53926 	0.15180 	 -0.53857 	0.15749 	 -0.53881 	0.16320 	 -0.53879 	0.15749 	 -0.53901 	0.15180 	 -0.53968 	0.15749 	 -0.54077 	0.16320 	 -0.54059 	0.15749 	 -0.54090 	0.15749 	 -0.53982 	 
0.16265 	 -0.54049 	0.15705 	 -0.54049 	0.16265 	 -0.53952 	0.16826 	 -0.53928 	0.16265 	 -0.53906 	0.15705 	 -0.53829 	0.16265 	 -0.53840 	0.16826 	 -0.53852 	0.16265 	 -0.53868 	0.15705 	 -0.53930 	0.16265 	 -0.54028 	0.16826 	 -0.54023 	0.16265 	 -0.54049 	0.16265 	 -0.53946 	 
0.16778 	 -0.54012 	0.16227 	 -0.54011 	0.16778 	 -0.53917 	0.17330 	 -0.53890 	0.16778 	 -0.53888 	0.16227 	 -0.53811 	0.16778 	 -0.53817 	0.17330 	 -0.53814 	0.16778 	 -0.53837 	0.16227 	 -0.53893 	0.16778 	 -0.53978 	0.17330 	 -0.53988 	0.16778 	 -0.54012 	0.16778 	 -0.53913 	 
0.17289 	 -0.53980 	0.16747 	 -0.53975 	0.17289 	 -0.53880 	0.17832 	 -0.53872 	0.17289 	 -0.53868 	0.16747 	 -0.53799 	0.17289 	 -0.53813 	0.17832 	 -0.53774 	0.17289 	 -0.53813 	0.16747 	 -0.53856 	0.17289 	 -0.53930 	0.17832 	 -0.53956 	0.17289 	 -0.53980 	0.17289 	 -0.53884 	 
0.17797 	 -0.53955 	0.17264 	 -0.53941 	0.17797 	 -0.53849 	0.18331 	 -0.53875 	0.17797 	 -0.53850 	0.17264 	 -0.53789 	0.17797 	 -0.53808 	0.18331 	 -0.53744 	0.17797 	 -0.53794 	0.17264 	 -0.53822 	0.17797 	 -0.53886 	0.18331 	 -0.53924 	0.17797 	 -0.53955 	0.17797 	 -0.53861 	 
0.18303 	 -0.53933 	0.17779 	 -0.53908 	0.18303 	 -0.53821 	0.18828 	 -0.53887 	0.18303 	 -0.53834 	0.17779 	 -0.53779 	0.18303 	 -0.53790 	0.18828 	 -0.53726 	0.18303 	 -0.53774 	0.17779 	 -0.53795 	0.18303 	 -0.53847 	0.18828 	 -0.53893 	0.18303 	 -0.53933 	0.18303 	 -0.53840 	 
0.18807 	 -0.53912 	0.18291 	 -0.53876 	0.18807 	 -0.53794 	0.19323 	 -0.53879 	0.18807 	 -0.53817 	0.18291 	 -0.53771 	0.18807 	 -0.53767 	0.19323 	 -0.53718 	0.18807 	 -0.53751 	0.18291 	 -0.53773 	0.18807 	 -0.53809 	0.19323 	 -0.53865 	0.18807 	 -0.53912 	0.18807 	 -0.53819 	 
0.19307 	 -0.53889 	0.18801 	 -0.53848 	0.19307 	 -0.53765 	0.19814 	 -0.53838 	0.19307 	 -0.53792 	0.18801 	 -0.53767 	0.19307 	 -0.53749 	0.19814 	 -0.53715 	0.19307 	 -0.53729 	0.18801 	 -0.53742 	0.19307 	 -0.53773 	0.19814 	 -0.53840 	0.19307 	 -0.53889 	0.19307 	 -0.53795 	 
0.19806 	 -0.53863 	0.19308 	 -0.53823 	0.19806 	 -0.53742 	0.20304 	 -0.53780 	0.19806 	 -0.53767 	0.19308 	 -0.53761 	0.19806 	 -0.53732 	0.20304 	 -0.53717 	0.19806 	 -0.53712 	0.19308 	 -0.53702 	0.19806 	 -0.53736 	0.20304 	 -0.53814 	0.19806 	 -0.53863 	0.19806 	 -0.53770 	 
