   n        time         Cl         Cd
   10360     1.94811   0.0671278   0.0317717
   10380     1.95187   0.0672680   0.0318352
   10400     1.95564   0.0674081   0.0318987
   10420     1.95940   0.0675481   0.0319621
   10440     1.96316   0.0676881   0.0320254
   10460     1.96693   0.0678280   0.0320887
   10480     1.97069   0.0679678   0.0321519
   10500     1.97445   0.0681075   0.0322151
   10520     1.97822   0.0682472   0.0322783
   10540     1.98198   0.0683867   0.0323414
   10560     1.98574   0.0685263   0.0324045
   10580     1.98951   0.0686657   0.0324675
   10600     1.99327   0.0688051   0.0325305
   10620     1.99703   0.0689443   0.0325934
   10640     2.00080   0.0690836   0.0326563
   10660     2.00456   0.0692227   0.0327192
   10680     2.00832   0.0693618   0.0327820
   10700     2.01209   0.0695008   0.0328447
   10720     2.01585   0.0696397   0.0329074
   10740     2.01961   0.0697786   0.0329701
   10760     2.02337   0.0699174   0.0330327
   10780     2.02714   0.0700562   0.0330953
   10800     2.03090   0.0701948   0.0331578
   10820     2.03466   0.0703334   0.0332203
   10840     2.03843   0.0704720   0.0332828
   10860     2.04219   0.0706105   0.0333452
   10880     2.04595   0.0707489   0.0334075
   10900     2.04972   0.0708872   0.0334699
   10920     2.05348   0.0710255   0.0335321
   10940     2.05724   0.0711637   0.0335944
   10960     2.06101   0.0713019   0.0336566
   10980     2.06477   0.0714400   0.0337187
   11000     2.06853   0.0715780   0.0337808
   11020     2.07230   0.0717160   0.0338429
   11040     2.07606   0.0718540   0.0339050
   11060     2.07982   0.0719918   0.0339670
   11080     2.08359   0.0721296   0.0340289
   11100     2.08735   0.0722674   0.0340908
   11120     2.09111   0.0724051   0.0341527
   11140     2.09488   0.0725427   0.0342145
   11160     2.09864   0.0726803   0.0342763
   11180     2.10240   0.0728179   0.0343381
   11200     2.10616   0.0729554   0.0343998
   11220     2.10993   0.0730928   0.0344615
   11240     2.11369   0.0732302   0.0345231
   11260     2.11745   0.0733675   0.0345847
   11280     2.12122   0.0735048   0.0346463
   11300     2.12498   0.0736421   0.0347078
   11320     2.12874   0.0737793   0.0347693
   11340     2.13251   0.0739164   0.0348308
   11360     2.13627   0.0740536   0.0348922
   11380     2.14003   0.0741906   0.0349536
   11400     2.14380   0.0743276   0.0350149
   11420     2.14756   0.0744646   0.0350762
   11440     2.15132   0.0746015   0.0351375
   11460     2.15509   0.0747384   0.0351987
   11480     2.15885   0.0748753   0.0352599
   11500     2.16261   0.0750121   0.0353211
   11520     2.16638   0.0751488   0.0353822
   11540     2.17014   0.0752856   0.0354433
   11560     2.17390   0.0754223   0.0355044
   11580     2.17767   0.0755589   0.0355654
   11600     2.18143   0.0756955   0.0356264
   11620     2.18519   0.0758321   0.0356874
   11640     2.18896   0.0759686   0.0357483
   11660     2.19272   0.0761051   0.0358092
   11680     2.19648   0.0762416   0.0358701
   11700     2.20024   0.0763781   0.0359309
   11720     2.20401   0.0765145   0.0359917
   11740     2.20777   0.0766508   0.0360525
   11760     2.21153   0.0767872   0.0361132
   11780     2.21530   0.0769235   0.0361739
   11800     2.21906   0.0770597   0.0362346
   11820     2.22282   0.0771960   0.0362952
   11840     2.22659   0.0773322   0.0363558
   11860     2.23035   0.0774684   0.0364164
   11880     2.23411   0.0776045   0.0364769
   11900     2.23788   0.0777407   0.0365374
   11920     2.24164   0.0778768   0.0365979
   11940     2.24540   0.0780128   0.0366583
   11960     2.24917   0.0781489   0.0367187
   11980     2.25293   0.0782849   0.0367791
   12000     2.25669   0.0784209   0.0368395
   12020     2.26046   0.0785569   0.0368998
   12040     2.26422   0.0786929   0.0369601
   12060     2.26798   0.0788289   0.0370204
   12080     2.27175   0.0789648   0.0370806
   12100     2.27551   0.0791007   0.0371408
   12120     2.27927   0.0792366   0.0372010
   12140     2.28303   0.0793725   0.0372612
   12160     2.28680   0.0795083   0.0373213
   12180     2.29056   0.0796441   0.0373814
   12200     2.29432   0.0797800   0.0374415
   12220     2.29809   0.0799158   0.0375015
   12240     2.30185   0.0800516   0.0375616
   12260     2.30561   0.0801873   0.0376216
   12280     2.30938   0.0803231   0.0376815
   12300     2.31314   0.0804588   0.0377415
   12320     2.31690   0.0805946   0.0378014
   12340     2.32067   0.0807303   0.0378613
   12360     2.32443   0.0808660   0.0379211
   12380     2.32819   0.0810017   0.0379810
   12400     2.33196   0.0811374   0.0380408
   12420     2.33572   0.0812731   0.0381006
   12440     2.33948   0.0814088   0.0381603
   12460     2.34325   0.0815444   0.0382201
   12480     2.34701   0.0816801   0.0382798
   12500     2.35077   0.0818157   0.0383395
   12520     2.35454   0.0819514   0.0383991
   12540     2.35830   0.0820870   0.0384588
   12560     2.36206   0.0822227   0.0385184
   12580     2.36583   0.0823583   0.0385780
   12600     2.36959   0.0824939   0.0386375
   12620     2.37335   0.0826295   0.0386971
   12640     2.37711   0.0827652   0.0387566
   12660     2.38088   0.0829008   0.0388161
   12680     2.38464   0.0830364   0.0388755
   12700     2.38840   0.0831720   0.0389350
   12720     2.39217   0.0833076   0.0389944
   12740     2.39593   0.0834432   0.0390538
   12760     2.39969   0.0835789   0.0391132
