x0	cl	x1	cd	
8.685100e-01 	 1.815099e-09 	8.685100e-01 	 3.605576e-03 	 
8.712900e-01 	 -4.673504e-08 	8.712900e-01 	 3.621426e-03 	 
8.740700e-01 	 2.056042e-08 	8.740700e-01 	 3.637356e-03 	 
8.768400e-01 	 -1.062490e-08 	8.768400e-01 	 3.653304e-03 	 
8.796200e-01 	 -4.181022e-08 	8.796200e-01 	 3.669251e-03 	 
8.824000e-01 	 2.548524e-08 	8.824000e-01 	 3.685182e-03 	 
8.851800e-01 	 -2.306490e-08 	8.851800e-01 	 3.701031e-03 	 
8.879500e-01 	 4.423056e-08 	8.879500e-01 	 3.716961e-03 	 
8.907300e-01 	 1.304524e-08 	8.907300e-01 	 3.732909e-03 	 
8.935100e-01 	 -3.550490e-08 	8.935100e-01 	 3.748758e-03 	 
8.962900e-01 	 3.179056e-08 	8.962900e-01 	 3.764689e-03 	 
8.990600e-01 	 6.052370e-10 	8.990600e-01 	 3.780636e-03 	 
9.018400e-01 	 -4.794490e-08 	9.018400e-01 	 3.796485e-03 	 
9.046200e-01 	 1.935056e-08 	9.046200e-01 	 3.812416e-03 	 
9.074000e-01 	 -2.919958e-08 	9.074000e-01 	 3.828265e-03 	 
9.101800e-01 	 2.073106e-08 	9.101800e-01 	 3.844097e-03 	 
9.129500e-01 	 -1.045426e-08 	9.129500e-01 	 3.860045e-03 	 
9.157300e-01 	 3.947638e-08 	9.157300e-01 	 3.875876e-03 	 
9.185100e-01 	 -9.073759e-09 	9.185100e-01 	 3.891726e-03 	 
9.212900e-01 	 -4.025908e-08 	9.212900e-01 	 3.907673e-03 	 
9.240600e-01 	 9.671560e-09 	9.240600e-01 	 3.923505e-03 	 
9.268400e-01 	 -3.887858e-08 	9.268400e-01 	 3.939354e-03 	 
9.296200e-01 	 1.105206e-08 	9.296200e-01 	 3.955186e-03 	 
9.324000e-01 	 -3.749808e-08 	9.324000e-01 	 3.971035e-03 	 
9.351700e-01 	 1.243256e-08 	9.351700e-01 	 3.986867e-03 	 
9.379500e-01 	 -3.611757e-08 	9.379500e-01 	 4.002717e-03 	 
9.407300e-01 	 1.381306e-08 	9.407300e-01 	 4.018548e-03 	 
9.435100e-01 	 -3.473707e-08 	9.435100e-01 	 4.034398e-03 	 
9.462800e-01 	 1.519357e-08 	9.462800e-01 	 4.050229e-03 	 
9.490600e-01 	 -5.072139e-08 	9.490600e-01 	 4.065980e-03 	 
