x0	M1	x1	M2	x2	M3	x3	M4	x4	M5	x5	M6	x6	M7	x7	M8	x8	M9	x9	avg	
0.08881 	 -0.56966 	0.08881 	 -0.56624 	0.08881 	 -0.55700 	0.08881 	 -0.54934 	0.08881 	 -0.55549 	0.08881 	 -0.56256 	0.08881 	 -0.56746 	0.08881 	 -0.56952 	0.08881 	 -0.56966 	0.08881 	 -0.56299 	 
0.09419 	 -0.56900 	0.09419 	 -0.56493 	0.09419 	 -0.55622 	0.09419 	 -0.54881 	0.09419 	 -0.55582 	0.09419 	 -0.56230 	0.09419 	 -0.56622 	0.09419 	 -0.56901 	0.09419 	 -0.56900 	0.09419 	 -0.56237 	 
0.09955 	 -0.56863 	0.09955 	 -0.56358 	0.09955 	 -0.55558 	0.09955 	 -0.54778 	0.09955 	 -0.55686 	0.09955 	 -0.56188 	0.09955 	 -0.56564 	0.09955 	 -0.56863 	0.09955 	 -0.56863 	0.09955 	 -0.56191 	 
0.10490 	 -0.56825 	0.10490 	 -0.56335 	0.10490 	 -0.55535 	0.10490 	 -0.54778 	0.10490 	 -0.55771 	0.10490 	 -0.56155 	0.10490 	 -0.56550 	0.10490 	 -0.56848 	0.10490 	 -0.56825 	0.10490 	 -0.56180 	 
0.11023 	 -0.56784 	0.11023 	 -0.56462 	0.11023 	 -0.55497 	0.11023 	 -0.54873 	0.11023 	 -0.55837 	0.11023 	 -0.56156 	0.11023 	 -0.56569 	0.11023 	 -0.56867 	0.11023 	 -0.56784 	0.11023 	 -0.56203 	 
0.11556 	 -0.56758 	0.11556 	 -0.56556 	0.11556 	 -0.55505 	0.11556 	 -0.54929 	0.11556 	 -0.55876 	0.11556 	 -0.56205 	0.11556 	 -0.56615 	0.11556 	 -0.56903 	0.11556 	 -0.56758 	0.11556 	 -0.56234 	 
0.12086 	 -0.56751 	0.12086 	 -0.56492 	0.12086 	 -0.55595 	0.12086 	 -0.54986 	0.12086 	 -0.55912 	0.12086 	 -0.56270 	0.12086 	 -0.56678 	0.12086 	 -0.56936 	0.12086 	 -0.56751 	0.12086 	 -0.56263 	 
0.12615 	 -0.56761 	0.12615 	 -0.56396 	0.12615 	 -0.55651 	0.12615 	 -0.55085 	0.12615 	 -0.55978 	0.12615 	 -0.56333 	0.12615 	 -0.56755 	0.12615 	 -0.56967 	0.12615 	 -0.56761 	0.12615 	 -0.56299 	 
0.13142 	 -0.56791 	0.13142 	 -0.56359 	0.13142 	 -0.55674 	0.13142 	 -0.55179 	0.13142 	 -0.56056 	0.13142 	 -0.56408 	0.13142 	 -0.56830 	0.13142 	 -0.57005 	0.13142 	 -0.56791 	0.13142 	 -0.56344 	 
0.13667 	 -0.56830 	0.13667 	 -0.56333 	0.13667 	 -0.55745 	0.13667 	 -0.55298 	0.13667 	 -0.56127 	0.13667 	 -0.56466 	0.13667 	 -0.56895 	0.13667 	 -0.57050 	0.13667 	 -0.56830 	0.13667 	 -0.56397 	 
0.14191 	 -0.56837 	0.14191 	 -0.56310 	0.14191 	 -0.55840 	0.14191 	 -0.55428 	0.14191 	 -0.56188 	0.14191 	 -0.56495 	0.14191 	 -0.56965 	0.14191 	 -0.57099 	0.14191 	 -0.56837 	0.14191 	 -0.56444 	 
0.14713 	 -0.56829 	0.14713 	 -0.56309 	0.14713 	 -0.55918 	0.14713 	 -0.55520 	0.14713 	 -0.56250 	0.14713 	 -0.56588 	0.14713 	 -0.57049 	0.14713 	 -0.57150 	0.14713 	 -0.56829 	0.14713 	 -0.56494 	 
0.15232 	 -0.56894 	0.15232 	 -0.56332 	0.15232 	 -0.55963 	0.15232 	 -0.55606 	0.15232 	 -0.56330 	0.15232 	 -0.56780 	0.15232 	 -0.57147 	0.15232 	 -0.57205 	0.15232 	 -0.56894 	0.15232 	 -0.56572 	 
0.15749 	 -0.57014 	0.15749 	 -0.56415 	0.15749 	 -0.55972 	0.15749 	 -0.55692 	0.15749 	 -0.56430 	0.15749 	 -0.56928 	0.15749 	 -0.57246 	0.15749 	 -0.57266 	0.15749 	 -0.57014 	0.15749 	 -0.56664 	 
0.16265 	 -0.57107 	0.16265 	 -0.56547 	0.16265 	 -0.55988 	0.16265 	 -0.55763 	0.16265 	 -0.56539 	0.16265 	 -0.56999 	0.16265 	 -0.57334 	0.16265 	 -0.57333 	0.16265 	 -0.57107 	0.16265 	 -0.56746 	 
0.16778 	 -0.57179 	0.16778 	 -0.56646 	0.16778 	 -0.56046 	0.16778 	 -0.55854 	0.16778 	 -0.56644 	0.16778 	 -0.57097 	0.16778 	 -0.57415 	0.16778 	 -0.57405 	0.16778 	 -0.57179 	0.16778 	 -0.56830 	 
0.17289 	 -0.57257 	0.17289 	 -0.56705 	0.17289 	 -0.56126 	0.17289 	 -0.55980 	0.17289 	 -0.56751 	0.17289 	 -0.57226 	0.17289 	 -0.57498 	0.17289 	 -0.57483 	0.17289 	 -0.57257 	0.17289 	 -0.56920 	 
0.17797 	 -0.57332 	0.17797 	 -0.56770 	0.17797 	 -0.56207 	0.17797 	 -0.56119 	0.17797 	 -0.56882 	0.17797 	 -0.57334 	0.17797 	 -0.57590 	0.17797 	 -0.57568 	0.17797 	 -0.57332 	0.17797 	 -0.57015 	 
0.18303 	 -0.57407 	0.18303 	 -0.56846 	0.18303 	 -0.56290 	0.18303 	 -0.56261 	0.18303 	 -0.57032 	0.18303 	 -0.57422 	0.18303 	 -0.57687 	0.18303 	 -0.57661 	0.18303 	 -0.57407 	0.18303 	 -0.57112 	 
0.18807 	 -0.57484 	0.18807 	 -0.56916 	0.18807 	 -0.56384 	0.18807 	 -0.56403 	0.18807 	 -0.57171 	0.18807 	 -0.57511 	0.18807 	 -0.57789 	0.18807 	 -0.57760 	0.18807 	 -0.57484 	0.18807 	 -0.57211 	 
0.19307 	 -0.57567 	0.19307 	 -0.56977 	0.19307 	 -0.56498 	0.19307 	 -0.56549 	0.19307 	 -0.57289 	0.19307 	 -0.57615 	0.19307 	 -0.57894 	0.19307 	 -0.57861 	0.19307 	 -0.57567 	0.19307 	 -0.57313 	 
0.19806 	 -0.57655 	0.19806 	 -0.57040 	0.19806 	 -0.56606 	0.19806 	 -0.56704 	0.19806 	 -0.57393 	0.19806 	 -0.57723 	0.19806 	 -0.57995 	0.19806 	 -0.57959 	0.19806 	 -0.57655 	0.19806 	 -0.57414 	 
0.20301 	 -0.57743 	0.20301 	 -0.57119 	0.20301 	 -0.56687 	0.20301 	 -0.56864 	0.20301 	 -0.57480 	0.20301 	 -0.57824 	0.20301 	 -0.58086 	0.20301 	 -0.58052 	0.20301 	 -0.57743 	0.20301 	 -0.57511 	 
0.20794 	 -0.57826 	0.20794 	 -0.57211 	0.20794 	 -0.56773 	0.20794 	 -0.57024 	0.20794 	 -0.57557 	0.20794 	 -0.57927 	0.20794 	 -0.58167 	0.20794 	 -0.58143 	0.20794 	 -0.57826 	0.20794 	 -0.57606 	 
0.21283 	 -0.57906 	0.21283 	 -0.57308 	0.21283 	 -0.56873 	0.21283 	 -0.57170 	0.21283 	 -0.57633 	0.21283 	 -0.58037 	0.21283 	 -0.58243 	0.21283 	 -0.58233 	0.21283 	 -0.57906 	0.21283 	 -0.57701 	 
0.21770 	 -0.57988 	0.21770 	 -0.57410 	0.21770 	 -0.56971 	0.21770 	 -0.57298 	0.21770 	 -0.57713 	0.21770 	 -0.58142 	0.21770 	 -0.58320 	0.21770 	 -0.58321 	0.21770 	 -0.57988 	0.21770 	 -0.57795 	 
0.22254 	 -0.58078 	0.22254 	 -0.57514 	0.22254 	 -0.57075 	0.22254 	 -0.57418 	0.22254 	 -0.57796 	0.22254 	 -0.58234 	0.22254 	 -0.58399 	0.22254 	 -0.58406 	0.22254 	 -0.58078 	0.22254 	 -0.57889 	 
0.22735 	 -0.58169 	0.22735 	 -0.57617 	0.22735 	 -0.57195 	0.22735 	 -0.57533 	0.22735 	 -0.57874 	0.22735 	 -0.58317 	0.22735 	 -0.58476 	0.22735 	 -0.58492 	0.22735 	 -0.58169 	0.22735 	 -0.57982 	 
0.23213 	 -0.58255 	0.23213 	 -0.57721 	0.23213 	 -0.57327 	0.23213 	 -0.57641 	0.23213 	 -0.57944 	0.23213 	 -0.58392 	0.23213 	 -0.58549 	0.23213 	 -0.58577 	0.23213 	 -0.58255 	0.23213 	 -0.58073 	 
0.23687 	 -0.58335 	0.23687 	 -0.57821 	0.23687 	 -0.57462 	0.23687 	 -0.57742 	0.23687 	 -0.58019 	0.23687 	 -0.58462 	0.23687 	 -0.58616 	0.23687 	 -0.58658 	0.23687 	 -0.58335 	0.23687 	 -0.58161 	 
0.24158 	 -0.58413 	0.24158 	 -0.57910 	0.24158 	 -0.57592 	0.24158 	 -0.57840 	0.24158 	 -0.58098 	0.24158 	 -0.58526 	0.24158 	 -0.58679 	0.24158 	 -0.58732 	0.24158 	 -0.58413 	0.24158 	 -0.58245 	 
0.24626 	 -0.58488 	0.24626 	 -0.57989 	0.24626 	 -0.57713 	0.24626 	 -0.57936 	0.24626 	 -0.58166 	0.24626 	 -0.58581 	0.24626 	 -0.58736 	0.24626 	 -0.58798 	0.24626 	 -0.58488 	0.24626 	 -0.58322 	 
0.25091 	 -0.58558 	0.25091 	 -0.58059 	0.25091 	 -0.57827 	0.25091 	 -0.58019 	0.25091 	 -0.58220 	0.25091 	 -0.58627 	0.25091 	 -0.58786 	0.25091 	 -0.58862 	0.25091 	 -0.58558 	0.25091 	 -0.58391 	 
0.25552 	 -0.58619 	0.25552 	 -0.58120 	0.25552 	 -0.57935 	0.25552 	 -0.58083 	0.25552 	 -0.58267 	0.25552 	 -0.58671 	0.25552 	 -0.58830 	0.25552 	 -0.58924 	0.25552 	 -0.58619 	0.25552 	 -0.58452 	 
0.26010 	 -0.58673 	0.26010 	 -0.58176 	0.26010 	 -0.58030 	0.26010 	 -0.58128 	0.26010 	 -0.58308 	0.26010 	 -0.58712 	0.26010 	 -0.58871 	0.26010 	 -0.58984 	0.26010 	 -0.58673 	0.26010 	 -0.58506 	 
0.26464 	 -0.58719 	0.26464 	 -0.58232 	0.26464 	 -0.58110 	0.26464 	 -0.58162 	0.26464 	 -0.58340 	0.26464 	 -0.58746 	0.26464 	 -0.58908 	0.26464 	 -0.59043 	0.26464 	 -0.58719 	0.26464 	 -0.58553 	 
0.26914 	 -0.58760 	0.26914 	 -0.58293 	0.26914 	 -0.58179 	0.26914 	 -0.58188 	0.26914 	 -0.58363 	0.26914 	 -0.58766 	0.26914 	 -0.58944 	0.26914 	 -0.59105 	0.26914 	 -0.58760 	0.26914 	 -0.58595 	 
0.27361 	 -0.58799 	0.27361 	 -0.58357 	0.27361 	 -0.58240 	0.27361 	 -0.58212 	0.27361 	 -0.58379 	0.27361 	 -0.58771 	0.27361 	 -0.58979 	0.27361 	 -0.59166 	0.27361 	 -0.58799 	0.27361 	 -0.58634 	 
0.27804 	 -0.58839 	0.27804 	 -0.58416 	0.27804 	 -0.58290 	0.27804 	 -0.58234 	0.27804 	 -0.58390 	0.27804 	 -0.58774 	0.27804 	 -0.59013 	0.27804 	 -0.59220 	0.27804 	 -0.58839 	0.27804 	 -0.58668 	 
0.28243 	 -0.58876 	0.28243 	 -0.58463 	0.28243 	 -0.58330 	0.28243 	 -0.58261 	0.28243 	 -0.58394 	0.28243 	 -0.58780 	0.28243 	 -0.59041 	0.28243 	 -0.59262 	0.28243 	 -0.58876 	0.28243 	 -0.58698 	 
0.28679 	 -0.58908 	0.28679 	 -0.58500 	0.28679 	 -0.58368 	0.28679 	 -0.58286 	0.28679 	 -0.58386 	0.28679 	 -0.58786 	0.28679 	 -0.59062 	0.28679 	 -0.59291 	0.28679 	 -0.58908 	0.28679 	 -0.58722 	 
0.29110 	 -0.58929 	0.29110 	 -0.58533 	0.29110 	 -0.58406 	0.29110 	 -0.58301 	0.29110 	 -0.58371 	0.29110 	 -0.58784 	0.29110 	 -0.59076 	0.29110 	 -0.59306 	0.29110 	 -0.58929 	0.29110 	 -0.58737 	 
0.29538 	 -0.58937 	0.29538 	 -0.58561 	0.29538 	 -0.58437 	0.29538 	 -0.58298 	0.29538 	 -0.58355 	0.29538 	 -0.58777 	0.29538 	 -0.59085 	0.29538 	 -0.59307 	0.29538 	 -0.58937 	0.29538 	 -0.58744 	 
0.29962 	 -0.58937 	0.29962 	 -0.58584 	0.29962 	 -0.58455 	0.29962 	 -0.58276 	0.29962 	 -0.58340 	0.29962 	 -0.58766 	0.29962 	 -0.59089 	0.29962 	 -0.59297 	0.29962 	 -0.58937 	0.29962 	 -0.58742 	 
0.30381 	 -0.58930 	0.30381 	 -0.58596 	0.30381 	 -0.58461 	0.30381 	 -0.58243 	0.30381 	 -0.58327 	0.30381 	 -0.58753 	0.30381 	 -0.59087 	0.30381 	 -0.59279 	0.30381 	 -0.58930 	0.30381 	 -0.58734 	 
0.30797 	 -0.58918 	0.30797 	 -0.58596 	0.30797 	 -0.58460 	0.30797 	 -0.58209 	0.30797 	 -0.58316 	0.30797 	 -0.58734 	0.30797 	 -0.59078 	0.30797 	 -0.59251 	0.30797 	 -0.58918 	0.30797 	 -0.58720 	 
0.31208 	 -0.58902 	0.31208 	 -0.58588 	0.31208 	 -0.58455 	0.31208 	 -0.58182 	0.31208 	 -0.58303 	0.31208 	 -0.58707 	0.31208 	 -0.59061 	0.31208 	 -0.59212 	0.31208 	 -0.58902 	0.31208 	 -0.58701 	 
0.31615 	 -0.58881 	0.31615 	 -0.58578 	0.31615 	 -0.58449 	0.31615 	 -0.58164 	0.31615 	 -0.58288 	0.31615 	 -0.58670 	0.31615 	 -0.59036 	0.31615 	 -0.59165 	0.31615 	 -0.58881 	0.31615 	 -0.58679 	 
0.32018 	 -0.58856 	0.32018 	 -0.58569 	0.32018 	 -0.58443 	0.32018 	 -0.58152 	0.32018 	 -0.58266 	0.32018 	 -0.58627 	0.32018 	 -0.59007 	0.32018 	 -0.59115 	0.32018 	 -0.58856 	0.32018 	 -0.58655 	 
0.32417 	 -0.58826 	0.32417 	 -0.58563 	0.32417 	 -0.58440 	0.32417 	 -0.58140 	0.32417 	 -0.58236 	0.32417 	 -0.58582 	0.32417 	 -0.58973 	0.32417 	 -0.59060 	0.32417 	 -0.58826 	0.32417 	 -0.58627 	 
0.32811 	 -0.58788 	0.32811 	 -0.58554 	0.32811 	 -0.58433 	0.32811 	 -0.58124 	0.32811 	 -0.58199 	0.32811 	 -0.58535 	0.32811 	 -0.58930 	0.32811 	 -0.59001 	0.32811 	 -0.58788 	0.32811 	 -0.58595 	 
0.33201 	 -0.58738 	0.33201 	 -0.58536 	0.33201 	 -0.58413 	0.33201 	 -0.58102 	0.33201 	 -0.58159 	0.33201 	 -0.58487 	0.33201 	 -0.58876 	0.33201 	 -0.58936 	0.33201 	 -0.58738 	0.33201 	 -0.58554 	 
0.33587 	 -0.58674 	0.33587 	 -0.58503 	0.33587 	 -0.58379 	0.33587 	 -0.58075 	0.33587 	 -0.58119 	0.33587 	 -0.58437 	0.33587 	 -0.58816 	0.33587 	 -0.58863 	0.33587 	 -0.58674 	0.33587 	 -0.58504 	 
0.33968 	 -0.58595 	0.33968 	 -0.58457 	0.33968 	 -0.58333 	0.33968 	 -0.58046 	0.33968 	 -0.58082 	0.33968 	 -0.58381 	0.33968 	 -0.58753 	0.33968 	 -0.58781 	0.33968 	 -0.58595 	0.33968 	 -0.58447 	 
0.34345 	 -0.58507 	0.34345 	 -0.58400 	0.34345 	 -0.58272 	0.34345 	 -0.58013 	0.34345 	 -0.58049 	0.34345 	 -0.58315 	0.34345 	 -0.58684 	0.34345 	 -0.58693 	0.34345 	 -0.58507 	0.34345 	 -0.58382 	 
0.34717 	 -0.58414 	0.34717 	 -0.58333 	0.34717 	 -0.58199 	0.34717 	 -0.57971 	0.34717 	 -0.58012 	0.34717 	 -0.58239 	0.34717 	 -0.58606 	0.34717 	 -0.58598 	0.34717 	 -0.58414 	0.34717 	 -0.58309 	 
0.35085 	 -0.58318 	0.35085 	 -0.58257 	0.35085 	 -0.58120 	0.35085 	 -0.57917 	0.35085 	 -0.57959 	0.35085 	 -0.58153 	0.35085 	 -0.58519 	0.35085 	 -0.58498 	0.35085 	 -0.58318 	0.35085 	 -0.58229 	 
0.35448 	 -0.58219 	0.35448 	 -0.58174 	0.35448 	 -0.58040 	0.35448 	 -0.57855 	0.35448 	 -0.57891 	0.35448 	 -0.58062 	0.35448 	 -0.58425 	0.35448 	 -0.58398 	0.35448 	 -0.58219 	0.35448 	 -0.58142 	 
0.35806 	 -0.58117 	0.35806 	 -0.58084 	0.35806 	 -0.57958 	0.35806 	 -0.57788 	0.35806 	 -0.57813 	0.35806 	 -0.57968 	0.35806 	 -0.58323 	0.35806 	 -0.58301 	0.35806 	 -0.58117 	0.35806 	 -0.58052 	 
0.36160 	 -0.58012 	0.36160 	 -0.57988 	0.36160 	 -0.57868 	0.36160 	 -0.57715 	0.36160 	 -0.57727 	0.36160 	 -0.57870 	0.36160 	 -0.58211 	0.36160 	 -0.58206 	0.36160 	 -0.58012 	0.36160 	 -0.57957 	 
0.36509 	 -0.57899 	0.36509 	 -0.57881 	0.36509 	 -0.57764 	0.36509 	 -0.57633 	0.36509 	 -0.57631 	0.36509 	 -0.57771 	0.36509 	 -0.58087 	0.36509 	 -0.58106 	0.36509 	 -0.57899 	0.36509 	 -0.57852 	 
0.36854 	 -0.57772 	0.36854 	 -0.57761 	0.36854 	 -0.57646 	0.36854 	 -0.57541 	0.36854 	 -0.57527 	0.36854 	 -0.57668 	0.36854 	 -0.57952 	0.36854 	 -0.57997 	0.36854 	 -0.57772 	0.36854 	 -0.57737 	 
0.37193 	 -0.57631 	0.37193 	 -0.57633 	0.37193 	 -0.57524 	0.37193 	 -0.57442 	0.37193 	 -0.57417 	0.37193 	 -0.57555 	0.37193 	 -0.57815 	0.37193 	 -0.57883 	0.37193 	 -0.57631 	0.37193 	 -0.57615 	 
0.37528 	 -0.57477 	0.37528 	 -0.57505 	0.37528 	 -0.57408 	0.37528 	 -0.57340 	0.37528 	 -0.57304 	0.37528 	 -0.57434 	0.37528 	 -0.57679 	0.37528 	 -0.57764 	0.37528 	 -0.57477 	0.37528 	 -0.57488 	 
0.37858 	 -0.57315 	0.37858 	 -0.57380 	0.37858 	 -0.57302 	0.37858 	 -0.57233 	0.37858 	 -0.57195 	0.37858 	 -0.57310 	0.37858 	 -0.57536 	0.37858 	 -0.57638 	0.37858 	 -0.57315 	0.37858 	 -0.57358 	 
0.38184 	 -0.57147 	0.38184 	 -0.57255 	0.38184 	 -0.57201 	0.38184 	 -0.57124 	0.38184 	 -0.57095 	0.38184 	 -0.57186 	0.38184 	 -0.57384 	0.38184 	 -0.57503 	0.38184 	 -0.57147 	0.38184 	 -0.57227 	 
0.38504 	 -0.56976 	0.38504 	 -0.57127 	0.38504 	 -0.57098 	0.38504 	 -0.57014 	0.38504 	 -0.56998 	0.38504 	 -0.57062 	0.38504 	 -0.57224 	0.38504 	 -0.57351 	0.38504 	 -0.56976 	0.38504 	 -0.57091 	 
0.38820 	 -0.56806 	0.38820 	 -0.56993 	0.38820 	 -0.56985 	0.38820 	 -0.56898 	0.38820 	 -0.56895 	0.38820 	 -0.56938 	0.38820 	 -0.57056 	0.38820 	 -0.57181 	0.38820 	 -0.56806 	0.38820 	 -0.56951 	 
0.39131 	 -0.56647 	0.39131 	 -0.56854 	0.39131 	 -0.56865 	0.39131 	 -0.56774 	0.39131 	 -0.56782 	0.39131 	 -0.56812 	0.39131 	 -0.56883 	0.39131 	 -0.56999 	0.39131 	 -0.56647 	0.39131 	 -0.56807 	 
0.39437 	 -0.56503 	0.39437 	 -0.56711 	0.39437 	 -0.56740 	0.39437 	 -0.56646 	0.39437 	 -0.56661 	0.39437 	 -0.56683 	0.39437 	 -0.56708 	0.39437 	 -0.56809 	0.39437 	 -0.56503 	0.39437 	 -0.56663 	 
0.39738 	 -0.56358 	0.39738 	 -0.56563 	0.39738 	 -0.56609 	0.39738 	 -0.56517 	0.39738 	 -0.56534 	0.39738 	 -0.56549 	0.39738 	 -0.56532 	0.39738 	 -0.56618 	0.39738 	 -0.56358 	0.39738 	 -0.56515 	 
0.40034 	 -0.56197 	0.40034 	 -0.56410 	0.40034 	 -0.56472 	0.40034 	 -0.56384 	0.40034 	 -0.56403 	0.40034 	 -0.56409 	0.40034 	 -0.56351 	0.40034 	 -0.56429 	0.40034 	 -0.56197 	0.40034 	 -0.56361 	 
0.40325 	 -0.56025 	0.40325 	 -0.56254 	0.40325 	 -0.56331 	0.40325 	 -0.56244 	0.40325 	 -0.56269 	0.40325 	 -0.56266 	0.40325 	 -0.56166 	0.40325 	 -0.56235 	0.40325 	 -0.56025 	0.40325 	 -0.56202 	 
0.40612 	 -0.55850 	0.40612 	 -0.56094 	0.40612 	 -0.56189 	0.40612 	 -0.56094 	0.40612 	 -0.56132 	0.40612 	 -0.56123 	0.40612 	 -0.55976 	0.40612 	 -0.56030 	0.40612 	 -0.55850 	0.40612 	 -0.56038 	 
0.40893 	 -0.55676 	0.40893 	 -0.55934 	0.40893 	 -0.56046 	0.40893 	 -0.55936 	0.40893 	 -0.55994 	0.40893 	 -0.55982 	0.40893 	 -0.55787 	0.40893 	 -0.55813 	0.40893 	 -0.55676 	0.40893 	 -0.55872 	 
0.41170 	 -0.55506 	0.41170 	 -0.55776 	0.41170 	 -0.55901 	0.41170 	 -0.55781 	0.41170 	 -0.55847 	0.41170 	 -0.55841 	0.41170 	 -0.55611 	0.41170 	 -0.55590 	0.41170 	 -0.55506 	0.41170 	 -0.55707 	 
0.41441 	 -0.55335 	0.41441 	 -0.55619 	0.41441 	 -0.55763 	0.41441 	 -0.55630 	0.41441 	 -0.55687 	0.41441 	 -0.55698 	0.41441 	 -0.55450 	0.41441 	 -0.55369 	0.41441 	 -0.55335 	0.41441 	 -0.55543 	 
0.41708 	 -0.55156 	0.41708 	 -0.55463 	0.41708 	 -0.55632 	0.41708 	 -0.55471 	0.41708 	 -0.55512 	0.41708 	 -0.55551 	0.41708 	 -0.55295 	0.41708 	 -0.55163 	0.41708 	 -0.55156 	0.41708 	 -0.55378 	 
0.41970 	 -0.54975 	0.41970 	 -0.55309 	0.41970 	 -0.55496 	0.41970 	 -0.55293 	0.41970 	 -0.55326 	0.41970 	 -0.55405 	0.41970 	 -0.55137 	0.41970 	 -0.54986 	0.41970 	 -0.54975 	0.41970 	 -0.55211 	 
0.42226 	 -0.54809 	0.42226 	 -0.55151 	0.42226 	 -0.55345 	0.42226 	 -0.55103 	0.42226 	 -0.55133 	0.42226 	 -0.55261 	0.42226 	 -0.54969 	0.42226 	 -0.54840 	0.42226 	 -0.54809 	0.42226 	 -0.55047 	 
0.42478 	 -0.54662 	0.42478 	 -0.54985 	0.42478 	 -0.55186 	0.42478 	 -0.54911 	0.42478 	 -0.54953 	0.42478 	 -0.55119 	0.42478 	 -0.54792 	0.42478 	 -0.54699 	0.42478 	 -0.54662 	0.42478 	 -0.54885 	 
0.42725 	 -0.54524 	0.42725 	 -0.54815 	0.42725 	 -0.55031 	0.42725 	 -0.54724 	0.42725 	 -0.54798 	0.42725 	 -0.54976 	0.42725 	 -0.54618 	0.42725 	 -0.54547 	0.42725 	 -0.54524 	0.42725 	 -0.54728 	 
0.42967 	 -0.54391 	0.42967 	 -0.54651 	0.42967 	 -0.54877 	0.42967 	 -0.54541 	0.42967 	 -0.54646 	0.42967 	 -0.54834 	0.42967 	 -0.54448 	0.42967 	 -0.54396 	0.42967 	 -0.54391 	0.42967 	 -0.54575 	 
0.43204 	 -0.54263 	0.43204 	 -0.54500 	0.43204 	 -0.54721 	0.43204 	 -0.54360 	0.43204 	 -0.54483 	0.43204 	 -0.54690 	0.43204 	 -0.54287 	0.43204 	 -0.54256 	0.43204 	 -0.54263 	0.43204 	 -0.54425 	 
0.43436 	 -0.54127 	0.43436 	 -0.54362 	0.43436 	 -0.54574 	0.43436 	 -0.54178 	0.43436 	 -0.54328 	0.43436 	 -0.54540 	0.43436 	 -0.54137 	0.43436 	 -0.54117 	0.43436 	 -0.54127 	0.43436 	 -0.54277 	 
0.43663 	 -0.53975 	0.43663 	 -0.54232 	0.43663 	 -0.54447 	0.43663 	 -0.54001 	0.43663 	 -0.54203 	0.43663 	 -0.54386 	0.43663 	 -0.53995 	0.43663 	 -0.53958 	0.43663 	 -0.53975 	0.43663 	 -0.54130 	 
0.43885 	 -0.53814 	0.43885 	 -0.54105 	0.43885 	 -0.54331 	0.43885 	 -0.53834 	0.43885 	 -0.54100 	0.43885 	 -0.54235 	0.43885 	 -0.53849 	0.43885 	 -0.53775 	0.43885 	 -0.53814 	0.43885 	 -0.53984 	 
0.44103 	 -0.53650 	0.44103 	 -0.53983 	0.44103 	 -0.54202 	0.44103 	 -0.53673 	0.44103 	 -0.53995 	0.44103 	 -0.54090 	0.44103 	 -0.53699 	0.44103 	 -0.53584 	0.44103 	 -0.53650 	0.44103 	 -0.53836 	 
0.44315 	 -0.53485 	0.44315 	 -0.53863 	0.44315 	 -0.54057 	0.44315 	 -0.53517 	0.44315 	 -0.53872 	0.44315 	 -0.53944 	0.44315 	 -0.53551 	0.44315 	 -0.53396 	0.44315 	 -0.53485 	0.44315 	 -0.53685 	 
0.44523 	 -0.53321 	0.44523 	 -0.53744 	0.44523 	 -0.53908 	0.44523 	 -0.53363 	0.44523 	 -0.53729 	0.44523 	 -0.53793 	0.44523 	 -0.53408 	0.44523 	 -0.53212 	0.44523 	 -0.53321 	0.44523 	 -0.53533 	 
0.44726 	 -0.53157 	0.44726 	 -0.53625 	0.44726 	 -0.53759 	0.44726 	 -0.53209 	0.44726 	 -0.53571 	0.44726 	 -0.53639 	0.44726 	 -0.53268 	0.44726 	 -0.53034 	0.44726 	 -0.53157 	0.44726 	 -0.53380 	 
0.44924 	 -0.52993 	0.44924 	 -0.53505 	0.44924 	 -0.53610 	0.44924 	 -0.53055 	0.44924 	 -0.53409 	0.44924 	 -0.53485 	0.44924 	 -0.53130 	0.44924 	 -0.52858 	0.44924 	 -0.52993 	0.44924 	 -0.53226 	 
0.45117 	 -0.52834 	0.45117 	 -0.53400 	0.45117 	 -0.53461 	0.45117 	 -0.52904 	0.45117 	 -0.53252 	0.45117 	 -0.53331 	0.45117 	 -0.52991 	0.45117 	 -0.52685 	0.45117 	 -0.52834 	0.45117 	 -0.53077 	 
0.45306 	 -0.52681 	0.45306 	 -0.53310 	0.45306 	 -0.53315 	0.45306 	 -0.52758 	0.45306 	 -0.53102 	0.45306 	 -0.53180 	0.45306 	 -0.52851 	0.45306 	 -0.52517 	0.45306 	 -0.52681 	0.45306 	 -0.52933 	 
0.45490 	 -0.52531 	0.45490 	 -0.53211 	0.45490 	 -0.53180 	0.45490 	 -0.52625 	0.45490 	 -0.52962 	0.45490 	 -0.53033 	0.45490 	 -0.52717 	0.45490 	 -0.52348 	0.45490 	 -0.52531 	0.45490 	 -0.52793 	 
0.45669 	 -0.52381 	0.45669 	 -0.53105 	0.45669 	 -0.53052 	0.45669 	 -0.52490 	0.45669 	 -0.52835 	0.45669 	 -0.52894 	0.45669 	 -0.52584 	0.45669 	 -0.52176 	0.45669 	 -0.52381 	0.45669 	 -0.52655 	 
0.45844 	 -0.52229 	0.45844 	 -0.53016 	0.45844 	 -0.52928 	0.45844 	 -0.52339 	0.45844 	 -0.52721 	0.45844 	 -0.52763 	0.45844 	 -0.52449 	0.45844 	 -0.52005 	0.45844 	 -0.52229 	0.45844 	 -0.52520 	 
0.46014 	 -0.52070 	0.46014 	 -0.52936 	0.46014 	 -0.52806 	0.46014 	 -0.52185 	0.46014 	 -0.52608 	0.46014 	 -0.52638 	0.46014 	 -0.52321 	0.46014 	 -0.51836 	0.46014 	 -0.52070 	0.46014 	 -0.52386 	 
