x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	avg	
-0.46718 	 -0.92502 	-0.48240 	 -1.05346 	-0.46718 	 -1.40688 	-0.45196 	 -1.42035 	-0.46718 	 -1.40453 	-0.48240 	 -1.02868 	-0.46718 	 -0.91990 	-0.45196 	 -0.94626 	-0.45196 	 -1.13814 	 
-0.46580 	 -0.92538 	-0.48101 	 -1.04740 	-0.46580 	 -1.40674 	-0.45057 	 -1.42033 	-0.46580 	 -1.40447 	-0.48101 	 -1.02136 	-0.46580 	 -0.92017 	-0.45057 	 -0.94850 	-0.45057 	 -1.13679 	 
-0.46438 	 -0.92605 	-0.47959 	 -1.04081 	-0.46438 	 -1.40718 	-0.44916 	 -1.42031 	-0.46438 	 -1.40504 	-0.47959 	 -1.01352 	-0.46438 	 -0.92094 	-0.44916 	 -0.95030 	-0.44916 	 -1.13552 	 
-0.46292 	 -0.92721 	-0.47813 	 -1.03378 	-0.46292 	 -1.40818 	-0.44771 	 -1.42030 	-0.46292 	 -1.40621 	-0.47813 	 -1.00527 	-0.46292 	 -0.92229 	-0.44771 	 -0.95193 	-0.44771 	 -1.13440 	 
-0.46143 	 -0.92895 	-0.47664 	 -1.02639 	-0.46143 	 -1.40969 	-0.44622 	 -1.42032 	-0.46143 	 -1.40794 	-0.47664 	 -0.99676 	-0.46143 	 -0.92424 	-0.44622 	 -0.95331 	-0.44622 	 -1.13345 	 
-0.45991 	 -0.93122 	-0.47511 	 -1.01874 	-0.45991 	 -1.41166 	-0.44470 	 -1.42039 	-0.45991 	 -1.41020 	-0.47511 	 -0.98815 	-0.45991 	 -0.92673 	-0.44470 	 -0.95453 	-0.44470 	 -1.13270 	 
-0.45835 	 -0.93387 	-0.47354 	 -1.01097 	-0.45835 	 -1.41405 	-0.44314 	 -1.42052 	-0.45835 	 -1.41294 	-0.47354 	 -0.97962 	-0.45835 	 -0.92963 	-0.44314 	 -0.95601 	-0.44314 	 -1.13220 	 
-0.45675 	 -0.93687 	-0.47194 	 -1.00321 	-0.45675 	 -1.41685 	-0.44155 	 -1.42066 	-0.45675 	 -1.41613 	-0.47194 	 -0.97136 	-0.45675 	 -0.93266 	-0.44155 	 -0.95761 	-0.44155 	 -1.13192 	 
-0.45511 	 -0.94037 	-0.47029 	 -0.99562 	-0.45511 	 -1.41999 	-0.43991 	 -1.42080 	-0.45511 	 -1.41973 	-0.47029 	 -0.96358 	-0.45511 	 -0.93577 	-0.43991 	 -0.95906 	-0.43991 	 -1.13186 	 
-0.45343 	 -0.94434 	-0.46861 	 -0.98835 	-0.45343 	 -1.42342 	-0.43824 	 -1.42098 	-0.45343 	 -1.42369 	-0.46861 	 -0.95651 	-0.45343 	 -0.93914 	-0.43824 	 -0.96073 	-0.43824 	 -1.13215 	 
-0.45171 	 -0.94870 	-0.46688 	 -0.98159 	-0.45171 	 -1.42701 	-0.43653 	 -1.42114 	-0.45171 	 -1.42787 	-0.46688 	 -0.95033 	-0.45171 	 -0.94261 	-0.43653 	 -0.96272 	-0.43653 	 -1.13275 	 
-0.44996 	 -0.95338 	-0.46512 	 -0.97552 	-0.44996 	 -1.43054 	-0.43479 	 -1.42100 	-0.44996 	 -1.43204 	-0.46512 	 -0.94513 	-0.44996 	 -0.94588 	-0.43479 	 -0.96494 	-0.43479 	 -1.13355 	 
-0.44816 	 -0.95765 	-0.46331 	 -0.97029 	-0.44816 	 -1.43376 	-0.43300 	 -1.42026 	-0.44816 	 -1.43591 	-0.46331 	 -0.94099 	-0.44816 	 -0.94914 	-0.43300 	 -0.96788 	-0.43300 	 -1.13448 	 
-0.44632 	 -0.96066 	-0.46146 	 -0.96597 	-0.44632 	 -1.43633 	-0.43117 	 -1.41931 	-0.44632 	 -1.43908 	-0.46146 	 -0.93786 	-0.44632 	 -0.95281 	-0.43117 	 -0.97162 	-0.43117 	 -1.13545 	 
-0.44444 	 -0.96243 	-0.45957 	 -0.96260 	-0.44444 	 -1.43791 	-0.42930 	 -1.41863 	-0.44444 	 -1.44128 	-0.45957 	 -0.93568 	-0.44444 	 -0.95678 	-0.42930 	 -0.97572 	-0.42930 	 -1.13638 	 
-0.44252 	 -0.96364 	-0.45763 	 -0.96014 	-0.44252 	 -1.43844 	-0.42739 	 -1.41786 	-0.44252 	 -1.44258 	-0.45763 	 -0.93453 	-0.44252 	 -0.96062 	-0.42739 	 -0.98006 	-0.42739 	 -1.13723 	 
-0.44056 	 -0.96505 	-0.45566 	 -0.95855 	-0.44056 	 -1.43836 	-0.42544 	 -1.41704 	-0.44056 	 -1.44318 	-0.45566 	 -0.93453 	-0.44056 	 -0.96401 	-0.42544 	 -0.98437 	-0.42544 	 -1.13814 	 
-0.43855 	 -0.96720 	-0.45364 	 -0.95784 	-0.43855 	 -1.43846 	-0.42345 	 -1.41664 	-0.43855 	 -1.44372 	-0.45364 	 -0.93592 	-0.43855 	 -0.96703 	-0.42345 	 -0.98831 	-0.42345 	 -1.13939 	 
-0.43650 	 -0.97023 	-0.45157 	 -0.95820 	-0.43650 	 -1.43941 	-0.42142 	 -1.41529 	-0.43650 	 -1.44499 	-0.45157 	 -0.93909 	-0.43650 	 -0.97007 	-0.42142 	 -0.99210 	-0.42142 	 -1.14117 	 
-0.43441 	 -0.97381 	-0.44946 	 -0.95972 	-0.43441 	 -1.44152 	-0.41934 	 -1.41250 	-0.43441 	 -1.44719 	-0.44946 	 -0.94447 	-0.43441 	 -0.97329 	-0.41934 	 -0.99596 	-0.41934 	 -1.14356 	 
-0.43227 	 -0.97743 	-0.44730 	 -0.96244 	-0.43227 	 -1.44390 	-0.41722 	 -1.41035 	-0.43227 	 -1.44914 	-0.44730 	 -0.95217 	-0.43227 	 -0.97673 	-0.41722 	 -0.99990 	-0.41722 	 -1.14651 	 
-0.43009 	 -0.98134 	-0.44510 	 -0.96618 	-0.43009 	 -1.44448 	-0.41506 	 -1.40685 	-0.43009 	 -1.44841 	-0.44510 	 -0.96148 	-0.43009 	 -0.98054 	-0.41506 	 -1.00406 	-0.41506 	 -1.14917 	 
-0.42786 	 -0.98597 	-0.44286 	 -0.97092 	-0.42786 	 -1.44170 	-0.41285 	 -1.39707 	-0.42786 	 -1.44377 	-0.44286 	 -0.97212 	-0.42786 	 -0.98507 	-0.41285 	 -1.00821 	-0.41285 	 -1.15060 	 
-0.42559 	 -0.99070 	-0.44057 	 -0.97698 	-0.42559 	 -1.43451 	-0.41060 	 -1.38092 	-0.42559 	 -1.43490 	-0.44057 	 -0.98458 	-0.42559 	 -0.99027 	-0.41060 	 -1.01171 	-0.41060 	 -1.15057 	 
-0.42328 	 -0.99484 	-0.43823 	 -0.98437 	-0.42328 	 -1.42207 	-0.40831 	 -1.36177 	-0.42328 	 -1.42221 	-0.43823 	 -0.99773 	-0.42328 	 -0.99586 	-0.40831 	 -1.01519 	-0.40831 	 -1.14926 	 
-0.42091 	 -0.99865 	-0.43585 	 -0.99268 	-0.42091 	 -1.40475 	-0.40597 	 -1.33860 	-0.42091 	 -1.40725 	-0.43585 	 -1.00992 	-0.42091 	 -1.00165 	-0.40597 	 -1.01955 	-0.40597 	 -1.14663 	 
-0.41851 	 -1.00225 	-0.43342 	 -1.00115 	-0.41851 	 -1.38400 	-0.40358 	 -1.30557 	-0.41851 	 -1.38849 	-0.43342 	 -1.02065 	-0.41851 	 -1.00739 	-0.40358 	 -1.02418 	-0.40358 	 -1.14171 	 
-0.41606 	 -1.00564 	-0.43094 	 -1.00921 	-0.41606 	 -1.36204 	-0.40116 	 -1.26347 	-0.41606 	 -1.36537 	-0.43094 	 -1.02947 	-0.41606 	 -1.01355 	-0.40116 	 -1.02830 	-0.40116 	 -1.13463 	 
-0.41356 	 -1.00938 	-0.42842 	 -1.01773 	-0.41356 	 -1.34005 	-0.39868 	 -1.21753 	-0.41356 	 -1.34090 	-0.42842 	 -1.03764 	-0.41356 	 -1.02003 	-0.39868 	 -1.03218 	-0.39868 	 -1.12693 	 
-0.41102 	 -1.01480 	-0.42585 	 -1.02760 	-0.41102 	 -1.31879 	-0.39617 	 -1.17238 	-0.41102 	 -1.31691 	-0.42585 	 -1.04728 	-0.41102 	 -1.02577 	-0.39617 	 -1.03780 	-0.39617 	 -1.12017 	 
-0.40842 	 -1.02285 	-0.42323 	 -1.03797 	-0.40842 	 -1.30181 	-0.39360 	 -1.13775 	-0.40842 	 -1.29590 	-0.42323 	 -1.05625 	-0.40842 	 -1.03106 	-0.39360 	 -1.04600 	-0.39360 	 -1.11620 	 
-0.40579 	 -1.03191 	-0.42057 	 -1.04738 	-0.40579 	 -1.28731 	-0.39100 	 -1.11674 	-0.40579 	 -1.27696 	-0.42057 	 -1.06266 	-0.40579 	 -1.03632 	-0.39100 	 -1.05365 	-0.39100 	 -1.11412 	 
-0.40311 	 -1.03948 	-0.41785 	 -1.05405 	-0.40311 	 -1.26920 	-0.38834 	 -1.10341 	-0.40311 	 -1.25851 	-0.41785 	 -1.06855 	-0.40311 	 -1.04180 	-0.38834 	 -1.05926 	-0.38834 	 -1.11178 	 
-0.40038 	 -1.04585 	-0.41510 	 -1.05854 	-0.40038 	 -1.24788 	-0.38565 	 -1.09455 	-0.40038 	 -1.24192 	-0.41510 	 -1.07542 	-0.40038 	 -1.04916 	-0.38565 	 -1.06404 	-0.38565 	 -1.10967 	 
-0.39760 	 -1.05156 	-0.41229 	 -1.06384 	-0.39760 	 -1.22564 	-0.38290 	 -1.08742 	-0.39760 	 -1.22370 	-0.41229 	 -1.08285 	-0.39760 	 -1.05806 	-0.38290 	 -1.06782 	-0.38290 	 -1.10761 	 
-0.39478 	 -1.05562 	-0.40943 	 -1.07022 	-0.39478 	 -1.20369 	-0.38011 	 -1.07972 	-0.39478 	 -1.20361 	-0.40943 	 -1.09045 	-0.39478 	 -1.06550 	-0.38011 	 -1.07115 	-0.38011 	 -1.10499 	 
-0.39191 	 -1.05983 	-0.40653 	 -1.07692 	-0.39191 	 -1.18386 	-0.37728 	 -1.07166 	-0.39191 	 -1.18735 	-0.40653 	 -1.10084 	-0.39191 	 -1.07200 	-0.37728 	 -1.07520 	-0.37728 	 -1.10346 	 
-0.38900 	 -1.06626 	-0.40358 	 -1.08398 	-0.38900 	 -1.16814 	-0.37440 	 -1.06132 	-0.38900 	 -1.17650 	-0.40358 	 -1.11353 	-0.38900 	 -1.07963 	-0.37440 	 -1.07971 	-0.37440 	 -1.10363 	 
-0.38604 	 -1.07318 	-0.40059 	 -1.09059 	-0.38604 	 -1.15664 	-0.37147 	 -1.04695 	-0.38604 	 -1.17194 	-0.40059 	 -1.12135 	-0.38604 	 -1.08740 	-0.37147 	 -1.08439 	-0.37147 	 -1.10406 	 
-0.38303 	 -1.07948 	-0.39754 	 -1.09751 	-0.38303 	 -1.14619 	-0.36850 	 -1.03199 	-0.38303 	 -1.17310 	-0.39754 	 -1.12378 	-0.38303 	 -1.09552 	-0.36850 	 -1.08880 	-0.36850 	 -1.10455 	 
-0.37997 	 -1.08539 	-0.39445 	 -1.10573 	-0.37997 	 -1.13768 	-0.36548 	 -1.02009 	-0.37997 	 -1.17254 	-0.39445 	 -1.12813 	-0.37997 	 -1.10490 	-0.36548 	 -1.09243 	-0.36548 	 -1.10586 	 
-0.37687 	 -1.09068 	-0.39131 	 -1.11207 	-0.37687 	 -1.13395 	-0.36242 	 -1.01104 	-0.37687 	 -1.16590 	-0.39131 	 -1.13716 	-0.37687 	 -1.11337 	-0.36242 	 -1.09550 	-0.36242 	 -1.10746 	 
-0.37372 	 -1.09580 	-0.38812 	 -1.11260 	-0.37372 	 -1.12923 	-0.35931 	 -1.00317 	-0.37372 	 -1.15752 	-0.38812 	 -1.14945 	-0.37372 	 -1.12008 	-0.35931 	 -1.09796 	-0.35931 	 -1.10823 	 
-0.37053 	 -1.10030 	-0.38489 	 -1.11072 	-0.37053 	 -1.12024 	-0.35616 	 -0.99645 	-0.37053 	 -1.14799 	-0.38489 	 -1.16102 	-0.37053 	 -1.12625 	-0.35616 	 -1.09935 	-0.35616 	 -1.10779 	 
-0.36729 	 -1.10331 	-0.38161 	 -1.11143 	-0.36729 	 -1.11199 	-0.35296 	 -0.99087 	-0.36729 	 -1.13622 	-0.38161 	 -1.16677 	-0.36729 	 -1.13083 	-0.35296 	 -1.09959 	-0.35296 	 -1.10638 	 
-0.36401 	 -1.10556 	-0.37828 	 -1.11206 	-0.36401 	 -1.10562 	-0.34972 	 -0.98525 	-0.36401 	 -1.12420 	-0.37828 	 -1.16737 	-0.36401 	 -1.13168 	-0.34972 	 -1.09895 	-0.34972 	 -1.10384 	 
-0.36067 	 -1.10743 	-0.37490 	 -1.11337 	-0.36067 	 -1.10074 	-0.34643 	 -0.97990 	-0.36067 	 -1.11211 	-0.37490 	 -1.16575 	-0.36067 	 -1.12960 	-0.34643 	 -1.09737 	-0.34643 	 -1.10078 	 
-0.35730 	 -1.10850 	-0.37148 	 -1.11675 	-0.35730 	 -1.09702 	-0.34310 	 -0.97513 	-0.35730 	 -1.10048 	-0.37148 	 -1.16215 	-0.35730 	 -1.12657 	-0.34310 	 -1.09472 	-0.34310 	 -1.09767 	 
-0.35387 	 -1.10914 	-0.36801 	 -1.11830 	-0.35387 	 -1.09114 	-0.33972 	 -0.97044 	-0.35387 	 -1.08745 	-0.36801 	 -1.15908 	-0.35387 	 -1.12288 	-0.33972 	 -1.09125 	-0.33972 	 -1.09371 	 
-0.35041 	 -1.10973 	-0.36450 	 -1.12296 	-0.35041 	 -1.08507 	-0.33630 	 -0.96537 	-0.35041 	 -1.07268 	-0.36450 	 -1.15683 	-0.35041 	 -1.11771 	-0.33630 	 -1.08717 	-0.33630 	 -1.08969 	 
-0.34689 	 -1.10916 	-0.36094 	 -1.13279 	-0.34689 	 -1.08234 	-0.33283 	 -0.95859 	-0.34689 	 -1.06084 	-0.36094 	 -1.15324 	-0.34689 	 -1.11071 	-0.33283 	 -1.08243 	-0.33283 	 -1.08626 	 
-0.34333 	 -1.10609 	-0.35733 	 -1.13636 	-0.34333 	 -1.07803 	-0.32932 	 -0.95068 	-0.34333 	 -1.04964 	-0.35733 	 -1.14721 	-0.34333 	 -1.10226 	-0.32932 	 -1.07711 	-0.32932 	 -1.08092 	 
-0.33973 	 -1.10139 	-0.35368 	 -1.13356 	-0.33973 	 -1.06960 	-0.32577 	 -0.94372 	-0.33973 	 -1.03437 	-0.35368 	 -1.13593 	-0.33973 	 -1.09322 	-0.32577 	 -1.07124 	-0.32577 	 -1.07288 	 
-0.33608 	 -1.09621 	-0.34998 	 -1.13308 	-0.33608 	 -1.06229 	-0.32217 	 -0.93825 	-0.33608 	 -1.01942 	-0.34998 	 -1.12550 	-0.33608 	 -1.08424 	-0.32217 	 -1.06468 	-0.32217 	 -1.06546 	 
-0.33239 	 -1.09044 	-0.34623 	 -1.13451 	-0.33239 	 -1.05775 	-0.31853 	 -0.93379 	-0.33239 	 -1.00836 	-0.34623 	 -1.12022 	-0.33239 	 -1.07481 	-0.31853 	 -1.05761 	-0.31853 	 -1.05969 	 
-0.32866 	 -1.08498 	-0.34244 	 -1.13321 	-0.32866 	 -1.05376 	-0.31485 	 -0.92930 	-0.32866 	 -0.99893 	-0.34244 	 -1.11204 	-0.32866 	 -1.06417 	-0.31485 	 -1.05019 	-0.31485 	 -1.05332 	 
-0.32488 	 -1.08029 	-0.33861 	 -1.12586 	-0.32488 	 -1.04765 	-0.31112 	 -0.92575 	-0.32488 	 -0.98854 	-0.33861 	 -1.09753 	-0.32488 	 -1.05245 	-0.31112 	 -1.04205 	-0.31112 	 -1.04501 	 
-0.32105 	 -1.07486 	-0.33474 	 -1.11491 	-0.32105 	 -1.03919 	-0.30736 	 -0.92396 	-0.32105 	 -0.97594 	-0.33474 	 -1.07949 	-0.32105 	 -1.04045 	-0.30736 	 -1.03349 	-0.30736 	 -1.03529 	 
-0.31719 	 -1.06917 	-0.33081 	 -1.10648 	-0.31719 	 -1.02929 	-0.30355 	 -0.92056 	-0.31719 	 -0.96377 	-0.33081 	 -1.05860 	-0.31719 	 -1.02909 	-0.30355 	 -1.02544 	-0.30355 	 -1.02530 	 
-0.31328 	 -1.06419 	-0.32685 	 -1.09621 	-0.31328 	 -1.01754 	-0.29969 	 -0.91499 	-0.31328 	 -0.95551 	-0.32685 	 -1.03724 	-0.31328 	 -1.01889 	-0.29969 	 -1.01751 	-0.29969 	 -1.01526 	 
-0.30933 	 -1.05810 	-0.32284 	 -1.08153 	-0.30933 	 -1.00812 	-0.29580 	 -0.91094 	-0.30933 	 -0.95010 	-0.32284 	 -1.01957 	-0.30933 	 -1.00961 	-0.29580 	 -1.00863 	-0.29580 	 -1.00583 	 
-0.30534 	 -1.05007 	-0.31879 	 -1.07150 	-0.30534 	 -1.00121 	-0.29187 	 -0.90687 	-0.30534 	 -0.94535 	-0.31879 	 -1.00601 	-0.30534 	 -1.00121 	-0.29187 	 -0.99885 	-0.29187 	 -0.99763 	 
-0.30130 	 -1.04115 	-0.31470 	 -1.06584 	-0.30130 	 -0.98987 	-0.28789 	 -0.89974 	-0.30130 	 -0.94006 	-0.31470 	 -0.99343 	-0.30130 	 -0.99384 	-0.28789 	 -0.98867 	-0.28789 	 -0.98907 	 
-0.29723 	 -1.03089 	-0.31056 	 -1.05845 	-0.29723 	 -0.97429 	-0.28388 	 -0.89245 	-0.29723 	 -0.93518 	-0.31056 	 -0.98296 	-0.29723 	 -0.98706 	-0.28388 	 -0.97838 	-0.28388 	 -0.97996 	 
