x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	
-0.50000 	 -0.43189 	-0.51497 	 -0.16595 	-0.50000 	 -0.54204 	-0.48503 	 -0.99071 	-0.50000 	 -0.54001 	-0.51497 	 -0.16237 	-0.50000 	 -0.44141 	-0.48503 	 -0.75761 	-0.50000 	 -0.43189 	 
-0.49995 	 -0.64550 	-0.51492 	 -0.46349 	-0.49995 	 -0.76306 	-0.48498 	 -1.46412 	-0.49995 	 -0.76487 	-0.51492 	 -0.45929 	-0.49995 	 -0.64376 	-0.48498 	 -1.15370 	-0.49995 	 -0.64550 	 
-0.49979 	 -0.57972 	-0.51476 	 -0.34981 	-0.49979 	 -0.69718 	-0.48481 	 -1.32364 	-0.49979 	 -0.69726 	-0.51476 	 -0.34572 	-0.49979 	 -0.57911 	-0.48481 	 -1.01952 	-0.49979 	 -0.57972 	 
-0.49952 	 -0.66375 	-0.51450 	 -0.41411 	-0.49952 	 -0.79188 	-0.48454 	 -1.42574 	-0.49952 	 -0.79226 	-0.51450 	 -0.40967 	-0.49952 	 -0.66310 	-0.48454 	 -1.08681 	-0.49952 	 -0.66375 	 
-0.49915 	 -0.69022 	-0.51413 	 -0.42533 	-0.49915 	 -0.82668 	-0.48417 	 -1.44507 	-0.49915 	 -0.82709 	-0.51413 	 -0.42078 	-0.49915 	 -0.68861 	-0.48417 	 -1.06958 	-0.49915 	 -0.69022 	 
-0.49867 	 -0.75528 	-0.51366 	 -0.47774 	-0.49867 	 -0.90723 	-0.48368 	 -1.49467 	-0.49867 	 -0.90696 	-0.51366 	 -0.47292 	-0.49867 	 -0.75596 	-0.48368 	 -1.07522 	-0.49867 	 -0.75528 	 
-0.49809 	 -0.82762 	-0.51309 	 -0.55963 	-0.49809 	 -0.99337 	-0.48309 	 -1.56872 	-0.49809 	 -0.99365 	-0.51309 	 -0.55454 	-0.49809 	 -0.82667 	-0.48309 	 -1.09673 	-0.49809 	 -0.82762 	 
-0.49741 	 -0.87516 	-0.51241 	 -0.60849 	-0.49741 	 -1.05725 	-0.48240 	 -1.57528 	-0.49741 	 -1.05712 	-0.51241 	 -0.60316 	-0.49741 	 -0.87512 	-0.48240 	 -1.06215 	-0.49741 	 -0.87516 	 
-0.49663 	 -0.94335 	-0.51165 	 -0.69340 	-0.49663 	 -1.14378 	-0.48161 	 -1.61311 	-0.49663 	 -1.14371 	-0.51165 	 -0.68777 	-0.49663 	 -0.94339 	-0.48161 	 -1.06269 	-0.49663 	 -0.94335 	 
-0.49580 	 -0.98446 	-0.51083 	 -0.75030 	-0.49580 	 -1.20164 	-0.48077 	 -1.60626 	-0.49580 	 -1.20166 	-0.51083 	 -0.74440 	-0.49580 	 -0.98379 	-0.48077 	 -1.03522 	-0.49580 	 -0.98446 	 
-0.49497 	 -1.02194 	-0.51001 	 -0.80398 	-0.49497 	 -1.25707 	-0.47993 	 -1.59421 	-0.49497 	 -1.25691 	-0.51001 	 -0.79780 	-0.49497 	 -1.02195 	-0.47993 	 -1.01798 	-0.49497 	 -1.02194 	 
-0.49415 	 -1.05190 	-0.50920 	 -0.85486 	-0.49415 	 -1.30345 	-0.47909 	 -1.58282 	-0.49415 	 -1.30340 	-0.50920 	 -0.84841 	-0.49415 	 -1.05136 	-0.47909 	 -1.00958 	-0.49415 	 -1.05190 	 
-0.49331 	 -1.06958 	-0.50837 	 -0.89048 	-0.49331 	 -1.33763 	-0.47825 	 -1.55710 	-0.49331 	 -1.33750 	-0.50837 	 -0.88377 	-0.49331 	 -1.06913 	-0.47825 	 -0.99450 	-0.49331 	 -1.06958 	 
-0.49247 	 -1.08673 	-0.50754 	 -0.92930 	-0.49247 	 -1.37134 	-0.47740 	 -1.54247 	-0.49247 	 -1.37122 	-0.50754 	 -0.92232 	-0.49247 	 -1.08625 	-0.47740 	 -0.99214 	-0.49247 	 -1.08673 	 
-0.49162 	 -1.09439 	-0.50670 	 -0.95790 	-0.49162 	 -1.39498 	-0.47654 	 -1.52232 	-0.49162 	 -1.39486 	-0.50670 	 -0.95065 	-0.49162 	 -1.09363 	-0.47654 	 -0.98438 	-0.49162 	 -1.09439 	 
-0.49077 	 -1.09987 	-0.50586 	 -0.98520 	-0.49077 	 -1.41684 	-0.47567 	 -1.50837 	-0.49077 	 -1.41670 	-0.50586 	 -0.97767 	-0.49077 	 -1.09918 	-0.47567 	 -0.98175 	-0.49077 	 -1.09987 	 
-0.48990 	 -1.10077 	-0.50500 	 -1.00893 	-0.48990 	 -1.43370 	-0.47479 	 -1.49677 	-0.48990 	 -1.43357 	-0.50500 	 -1.00111 	-0.48990 	 -1.09981 	-0.47479 	 -0.97943 	-0.48990 	 -1.10077 	 
-0.48902 	 -1.09801 	-0.50413 	 -1.02868 	-0.48902 	 -1.44695 	-0.47390 	 -1.48664 	-0.48902 	 -1.44681 	-0.50413 	 -1.02056 	-0.48902 	 -1.09697 	-0.47390 	 -0.97679 	-0.48902 	 -1.09801 	 
-0.48813 	 -1.09315 	-0.50325 	 -1.04713 	-0.48813 	 -1.45789 	-0.47300 	 -1.48017 	-0.48813 	 -1.45776 	-0.50325 	 -1.03869 	-0.48813 	 -1.09195 	-0.47300 	 -0.97627 	-0.48813 	 -1.09315 	 
-0.48722 	 -1.08527 	-0.50235 	 -1.06220 	-0.48722 	 -1.46544 	-0.47209 	 -1.47382 	-0.48722 	 -1.46531 	-0.50235 	 -1.05344 	-0.48722 	 -1.08388 	-0.47209 	 -0.97457 	-0.48722 	 -1.08527 	 
-0.48630 	 -1.07607 	-0.50144 	 -1.07573 	-0.48630 	 -1.47127 	-0.47116 	 -1.46955 	-0.48630 	 -1.47114 	-0.50144 	 -1.06663 	-0.48630 	 -1.07455 	-0.47116 	 -0.97405 	-0.48630 	 -1.07607 	 
-0.48536 	 -1.06533 	-0.50051 	 -1.08721 	-0.48536 	 -1.47480 	-0.47021 	 -1.46598 	-0.48536 	 -1.47468 	-0.50051 	 -1.07774 	-0.48536 	 -1.06362 	-0.47021 	 -0.97341 	-0.48536 	 -1.06533 	 
-0.48441 	 -1.05382 	-0.49956 	 -1.09682 	-0.48441 	 -1.47670 	-0.46924 	 -1.46314 	-0.48441 	 -1.47660 	-0.49956 	 -1.08697 	-0.48441 	 -1.05197 	-0.46924 	 -0.97284 	-0.48441 	 -1.05382 	 
-0.48343 	 -1.04212 	-0.49860 	 -1.10501 	-0.48343 	 -1.47721 	-0.46826 	 -1.46114 	-0.48343 	 -1.47710 	-0.49860 	 -1.09476 	-0.48343 	 -1.04010 	-0.46826 	 -0.97266 	-0.48343 	 -1.04212 	 
-0.48244 	 -1.03056 	-0.49761 	 -1.11156 	-0.48244 	 -1.47638 	-0.46726 	 -1.45929 	-0.48244 	 -1.47628 	-0.49761 	 -1.10087 	-0.48244 	 -1.02840 	-0.46726 	 -0.97225 	-0.48244 	 -1.03056 	 
-0.48142 	 -1.01980 	-0.49660 	 -1.11679 	-0.48142 	 -1.47462 	-0.46624 	 -1.45789 	-0.48142 	 -1.47454 	-0.49660 	 -1.10565 	-0.48142 	 -1.01753 	-0.46624 	 -0.97201 	-0.48142 	 -1.01980 	 
-0.48038 	 -1.01009 	-0.49556 	 -1.12073 	-0.48038 	 -1.47202 	-0.46519 	 -1.45666 	-0.48038 	 -1.47194 	-0.49556 	 -1.10910 	-0.48038 	 -1.00771 	-0.46519 	 -0.97166 	-0.48038 	 -1.01009 	 
-0.47932 	 -1.00165 	-0.49451 	 -1.12341 	-0.47932 	 -1.46883 	-0.46412 	 -1.45557 	-0.47932 	 -1.46877 	-0.49451 	 -1.11127 	-0.47932 	 -0.99918 	-0.46412 	 -0.97129 	-0.47932 	 -1.00165 	 
-0.47823 	 -0.99453 	-0.49343 	 -1.12499 	-0.47823 	 -1.46526 	-0.46303 	 -1.45470 	-0.47823 	 -1.46521 	-0.49343 	 -1.11231 	-0.47823 	 -0.99197 	-0.46303 	 -0.97098 	-0.47823 	 -0.99453 	 
-0.47712 	 -0.98861 	-0.49232 	 -1.12547 	-0.47712 	 -1.46144 	-0.46191 	 -1.45389 	-0.47712 	 -1.46139 	-0.49232 	 -1.11222 	-0.47712 	 -0.98598 	-0.46191 	 -0.97055 	-0.47712 	 -0.98861 	 
-0.47598 	 -0.98385 	-0.49118 	 -1.12495 	-0.47598 	 -1.45756 	-0.46077 	 -1.45323 	-0.47598 	 -1.45753 	-0.49118 	 -1.11109 	-0.47598 	 -0.98114 	-0.46077 	 -0.97028 	-0.47598 	 -0.98385 	 
-0.47481 	 -0.98010 	-0.49002 	 -1.12347 	-0.47481 	 -1.45376 	-0.45959 	 -1.45266 	-0.47481 	 -1.45374 	-0.49002 	 -1.10898 	-0.47481 	 -0.97729 	-0.45959 	 -0.97062 	-0.47481 	 -0.98010 	 
-0.47362 	 -0.97719 	-0.48883 	 -1.12109 	-0.47362 	 -1.45017 	-0.45840 	 -1.45216 	-0.47362 	 -1.45016 	-0.48883 	 -1.10593 	-0.47362 	 -0.97428 	-0.45840 	 -0.97213 	-0.47362 	 -0.97719 	 
-0.47239 	 -0.97501 	-0.48760 	 -1.11788 	-0.47239 	 -1.44692 	-0.45717 	 -1.45176 	-0.47239 	 -1.44693 	-0.48760 	 -1.10203 	-0.47239 	 -0.97198 	-0.45717 	 -0.97484 	-0.47239 	 -0.97501 	 
-0.47114 	 -0.97343 	-0.48635 	 -1.11387 	-0.47114 	 -1.44412 	-0.45591 	 -1.45139 	-0.47114 	 -1.44413 	-0.48635 	 -1.09731 	-0.47114 	 -0.97025 	-0.45591 	 -0.97785 	-0.47114 	 -0.97343 	 
-0.46985 	 -0.97237 	-0.48507 	 -1.10914 	-0.46985 	 -1.44183 	-0.45463 	 -1.45109 	-0.46985 	 -1.44185 	-0.48507 	 -1.09186 	-0.46985 	 -0.96902 	-0.45463 	 -0.98040 	-0.46985 	 -0.97237 	 
-0.46853 	 -0.97169 	-0.48375 	 -1.10374 	-0.46853 	 -1.44011 	-0.45331 	 -1.45084 	-0.46853 	 -1.44012 	-0.48375 	 -1.08573 	-0.46853 	 -0.96822 	-0.45331 	 -0.98225 	-0.46853 	 -0.97169 	 
