   n        time         Clv         Cdv
     669   383.62510  -0.0004215   0.0048136
     670   383.75010  -0.0003704   0.0047128
     671   383.87520  -0.0003455   0.0046683
     672   384.00010  -0.0003195   0.0046300
     673   384.12510  -0.0002952   0.0045947
     674   384.25020  -0.0002762   0.0045776
     675   384.37510  -0.0002628   0.0045624
     676   384.50030  -0.0002502   0.0045389
     677   384.62520  -0.0002290   0.0045093
     678   384.75020  -0.0002121   0.0044817
     679   384.87520  -0.0001986   0.0044582
     680   385.00010  -0.0001949   0.0044575
     681   385.12510  -0.0001932   0.0044683
     682   385.25020  -0.0001930   0.0044729
     683   385.37510  -0.0001944   0.0044771
     684   385.50020  -0.0001837   0.0044659
     685   385.62510  -0.0001932   0.0044944
     686   385.75020  -0.0002244   0.0045608
     687   385.87510  -0.0002503   0.0046159
     688   386.00020  -0.0002732   0.0046627
     689   386.12520  -0.0002944   0.0047029
     690   386.25020  -0.0003129   0.0047335
     691   386.37520  -0.0003371   0.0047746
     692   386.50010  -0.0003568   0.0048081
     693   386.62510  -0.0003789   0.0048466
     694   386.75020  -0.0003984   0.0048762
     695   386.87520  -0.0004182   0.0049072
     696   387.00020  -0.0004411   0.0049440
     697   387.12520  -0.0004618   0.0049780
     698   387.25010  -0.0004756   0.0049959
     699   387.37510  -0.0004852   0.0050081
     700   387.50020  -0.0004907   0.0050130
     701   387.62520  -0.0004965   0.0050191
     702   387.75020  -0.0005052   0.0050301
     703   387.87510  -0.0005059   0.0050257
     704   388.00020  -0.0005037   0.0050193
     705   388.12520  -0.0005161   0.0050432
     706   388.25030  -0.0005394   0.0050857
     707   388.37510  -0.0005524   0.0051022
     708   388.50010  -0.0005593   0.0051066
     709   388.62510  -0.0005564   0.0050886
     710   388.75020  -0.0005467   0.0050601
     711   388.87520  -0.0005322   0.0050267
     712   389.00020  -0.0005165   0.0049941
     713   389.12510  -0.0005008   0.0049553
     714   389.25020  -0.0004842   0.0049097
     715   389.37510  -0.0004690   0.0048650
     716   389.50020  -0.0004568   0.0048291
     717   389.62520  -0.0004423   0.0047965
     718   389.75010  -0.0004241   0.0047627
     719   389.87520  -0.0003931   0.0047069
     720   390.00010  -0.0003675   0.0046562
     721   390.12510  -0.0003441   0.0046191
     722   390.25010  -0.0003219   0.0045817
     723   390.37520  -0.0003006   0.0045514
     724   390.50020  -0.0002915   0.0045408
     725   390.62510  -0.0002829   0.0045432
     726   390.75010  -0.0002712   0.0045355
     727   390.87520  -0.0002650   0.0045381
     728   391.00010  -0.0002685   0.0045546
     729   391.12510  -0.0002751   0.0045753
     730   391.25020  -0.0002899   0.0046145
     731   391.37520  -0.0003114   0.0046718
     732   391.50010  -0.0003369   0.0047410
     733   391.62510  -0.0003575   0.0048005
     734   391.75020  -0.0003891   0.0048780
     735   391.87520  -0.0004190   0.0049468
     736   392.00010  -0.0004557   0.0050264
     737   392.12510  -0.0004874   0.0050867
     738   392.25010  -0.0005299   0.0051655
     739   392.37510  -0.0005785   0.0052535
     740   392.50020  -0.0006289   0.0053594
     741   392.62510  -0.0006792   0.0054534
     742   392.75020  -0.0007402   0.0055626
     743   392.87520  -0.0007985   0.0056635
     744   393.00020  -0.0008485   0.0057520
     745   393.12510  -0.0008875   0.0058176
     746   393.25010  -0.0009189   0.0058652
     747   393.37520  -0.0009457   0.0059037
     748   393.50020  -0.0009688   0.0059348
     749   393.62510  -0.0009930   0.0059684
     750   393.75020  -0.0010143   0.0060142
     751   393.87510  -0.0010182   0.0060149
     752   394.00010  -0.0010257   0.0060133
     753   394.12520  -0.0010252   0.0060141
     754   394.25020  -0.0010237   0.0060062
     755   394.37510  -0.0010183   0.0059902
     756   394.50020  -0.0009959   0.0059454
     757   394.62510  -0.0009789   0.0059093
     758   394.75020  -0.0009620   0.0058661
     759   394.87510  -0.0009370   0.0058088
     760   395.00020  -0.0009027   0.0057346
     761   395.12510  -0.0008648   0.0056579
     762   395.25020  -0.0008248   0.0055731
     763   395.37520  -0.0007831   0.0054807
     764   395.50010  -0.0007333   0.0053728
     765   395.62510  -0.0006757   0.0052525
     766   395.75020  -0.0006170   0.0051360
     767   395.87520  -0.0005587   0.0050215
     768   396.00020  -0.0004992   0.0049053
     769   396.12520  -0.0004389   0.0047913
     770   396.25020  -0.0003808   0.0046846
     771   396.37520  -0.0003307   0.0045960
     772   396.50020  -0.0002708   0.0044974
     773   396.62520  -0.0002317   0.0044393
     774   396.75030  -0.0001968   0.0043973
     775   396.87520  -0.0001558   0.0043524
     776   397.00020  -0.0001290   0.0043370
     777   397.12530  -0.0001086   0.0043317
     778   397.25010  -0.0000743   0.0042987
     779   397.37520  -0.0000725   0.0043135
     780   397.50020  -0.0000704   0.0043262
     781   397.62510  -0.0000647   0.0043334
     782   397.75010  -0.0000690   0.0043537
     783   397.87520  -0.0000795   0.0043805
     784   398.00020  -0.0001000   0.0044231
     785   398.12520  -0.0001276   0.0044793
     786   398.25010  -0.0001532   0.0045313
     787   398.37530  -0.0001878   0.0046018
     788   398.50020  -0.0002279   0.0046796
     789   398.62510  -0.0002718   0.0047623
     790   398.75010  -0.0003156   0.0048450
     791   398.87510  -0.0003650   0.0049407
     792   399.00010  -0.0004121   0.0050270
     793   399.12520  -0.0004508   0.0050923
     794   399.25020  -0.0004845   0.0051465
     795   399.37520  -0.0005098   0.0051807
     796   399.50020  -0.0005229   0.0051941
     797   399.62520  -0.0005354   0.0052125
     798   399.75020  -0.0005503   0.0052421
     799   399.87510  -0.0005632   0.0052600
     800   400.00010  -0.0005548   0.0052307
