   n        time         Clp         Cdp
     115   314.37530   0.9131009   0.5120226
     116   314.50030   0.8861975   0.5090524
     117   314.62530   0.8613784   0.5062493
     118   314.75020   0.8360229   0.5032428
     119   314.87530   0.8130594   0.5007666
     120   315.00020   0.7885973   0.4966823
     121   315.12520   0.7699807   0.4949489
     122   315.25020   0.7479758   0.4907236
     123   315.37520   0.7269448   0.4864240
     124   315.50030   0.7064738   0.4807029
     125   315.62520   0.6902455   0.4761427
     126   315.75020   0.6737106   0.4705146
     127   315.87520   0.6576683   0.4640587
     128   316.00020   0.6471655   0.4595398
     129   316.12530   0.6368029   0.4541826
     130   316.25020   0.6312453   0.4497287
     131   316.37530   0.6169801   0.4404111
     132   316.50020   0.6043264   0.4314361
     133   316.62520   0.5927659   0.4225425
     134   316.75030   0.5790729   0.4122737
     135   316.87530   0.5621259   0.4001758
     136   317.00030   0.5467738   0.3885062
     137   317.12520   0.5398482   0.3807995
     138   317.25020   0.5373956   0.3750014
     139   317.37530   0.5194593   0.3622889
     140   317.50030   0.5064114   0.3513883
     141   317.62520   0.4999845   0.3423110
     142   317.75030   0.4978515   0.3351894
     143   317.87530   0.4941875   0.3271572
     144   318.00030   0.4911767   0.3197472
     145   318.12530   0.4892987   0.3128598
     146   318.25020   0.4908995   0.3073431
     147   318.37520   0.5013045   0.3070283
     148   318.50020   0.5128849   0.3072867
     149   318.62530   0.5230749   0.3059938
     150   318.75030   0.5290933   0.3021839
     151   318.87530   0.5401694   0.3010153
     152   319.00020   0.5533732   0.3013078
     153   319.12520   0.5660520   0.3009061
     154   319.25020   0.5786210   0.3009287
     155   319.37520   0.5947878   0.3034763
     156   319.50030   0.6109637   0.3065203
     157   319.62520   0.6290964   0.3113231
     158   319.75020   0.6470429   0.3168730
     159   319.87530   0.6638111   0.3224874
     160   320.00020   0.6774317   0.3268950
     161   320.12520   0.6883644   0.3302697
     162   320.25020   0.7006705   0.3345273
     163   320.37530   0.7147694   0.3405077
     164   320.50030   0.7262529   0.3454852
     165   320.62530   0.7356798   0.3498148
     166   320.75020   0.7450561   0.3550053
     167   320.87520   0.7530948   0.3601110
     168   321.00030   0.7585878   0.3643506
     169   321.12530   0.7606291   0.3676825
     170   321.25020   0.7597366   0.3706182
     171   321.37520   0.7569579   0.3722234
     172   321.50030   0.7556014   0.3744103
     173   321.62530   0.7524676   0.3762088
     174   321.75030   0.7462703   0.3766652
     175   321.87530   0.7390113   0.3767713
     176   322.00030   0.7296952   0.3763852
     177   322.12530   0.7198707   0.3760120
     178   322.25020   0.7105583   0.3762864
     179   322.37520   0.6990402   0.3762042
     180   322.50030   0.6858752   0.3747248
     181   322.62530   0.6730904   0.3729463
     182   322.75030   0.6616201   0.3718022
     183   322.87520   0.6503814   0.3702418
     184   323.00030   0.6387107   0.3680240
     185   323.12520   0.6287654   0.3663827
     186   323.25020   0.6210713   0.3654062
     187   323.37530   0.6161718   0.3657640
     188   323.50030   0.6106495   0.3650606
     189   323.62520   0.6040470   0.3629542
     190   323.75030   0.6003851   0.3618140
     191   323.87530   0.5989922   0.3617386
     192   324.00030   0.5983919   0.3615029
     193   324.12530   0.5970660   0.3603857
     194   324.25020   0.5963850   0.3588922
     195   324.37520   0.5982082   0.3580162
     196   324.50030   0.5997433   0.3560205
     197   324.62530   0.6042542   0.3549643
     198   324.75020   0.6097848   0.3544227
     199   324.87520   0.6155961   0.3533311
     200   325.00020   0.6220307   0.3525587
     201   325.12530   0.6278930   0.3516926
     202   325.25030   0.6343593   0.3506767
     203   325.37530   0.6419927   0.3503895
     204   325.50020   0.6495946   0.3506904
     205   325.62530   0.6557152   0.3506404
     206   325.75020   0.6594106   0.3498623
     207   325.87520   0.6643760   0.3502821
     208   326.00020   0.6686963   0.3502769
     209   326.12520   0.6710487   0.3493932
     210   326.25030   0.6733130   0.3487128
     211   326.37520   0.6740816   0.3474732
     212   326.50030   0.6775478   0.3478746
     213   326.62520   0.6800496   0.3484066
     214   326.75020   0.6815244   0.3485594
     215   326.87530   0.6824471   0.3490257
     216   327.00020   0.6821656   0.3488508
     217   327.12520   0.6802663   0.3482533
     218   327.25030   0.6767331   0.3468313
     219   327.37520   0.6739882   0.3453080
     220   327.50020   0.6729772   0.3453996
     221   327.62520   0.6699655   0.3450901
     222   327.75020   0.6653483   0.3435670
     223   327.87520   0.6619619   0.3429232
     224   328.00020   0.6598474   0.3432647
     225   328.12520   0.6586232   0.3441493
     226   328.25020   0.6550613   0.3438960
     227   328.37530   0.6494871   0.3428121
     228   328.50020   0.6465369   0.3435061
     229   328.62530   0.6468685   0.3461312
     230   328.75030   0.6451780   0.3480651
     231   328.87520   0.6431365   0.3495041
     232   329.00030   0.6405991   0.3509419
     233   329.12520   0.6391791   0.3531587
     234   329.25030   0.6366345   0.3544164
     235   329.37520   0.6346699   0.3556916
     236   329.50030   0.6353179   0.3581673
     237   329.62520   0.6359355   0.3604432
     238   329.75030   0.6357569   0.3621089
     239   329.87530   0.6351232   0.3632166
     240   330.00020   0.6348299   0.3638868
     241   330.12510   0.6341726   0.3640376
     242   330.25010   0.6311220   0.3629773
     243   330.37520   0.6272968   0.3610809
     244   330.50010   0.6232944   0.3585068
     245   330.62520   0.6189388   0.3562702
     246   330.75010   0.6148708   0.3543954
     247   330.87510   0.6116859   0.3526144
     248   331.00010   0.6100119   0.3516187
     249   331.12510   0.6082501   0.3506111
     250   331.25020   0.6051940   0.3489368
     251   331.37510   0.6015537   0.3468723
     252   331.50020   0.5986526   0.3448783
     253   331.62510   0.5959015   0.3427365
     254   331.75020   0.5929388   0.3403000
     255   331.87510   0.5904349   0.3376740
     256   332.00020   0.5883485   0.3352939
     257   332.12510   0.5860535   0.3329360
     258   332.25010   0.5846991   0.3311821
     259   332.37500   0.5844396   0.3300812
     260   332.50010   0.5848601   0.3296353
     261   332.62510   0.5850339   0.3295695
     262   332.75020   0.5849558   0.3294263
     263   332.87510   0.5864033   0.3303021
     264   333.00010   0.5888055   0.3320933
     265   333.12520   0.5900250   0.3336035
     266   333.25000   0.5911743   0.3352912
     267   333.37510   0.5918194   0.3369350
     268   333.50010   0.5918838   0.3380792
     269   333.62510   0.5899799   0.3383475
     270   333.75000   0.5873964   0.3381182
     271   333.87510   0.5834924   0.3371682
     272   334.00010   0.5792954   0.3366959
     273   334.12500   0.5746874   0.3362648
     274   334.25010   0.5700684   0.3357805
     275   334.37500   0.5656435   0.3353223
     276   334.50010   0.5603090   0.3348180
     277   334.62500   0.5540448   0.3336116
     278   334.75010   0.5472815   0.3317107
     279   334.87520   0.5408293   0.3298193
     280   335.00010   0.5365568   0.3287869
     281   335.12510   0.5317010   0.3276391
     282   335.25010   0.5274454   0.3267748
     283   335.37520   0.5226865   0.3254247
     284   335.50000   0.5173970   0.3235762
     285   335.62510   0.5136440   0.3223862
     286   335.75010   0.5090580   0.3207186
     287   335.87510   0.5054970   0.3190962
     288   336.00000   0.5011426   0.3161418
     289   336.12510   0.4992273   0.3139549
     290   336.25000   0.4984664   0.3126917
     291   336.37500   0.4980606   0.3113474
     292   336.50000   0.4993245   0.3102019
     293   336.62510   0.5019867   0.3089857
     294   336.75010   0.5063567   0.3083059
     295   336.87520   0.5105289   0.3075954
     296   337.00000   0.5158516   0.3072440
     297   337.12510   0.5221223   0.3072463
     298   337.25010   0.5284884   0.3075968
     299   337.37510   0.5350251   0.3083248
     300   337.50020   0.5410467   0.3089150
     301   337.62510   0.5444765   0.3083215
     302   337.75010   0.5467416   0.3070079
     303   337.87500   0.5497669   0.3058718
     304   338.00010   0.5521255   0.3045234
     305   338.12500   0.5555601   0.3038744
     306   338.25020   0.5606375   0.3040143
     307   338.37510   0.5666539   0.3045466
     308   338.50020   0.5725282   0.3048344
     309   338.62520   0.5797191   0.3054587
     310   338.75000   0.5879590   0.3069938
     311   338.87520   0.5963149   0.3091000
     312   339.00010   0.6047519   0.3111930
     313   339.12510   0.6128222   0.3135388
     314   339.25010   0.6192405   0.3156420
     315   339.37520   0.6254485   0.3180505
     316   339.50000   0.6316618   0.3208619
     317   339.62520   0.6370281   0.3236661
     318   339.75010   0.6419988   0.3264537
     319   339.87520   0.6472012   0.3296910
     320   340.00010   0.6509227   0.3328617
     321   340.12500   0.6524064   0.3351788
     322   340.25010   0.6514731   0.3361298
     323   340.37510   0.6493063   0.3359166
     324   340.50000   0.6459546   0.3350575
     325   340.62510   0.6416112   0.3340189
     326   340.75010   0.6378200   0.3338402
     327   340.87510   0.6324604   0.3334287
     328   341.00000   0.6272246   0.3330967
     329   341.12510   0.6225606   0.3334504
     330   341.25010   0.6180150   0.3340371
     331   341.37510   0.6135210   0.3342749
     332   341.50010   0.6096967   0.3348918
     333   341.62520   0.6065743   0.3359376
     334   341.75010   0.6053181   0.3374260
     335   341.87500   0.6041967   0.3384978
     336   342.00010   0.6023009   0.3387934
     337   342.12510   0.6012092   0.3389833
     338   342.25010   0.5996970   0.3384860
     339   342.37520   0.5979243   0.3373832
     340   342.50020   0.5977408   0.3367818
     341   342.62520   0.5983058   0.3365705
     342   342.75000   0.5983456   0.3359164
     343   342.87510   0.5987860   0.3351500
     344   343.00000   0.6002341   0.3349744
     345   343.12520   0.6024534   0.3350321
     346   343.25020   0.6056286   0.3353486
     347   343.37500   0.6100942   0.3361423
     348   343.50010   0.6153054   0.3372063
     349   343.62520   0.6214919   0.3388458
     350   343.75010   0.6266824   0.3401820
     351   343.87520   0.6315103   0.3410487
     352   344.00010   0.6375702   0.3423652
     353   344.12510   0.6435407   0.3439169
     354   344.25010   0.6485318   0.3450965
     355   344.37510   0.6536574   0.3462926
     356   344.50010   0.6579012   0.3475252
     357   344.62510   0.6624782   0.3495019
     358   344.75020   0.6663108   0.3513867
     359   344.87510   0.6686787   0.3523158
     360   345.00010   0.6698673   0.3525972
     361   345.12510   0.6706484   0.3531819
     362   345.25010   0.6705470   0.3535538
     363   345.37510   0.6686299   0.3538419
     364   345.50010   0.6664200   0.3542801
     365   345.62520   0.6602183   0.3529067
     366   345.75010   0.6536201   0.3512065
     367   345.87510   0.6458748   0.3491353
     368   346.00000   0.6374969   0.3466647
     369   346.12510   0.6285521   0.3445290
     370   346.25010   0.6196693   0.3427424
     371   346.37500   0.6110666   0.3407401
     372   346.50020   0.6034630   0.3389752
     373   346.62520   0.5963928   0.3377407
     374   346.75000   0.5886771   0.3365580
     375   346.87510   0.5806868   0.3348773
     376   347.00010   0.5732996   0.3332901
     377   347.12520   0.5650279   0.3311548
     378   347.25010   0.5573989   0.3287474
     379   347.37510   0.5513205   0.3264999
     380   347.50000   0.5480805   0.3253838
     381   347.62520   0.5452229   0.3248121
     382   347.75010   0.5423000   0.3241803
     383   347.87500   0.5435162   0.3250247
     384   348.00020   0.5482178   0.3274605
     385   348.12500   0.5524267   0.3289514
     386   348.25000   0.5567715   0.3294808
     387   348.37500   0.5629748   0.3302155
     388   348.50010   0.5699087   0.3315064
     389   348.62510   0.5766629   0.3327547
     390   348.75010   0.5804694   0.3331167
     391   348.87520   0.5818317   0.3318354
     392   349.00010   0.5836472   0.3302672
     393   349.12510   0.5867571   0.3289768
     394   349.25010   0.5913734   0.3283928
     395   349.37510   0.5975262   0.3289063
     396   349.50010   0.6039867   0.3299302
     397   349.62510   0.6096980   0.3307802
     398   349.75010   0.6151494   0.3315509
     399   349.87510   0.6194226   0.3319679
     400   350.00020   0.6230272   0.3316323
     401   350.12500   0.6284011   0.3316078
     402   350.25000   0.6334361   0.3319042
     403   350.37510   0.6382545   0.3329708
     404   350.50020   0.6435757   0.3342939
     405   350.62520   0.6492787   0.3355387
     406   350.75010   0.6539786   0.3368471
     407   350.87520   0.6594837   0.3389983
     408   351.00000   0.6645921   0.3414405
     409   351.12510   0.6685348   0.3436379
     410   351.25010   0.6712394   0.3456946
     411   351.37520   0.6718339   0.3472146
     412   351.50020   0.6713747   0.3485592
     413   351.62510   0.6702959   0.3494544
     414   351.75010   0.6668784   0.3489335
     415   351.87510   0.6622258   0.3480321
     416   352.00010   0.6547518   0.3461932
     417   352.12520   0.6467184   0.3442660
     418   352.25010   0.6377604   0.3422710
     419   352.37510   0.6286901   0.3405545
     420   352.50010   0.6206288   0.3397252
     421   352.62510   0.6116609   0.3384109
     422   352.75000   0.6034301   0.3372785
     423   352.87510   0.5974470   0.3372236
     424   353.00000   0.5937418   0.3380728
     425   353.12500   0.5912919   0.3391571
     426   353.25000   0.5881313   0.3393947
     427   353.37500   0.5865332   0.3398483
     428   353.50010   0.5858975   0.3405744
     429   353.62510   0.5842816   0.3403917
     430   353.75010   0.5820397   0.3395207
     431   353.87510   0.5793819   0.3379010
     432   354.00000   0.5783092   0.3362712
     433   354.12510   0.5790620   0.3353184
     434   354.25010   0.5806700   0.3351701
     435   354.37510   0.5856876   0.3363387
     436   354.50010   0.5920268   0.3382142
     437   354.62500   0.5996114   0.3407080
     438   354.75000   0.6056789   0.3423450
     439   354.87510   0.6102681   0.3428443
     440   355.00010   0.6151581   0.3431464
     441   355.12500   0.6199429   0.3433292
     442   355.25010   0.6243977   0.3434413
     443   355.37510   0.6274642   0.3435686
     444   355.50010   0.6291136   0.3432331
     445   355.62500   0.6310147   0.3430885
     446   355.75010   0.6326389   0.3434086
     447   355.87510   0.6342243   0.3439380
     448   356.00020   0.6381196   0.3453043
     449   356.12500   0.6421017   0.3467745
     450   356.25020   0.6437509   0.3475333
     451   356.37510   0.6441243   0.3476999
     452   356.50000   0.6433362   0.3473436
     453   356.62510   0.6419597   0.3466397
     454   356.75010   0.6382032   0.3450570
     455   356.87510   0.6338070   0.3432214
     456   357.00010   0.6315028   0.3426184
     457   357.12510   0.6282485   0.3425980
     458   357.25010   0.6227054   0.3422873
     459   357.37500   0.6154818   0.3407831
     460   357.50020   0.6074081   0.3386318
     461   357.62520   0.5981452   0.3363054
     462   357.75000   0.5884755   0.3340743
     463   357.87500   0.5797442   0.3324821
     464   358.00010   0.5708789   0.3311793
     465   358.12510   0.5617189   0.3294405
     466   358.25000   0.5530266   0.3278925
     467   358.37500   0.5456042   0.3270296
     468   358.50010   0.5384751   0.3263515
     469   358.62510   0.5311856   0.3249274
     470   358.75000   0.5240864   0.3229371
     471   358.87520   0.5177072   0.3211363
     472   359.00010   0.5115345   0.3190679
     473   359.12510   0.5079015   0.3175566
     474   359.25000   0.5054790   0.3160495
     475   359.37500   0.5025747   0.3142551
     476   359.50010   0.4995339   0.3117734
     477   359.62510   0.4999654   0.3104733
     478   359.75000   0.5012517   0.3096525
     479   359.87510   0.5048629   0.3094443
     480   360.00020   0.5114672   0.3103897
     481   360.00030   0.5114787   0.3103920
     482   360.12530   0.5195483   0.3122096
     483   360.25020   0.5279176   0.3142008
     484   360.37520   0.5341239   0.3148993
     485   360.50020   0.5404411   0.3151772
     486   360.62520   0.5481080   0.3163358
     487   360.75020   0.5550264   0.3170783
     488   360.87520   0.5599880   0.3162937
     489   361.00020   0.5650624   0.3155344
     490   361.12520   0.5738083   0.3168800
     491   361.25020   0.5870033   0.3204070
     492   361.37520   0.6012722   0.3245847
     493   361.50030   0.6136959   0.3280544
     494   361.62530   0.6251600   0.3309725
     495   361.75030   0.6360552   0.3337390
     496   361.87530   0.6485779   0.3373840
     497   362.00030   0.6608793   0.3410876
     498   362.12530   0.6718849   0.3443859
     499   362.25030   0.6825936   0.3479054
     500   362.37530   0.6917076   0.3516142
     501   362.50030   0.6996088   0.3555280
     502   362.62520   0.7058247   0.3588531
     503   362.75030   0.7099856   0.3613117
     504   362.87520   0.7123933   0.3629596
     505   363.00030   0.7118400   0.3639071
     506   363.12530   0.7073920   0.3639385
     507   363.25030   0.7011117   0.3637406
     508   363.37530   0.6944827   0.3638161
     509   363.50020   0.6857904   0.3623105
     510   363.62530   0.6782355   0.3618133
     511   363.75030   0.6688716   0.3614200
     512   363.87520   0.6572673   0.3598962
     513   364.00020   0.6444431   0.3570910
     514   364.12520   0.6326362   0.3542948
     515   364.25030   0.6213472   0.3515281
     516   364.37520   0.6130425   0.3497928
     517   364.50030   0.6052631   0.3474844
     518   364.62520   0.5997783   0.3459062
     519   364.75020   0.5975686   0.3456440
     520   364.87530   0.5966951   0.3454287
     521   365.00030   0.5984811   0.3459513
     522   365.12530   0.6023087   0.3467463
     523   365.25020   0.6073662   0.3477092
     524   365.37520   0.6113995   0.3478268
     525   365.50020   0.6131507   0.3464597
     526   365.62520   0.6111009   0.3426286
     527   365.75030   0.6087882   0.3380328
     528   365.87530   0.6094795   0.3349272
     529   366.00030   0.6128695   0.3334543
     530   366.12530   0.6181296   0.3333309
     531   366.25020   0.6251062   0.3342146
     532   366.37520   0.6333401   0.3359043
     533   366.50020   0.6426456   0.3384066
     534   366.62530   0.6527290   0.3408739
     535   366.75030   0.6624205   0.3428108
     536   366.87520   0.6727171   0.3452484
     537   367.00030   0.6814806   0.3469378
     538   367.12520   0.6885788   0.3476381
     539   367.25030   0.6966348   0.3486046
     540   367.37530   0.7059040   0.3504942
     541   367.50020   0.7173492   0.3540519
     542   367.62520   0.7301895   0.3590145
     543   367.75030   0.7425546   0.3642005
     544   367.87520   0.7532015   0.3688791
     545   368.00020   0.7635266   0.3736500
     546   368.12530   0.7717421   0.3776620
     547   368.25020   0.7763876   0.3797982
     548   368.37520   0.7774348   0.3808118
     549   368.50020   0.7776121   0.3816411
     550   368.62520   0.7787437   0.3833189
     551   368.75030   0.7752364   0.3836357
     552   368.87530   0.7689004   0.3828515
     553   369.00030   0.7613179   0.3817756
     554   369.12520   0.7520090   0.3799285
     555   369.25020   0.7409004   0.3773349
     556   369.37530   0.7275335   0.3740976
     557   369.50020   0.7151225   0.3712215
     558   369.62520   0.7026824   0.3683564
     559   369.75030   0.6895146   0.3654047
     560   369.87530   0.6764380   0.3625723
     561   370.00020   0.6666373   0.3614837
     562   370.12530   0.6568978   0.3607502
     563   370.25030   0.6460531   0.3591887
     564   370.37520   0.6362319   0.3575374
     565   370.50020   0.6287725   0.3562106
     566   370.62520   0.6218144   0.3545258
     567   370.75020   0.6151490   0.3527563
     568   370.87520   0.6107790   0.3517096
     569   371.00030   0.6069236   0.3504840
     570   371.12530   0.6071089   0.3510278
     571   371.25030   0.6091934   0.3517646
     572   371.37520   0.6111793   0.3518556
     573   371.50020   0.6161071   0.3530810
     574   371.62530   0.6248722   0.3560581
     575   371.75030   0.6330724   0.3582114
     576   371.87520   0.6392005   0.3588874
     577   372.00030   0.6418508   0.3570762
     578   372.12530   0.6459485   0.3555326
     579   372.25030   0.6539292   0.3557150
     580   372.37520   0.6659926   0.3578598
     581   372.50020   0.6785923   0.3609934
     582   372.62520   0.6912167   0.3643692
     583   372.75030   0.6999809   0.3659116
     584   372.87520   0.7063778   0.3662645
     585   373.00030   0.7127541   0.3671780
     586   373.12520   0.7200272   0.3686940
     587   373.25030   0.7252450   0.3691674
     588   373.37530   0.7274038   0.3682793
     589   373.50020   0.7304420   0.3682823
     590   373.62520   0.7332921   0.3683714
     591   373.75030   0.7360535   0.3687081
     592   373.87530   0.7399176   0.3699187
     593   374.00020   0.7441556   0.3713230
     594   374.12530   0.7472419   0.3725317
     595   374.25030   0.7492380   0.3737645
     596   374.37530   0.7511291   0.3751008
     597   374.50030   0.7522961   0.3765953
     598   374.62530   0.7504855   0.3773191
     599   374.75030   0.7460939   0.3769108
     600   374.87520   0.7406768   0.3766320
     601   375.00020   0.7330763   0.3759154
     602   375.12520   0.7245400   0.3748156
     603   375.25030   0.7159132   0.3736034
     604   375.37520   0.7050427   0.3714491
     605   375.50020   0.6933083   0.3687343
     606   375.62530   0.6832876   0.3670519
     607   375.75020   0.6733733   0.3657748
     608   375.87530   0.6630719   0.3639378
     609   376.00030   0.6551839   0.3631555
     610   376.12530   0.6494014   0.3636055
     611   376.25020   0.6430385   0.3635360
     612   376.37520   0.6379910   0.3634928
     613   376.50020   0.6338172   0.3636094
     614   376.62530   0.6336802   0.3654311
     615   376.75020   0.6335043   0.3664920
     616   376.87520   0.6346551   0.3678474
     617   377.00030   0.6328083   0.3671302
     618   377.12530   0.6310746   0.3656652
     619   377.25020   0.6310045   0.3642400
     620   377.37530   0.6326577   0.3634534
     621   377.50030   0.6343760   0.3629605
     622   377.62530   0.6336889   0.3611557
     623   377.75020   0.6322971   0.3591329
     624   377.87520   0.6305134   0.3570369
     625   378.00020   0.6292982   0.3548423
     626   378.12520   0.6287878   0.3523489
     627   378.25030   0.6300564   0.3506978
     628   378.37530   0.6318622   0.3498209
     629   378.50030   0.6330766   0.3485945
     630   378.62520   0.6360442   0.3482177
     631   378.75030   0.6406572   0.3488772
     632   378.87530   0.6444482   0.3490779
     633   379.00020   0.6483683   0.3492288
     634   379.12520   0.6537982   0.3499190
     635   379.25020   0.6593354   0.3508241
     636   379.37520   0.6646078   0.3517488
     637   379.50030   0.6679523   0.3518675
     638   379.62530   0.6681198   0.3508590
     639   379.75020   0.6679758   0.3497104
     640   379.87520   0.6678490   0.3486274
     641   380.00020   0.6661386   0.3471067
     642   380.12520   0.6642169   0.3457419
     643   380.25020   0.6621998   0.3444496
     644   380.37530   0.6619216   0.3445872
     645   380.50030   0.6615430   0.3453632
     646   380.62520   0.6612231   0.3467840
     647   380.75020   0.6611552   0.3488539
     648   380.87530   0.6593031   0.3505423
     649   381.00020   0.6549909   0.3511508
     650   381.12530   0.6489234   0.3508597
     651   381.25020   0.6418858   0.3498932
     652   381.37520   0.6347357   0.3485899
     653   381.50020   0.6262720   0.3470419
     654   381.62520   0.6168200   0.3451634
     655   381.75030   0.6078247   0.3425917
     656   381.87530   0.6001201   0.3404621
     657   382.00030   0.5938698   0.3390026
     658   382.12520   0.5882570   0.3379882
     659   382.25030   0.5842923   0.3375915
     660   382.37520   0.5786270   0.3357072
     661   382.50020   0.5727673   0.3335293
     662   382.62520   0.5693555   0.3324080
     663   382.75020   0.5686445   0.3322272
     664   382.87530   0.5714321   0.3330685
     665   383.00030   0.5759388   0.3345870
     666   383.12520   0.5822858   0.3368543
     667   383.25030   0.5898981   0.3395563
     668   383.37530   0.5987700   0.3421353
     669   383.50020   0.6060160   0.3433902
     670   383.62520   0.6112217   0.3431867
     671   383.75030   0.6170957   0.3428139
     672   383.87520   0.6243235   0.3428714
     673   384.00030   0.6300281   0.3424316
     674   384.12520   0.6358799   0.3420278
     675   384.25030   0.6413399   0.3418507
     676   384.37520   0.6480485   0.3427333
     677   384.50020   0.6564009   0.3448596
     678   384.62520   0.6635671   0.3465659
     679   384.75020   0.6683003   0.3468224
     680   384.87520   0.6728341   0.3466995
     681   385.00030   0.6769411   0.3466881
     682   385.12520   0.6821246   0.3476502
     683   385.25030   0.6856790   0.3479884
     684   385.37520   0.6876473   0.3476419
     685   385.50030   0.6895923   0.3477416
     686   385.62520   0.6930857   0.3488037
     687   385.75020   0.6975971   0.3506176
     688   385.87530   0.7020589   0.3528866
     689   386.00020   0.7071076   0.3559644
     690   386.12520   0.7121191   0.3587988
     691   386.25020   0.7136867   0.3598851
     692   386.37520   0.7132836   0.3599489
     693   386.50020   0.7101060   0.3589520
     694   386.62520   0.7048014   0.3572721
     695   386.75020   0.6971355   0.3553268
     696   386.87530   0.6888734   0.3535847
     697   387.00020   0.6806953   0.3522902
