   n        time         Clp         Cdv
     121   315.12520   0.8093707   0.5232960
     122   315.25020   0.7975962   0.5199992
     123   315.37520   0.7882771   0.5161196
     124   315.50020   0.7786034   0.5108481
     125   315.62520   0.7621646   0.4996369
     126   315.75020   0.7501694   0.4900539
     127   315.87520   0.7322866   0.4767766
     128   316.00020   0.7224962   0.4673060
     129   316.12530   0.7134762   0.4579999
     130   316.25020   0.7054394   0.4482794
     131   316.37520   0.6976728   0.4373281
     132   316.50020   0.6972859   0.4305250
     133   316.62520   0.7070614   0.4287955
     134   316.75020   0.7182986   0.4289540
     135   316.87530   0.7184431   0.4248450
     136   317.00030   0.6985162   0.4096902
     137   317.12520   0.6929629   0.4017269
     138   317.25030   0.6896844   0.3960591
     139   317.37520   0.6772107   0.3868631
     140   317.50030   0.6625077   0.3758158
     141   317.62530   0.6521285   0.3665147
     142   317.75030   0.6437259   0.3574813
     143   317.87520   0.6392906   0.3502345
     144   318.00020   0.6383867   0.3446373
     145   318.12520   0.6488325   0.3467080
     146   318.25030   0.6551729   0.3457465
     147   318.37520   0.6616070   0.3448883
     148   318.50030   0.6726883   0.3472670
     149   318.62530   0.6863615   0.3504928
     150   318.75020   0.7040473   0.3552000
     151   318.87520   0.7279285   0.3638238
     152   319.00020   0.7464265   0.3690398
     153   319.12530   0.7696105   0.3773399
     154   319.25030   0.7918482   0.3863143
     155   319.37520   0.8080576   0.3927190
     156   319.50020   0.8199182   0.3974841
     157   319.62530   0.8308228   0.4030504
     158   319.75020   0.8398425   0.4089847
     159   319.87530   0.8423350   0.4121240
     160   320.00020   0.8401911   0.4139466
     161   320.12520   0.8374272   0.4163758
     162   320.25030   0.8270633   0.4151839
     163   320.37530   0.8138286   0.4137465
     164   320.50020   0.7967227   0.4115175
     165   320.62520   0.7775812   0.4090983
     166   320.75030   0.7570921   0.4060019
     167   320.87520   0.7371560   0.4030387
     168   321.00030   0.7185081   0.4011977
     169   321.12520   0.6997863   0.3992018
     170   321.25030   0.6832855   0.3975029
     171   321.37530   0.6645176   0.3929748
     172   321.50030   0.6455052   0.3875103
     173   321.62520   0.6353231   0.3848984
     174   321.75020   0.6317496   0.3842110
     175   321.87530   0.6270967   0.3823903
     176   322.00030   0.6270851   0.3814615
     177   322.12520   0.6273106   0.3800527
     178   322.25020   0.6264987   0.3784390
     179   322.37530   0.6257615   0.3760072
     180   322.50030   0.6239428   0.3728999
     181   322.62530   0.6122616   0.3635342
     182   322.75020   0.6075145   0.3568509
     183   322.87530   0.6139645   0.3561977
     184   323.00030   0.6177093   0.3542106
     185   323.12520   0.6243693   0.3537356
     186   323.25030   0.6374802   0.3561606
     187   323.37520   0.6566485   0.3620658
     188   323.50030   0.6721102   0.3652587
     189   323.62520   0.6898314   0.3689481
     190   323.75020   0.7073122   0.3722963
     191   323.87530   0.7180824   0.3721464
     192   324.00030   0.7220974   0.3683490
     193   324.12520   0.7225270   0.3633506
     194   324.25020   0.7251438   0.3595397
     195   324.37530   0.7322220   0.3580230
     196   324.50030   0.7411739   0.3580107
     197   324.62530   0.7528725   0.3602747
     198   324.75030   0.7652798   0.3633672
     199   324.87520   0.7780747   0.3669360
     200   325.00030   0.7906360   0.3710222
     201   325.12530   0.8046083   0.3764746
     202   325.25020   0.8210259   0.3838988
     203   325.37520   0.8374134   0.3907799
     204   325.50030   0.8526557   0.3975764
     205   325.62530   0.8640820   0.4036174
     206   325.75020   0.8707873   0.4078307
     207   325.87520   0.8723981   0.4098308
     208   326.00030   0.8708118   0.4105933
     209   326.12520   0.8662456   0.4104922
     210   326.25030   0.8567057   0.4088534
     211   326.37530   0.8448777   0.4071173
     212   326.50020   0.8299618   0.4051740
     213   326.62530   0.8121692   0.4026457
     214   326.75030   0.7942376   0.4011559
     215   326.87520   0.7732143   0.3985556
     216   327.00030   0.7529823   0.3965933
     217   327.12530   0.7324444   0.3946564
     218   327.25030   0.7161155   0.3946468
     219   327.37530   0.6960036   0.3922905
     220   327.50030   0.6800715   0.3907981
     221   327.62520   0.6703914   0.3917170
     222   327.75030   0.6645589   0.3938807
     223   327.87520   0.6560610   0.3929811
     224   328.00020   0.6445830   0.3888905
     225   328.12530   0.6407818   0.3876655
     226   328.25020   0.6393761   0.3865655
     227   328.37530   0.6388238   0.3846889
     228   328.50030   0.6402973   0.3835750
     229   328.62530   0.6380641   0.3807178
     230   328.75020   0.6392582   0.3791618
     231   328.87520   0.6422105   0.3774144
     232   329.00030   0.6463404   0.3759548
     233   329.12520   0.6504591   0.3736190
     234   329.25020   0.6577032   0.3730837
     235   329.37520   0.6616261   0.3710425
     236   329.50030   0.6684769   0.3708586
     237   329.62530   0.6735644   0.3696144
     238   329.75030   0.6743159   0.3661379
     239   329.87530   0.6722059   0.3610095
     240   330.00020   0.6675238   0.3539210
     241   330.12510   0.6671038   0.3489129
     242   330.25010   0.6726537   0.3475134
     243   330.37510   0.6808735   0.3477203
     244   330.50010   0.6945934   0.3514161
     245   330.62520   0.7079627   0.3552752
     246   330.75020   0.7196404   0.3591005
     247   330.87510   0.7327764   0.3637123
     248   331.00010   0.7461728   0.3691302
     249   331.12520   0.7568462   0.3727251
     250   331.25010   0.7670721   0.3758350
     251   331.37520   0.7769440   0.3794675
     252   331.50020   0.7892974   0.3854074
     253   331.62510   0.8017517   0.3919697
     254   331.75020   0.8080440   0.3954950
     255   331.87510   0.8092176   0.3965596
     256   332.00010   0.8077767   0.3961809
     257   332.12510   0.8050621   0.3958490
     258   332.25010   0.7985085   0.3943903
     259   332.37510   0.7898329   0.3925909
     260   332.50020   0.7788621   0.3905374
     261   332.62520   0.7644772   0.3873694
     262   332.75020   0.7486347   0.3843431
     263   332.87510   0.7323203   0.3820868
     264   333.00020   0.7178007   0.3809400
     265   333.12510   0.7064247   0.3814845
     266   333.25010   0.6954597   0.3817937
     267   333.37520   0.6815653   0.3799857
     268   333.50010   0.6670594   0.3770954
     269   333.62510   0.6533263   0.3738423
     270   333.75020   0.6448221   0.3724716
     271   333.87510   0.6402699   0.3730604
     272   334.00010   0.6335672   0.3725039
     273   334.12520   0.6251235   0.3699814
     274   334.25010   0.6157465   0.3660375
     275   334.37510   0.6092249   0.3629194
     276   334.50010   0.6084811   0.3625354
     277   334.62510   0.6098061   0.3624595
     278   334.75020   0.6144060   0.3633004
     279   334.87520   0.6273179   0.3683679
     280   335.00020   0.6397728   0.3732267
     281   335.12520   0.6485810   0.3754184
     282   335.25020   0.6508946   0.3735734
     283   335.37510   0.6491889   0.3689607
     284   335.50020   0.6458730   0.3633867
     285   335.62520   0.6446534   0.3593014
     286   335.75010   0.6469407   0.3574679
     287   335.87510   0.6512081   0.3573685
     288   336.00020   0.6559018   0.3573695
     289   336.12520   0.6620193   0.3579857
     290   336.25020   0.6719175   0.3605535
     291   336.37520   0.6851286   0.3648856
     292   336.50010   0.6957514   0.3681759
     293   336.62520   0.7030499   0.3695279
     294   336.75020   0.7069018   0.3683014
     295   336.87510   0.7110925   0.3676923
     296   337.00010   0.7147791   0.3677352
     297   337.12510   0.7168790   0.3669416
     298   337.25010   0.7158204   0.3657255
     299   337.37510   0.7150998   0.3656836
     300   337.50010   0.7154355   0.3660470
     301   337.62520   0.7139756   0.3651189
     302   337.75020   0.7103253   0.3638287
     303   337.87520   0.7019903   0.3606994
     304   338.00010   0.6937959   0.3573212
     305   338.12520   0.6858042   0.3556041
     306   338.25010   0.6770006   0.3544973
     307   338.37510   0.6687052   0.3540629
     308   338.50020   0.6566461   0.3520426
     309   338.62510   0.6448606   0.3498839
     310   338.75020   0.6337203   0.3493060
     311   338.87520   0.6213059   0.3485990
     312   339.00020   0.6100217   0.3487947
     313   339.12510   0.5971931   0.3481807
     314   339.25010   0.5873307   0.3498362
     315   339.37520   0.5765321   0.3505384
     316   339.50010   0.5668755   0.3507163
     317   339.62510   0.5610299   0.3518255
     318   339.75010   0.5592874   0.3539006
     319   339.87510   0.5581362   0.3555863
     320   340.00020   0.5538794   0.3555307
     321   340.12520   0.5442785   0.3515673
     322   340.25010   0.5400665   0.3493214
     323   340.37520   0.5375063   0.3468357
     324   340.50010   0.5409678   0.3466572
     325   340.62520   0.5463540   0.3470299
     326   340.75010   0.5489580   0.3456502
     327   340.87510   0.5523406   0.3441641
     328   341.00010   0.5580649   0.3428423
     329   341.12510   0.5658931   0.3424196
     330   341.25020   0.5769669   0.3432075
     331   341.37510   0.5862810   0.3426368
     332   341.50010   0.5927890   0.3398779
     333   341.62520   0.5979569   0.3365841
     334   341.75010   0.6093189   0.3369668
     335   341.87510   0.6234933   0.3398476
     336   342.00020   0.6354722   0.3426553
     337   342.12510   0.6445226   0.3437941
     338   342.25020   0.6488537   0.3426088
     339   342.37520   0.6498371   0.3400592
     340   342.50010   0.6506072   0.3377651
     341   342.62510   0.6528118   0.3362878
     342   342.75020   0.6585348   0.3371917
     343   342.87510   0.6678786   0.3402515
     344   343.00010   0.6753253   0.3426423
     345   343.12510   0.6807823   0.3439924
     346   343.25020   0.6870212   0.3457028
     347   343.37520   0.6962208   0.3483385
     348   343.50010   0.7047339   0.3513685
     349   343.62520   0.7088860   0.3530100
     350   343.75010   0.7109656   0.3539897
     351   343.87520   0.7104316   0.3541753
     352   344.00010   0.7058330   0.3520174
     353   344.12510   0.7020688   0.3502848
     354   344.25010   0.6982186   0.3488888
     355   344.37520   0.6937973   0.3477895
     356   344.50020   0.6883841   0.3469190
     357   344.62510   0.6818175   0.3455270
     358   344.75010   0.6758655   0.3454102
     359   344.87510   0.6678600   0.3446385
     360   345.00020   0.6595292   0.3434051
     361   345.12510   0.6530917   0.3426341
     362   345.25010   0.6449014   0.3414667
     363   345.37520   0.6385136   0.3406664
     364   345.50020   0.6339141   0.3411861
     365   345.62510   0.6298638   0.3419834
     366   345.75010   0.6253261   0.3419022
     367   345.87520   0.6204632   0.3414338
     368   346.00020   0.6169477   0.3414611
     369   346.12510   0.6155214   0.3422872
     370   346.25010   0.6139443   0.3429432
     371   346.37520   0.6131465   0.3434224
     372   346.50020   0.6144061   0.3447535
     373   346.62510   0.6175274   0.3475285
     374   346.75010   0.6202136   0.3499959
     375   346.87520   0.6214075   0.3508852
     376   347.00010   0.6197665   0.3501590
     377   347.12520   0.6188770   0.3496386
     378   347.25020   0.6161912   0.3478897
     379   347.37520   0.6121284   0.3456382
     380   347.50010   0.6067037   0.3427141
     381   347.62510   0.6023895   0.3402926
     382   347.75010   0.6000966   0.3389377
     383   347.87520   0.5997549   0.3388947
     384   348.00010   0.6004670   0.3396960
     385   348.12510   0.6014537   0.3404344
     386   348.25020   0.6026939   0.3413365
     387   348.37520   0.6029525   0.3414836
     388   348.50020   0.6020343   0.3405177
     389   348.62520   0.6000280   0.3391079
     390   348.75020   0.5978002   0.3374182
     391   348.87520   0.5952112   0.3359718
     392   349.00020   0.5930055   0.3349929
     393   349.12510   0.5923320   0.3351767
     394   349.25010   0.5912342   0.3349451
     395   349.37510   0.5894464   0.3344174
     396   349.50020   0.5881887   0.3343376
     397   349.62520   0.5858252   0.3338897
     398   349.75020   0.5818491   0.3326330
     399   349.87520   0.5779627   0.3313619
     400   350.00020   0.5729990   0.3302706
     401   350.12510   0.5657830   0.3281767
     402   350.25010   0.5574390   0.3251955
     403   350.37520   0.5493084   0.3227592
     404   350.50020   0.5412930   0.3211190
     405   350.62510   0.5332817   0.3200437
     406   350.75020   0.5251100   0.3193276
     407   350.87510   0.5177701   0.3186840
     408   351.00020   0.5097890   0.3173290
     409   351.12510   0.5010696   0.3154206
     410   351.25020   0.4936135   0.3143160
     411   351.37520   0.4869136   0.3132508
     412   351.50010   0.4793548   0.3113823
     413   351.62520   0.4727136   0.3097849
     414   351.75010   0.4671760   0.3087963
     415   351.87520   0.4618128   0.3076139
     416   352.00010   0.4584931   0.3069321
     417   352.12520   0.4547439   0.3059594
     418   352.25020   0.4502044   0.3042827
     419   352.37510   0.4474313   0.3025402
     420   352.50010   0.4466229   0.3014129
     421   352.62520   0.4463750   0.3003790
     422   352.75010   0.4472872   0.2996011
     423   352.87510   0.4483988   0.2986257
     424   353.00010   0.4502304   0.2975583
     425   353.12520   0.4526157   0.2960771
     426   353.25010   0.4555037   0.2940917
     427   353.37520   0.4618404   0.2933629
     428   353.50010   0.4699311   0.2935242
     429   353.62520   0.4794781   0.2942018
     430   353.75010   0.4901924   0.2954853
     431   353.87510   0.5025059   0.2976627
     432   354.00010   0.5163690   0.3007462
     433   354.12520   0.5299376   0.3036673
     434   354.25010   0.5423115   0.3062246
     435   354.37520   0.5544471   0.3090481
     436   354.50010   0.5664594   0.3118412
     437   354.62510   0.5777510   0.3144131
     438   354.75020   0.5872569   0.3164921
     439   354.87510   0.5950551   0.3180325
     440   355.00010   0.6027129   0.3194621
     441   355.12520   0.6100743   0.3208630
     442   355.25010   0.6151198   0.3217707
     443   355.37510   0.6204938   0.3234370
     444   355.50020   0.6266603   0.3259830
     445   355.62510   0.6300848   0.3273489
     446   355.75010   0.6312745   0.3275641
     447   355.87510   0.6330578   0.3282975
     448   356.00010   0.6345610   0.3294218
     449   356.12510   0.6354787   0.3310919
     450   356.25010   0.6373029   0.3336156
     451   356.37510   0.6393536   0.3366567
     452   356.50010   0.6387521   0.3388177
     453   356.62520   0.6367931   0.3404349
     454   356.75010   0.6314394   0.3405067
     455   356.87510   0.6254286   0.3403834
     456   357.00020   0.6177388   0.3397117
     457   357.12520   0.6097435   0.3389744
     458   357.25010   0.6031382   0.3384977
     459   357.37520   0.5961229   0.3375260
     460   357.50020   0.5909749   0.3370602
     461   357.62510   0.5852058   0.3362221
     462   357.75010   0.5805004   0.3353601
     463   357.87510   0.5773353   0.3344787
     464   358.00010   0.5744510   0.3334242
     465   358.12520   0.5757018   0.3340073
     466   358.25010   0.5778696   0.3347406
     467   358.37510   0.5821428   0.3358630
     468   358.50020   0.5862011   0.3363777
     469   358.62520   0.5885923   0.3352669
     470   358.75020   0.5929333   0.3345961
     471   358.87520   0.5978767   0.3338316
     472   359.00010   0.6055074   0.3343468
     473   359.12510   0.6166376   0.3365049
     474   359.25020   0.6288093   0.3395747
     475   359.37520   0.6381479   0.3412721
     476   359.50010   0.6457922   0.3419922
     477   359.62510   0.6544981   0.3430723
     478   359.75010   0.6633920   0.3438877
     479   359.87520   0.6738265   0.3449161
     480   360.00010   0.6833436   0.3459200
     481   360.12510   0.6929220   0.3474137
     482   360.25020   0.7042355   0.3500832
     483   360.37520   0.7158726   0.3536626
     484   360.50030   0.7275532   0.3576293
     485   360.62520   0.7386204   0.3615901
     486   360.75010   0.7479747   0.3652020
     487   360.87520   0.7559891   0.3684168
     488   361.00010   0.7618996   0.3707750
     489   361.12510   0.7676495   0.3731902
     490   361.25020   0.7736132   0.3765957
     491   361.37530   0.7781741   0.3802118
     492   361.50020   0.7802976   0.3832619
     493   361.62510   0.7801344   0.3856918
     494   361.75020   0.7749730   0.3866589
     495   361.87510   0.7650757   0.3856750
     496   362.00010   0.7519299   0.3832233
     497   362.12520   0.7380247   0.3805740
     498   362.25020   0.7248991   0.3782114
     499   362.37510   0.7111166   0.3755458
     500   362.50020   0.6977920   0.3731961
     501   362.62510   0.6853046   0.3716476
     502   362.75010   0.6729787   0.3703524
     503   362.87510   0.6605593   0.3689112
     504   363.00010   0.6515876   0.3683528
     505   363.12520   0.6432930   0.3672986
     506   363.25010   0.6368721   0.3663195
     507   363.37510   0.6303668   0.3643200
     508   363.50020   0.6250100   0.3628484
     509   363.62520   0.6213156   0.3617743
     510   363.75020   0.6246715   0.3645082
     511   363.87520   0.6257180   0.3653238
     512   364.00010   0.6280992   0.3663283
     513   364.12510   0.6302461   0.3670724
     514   364.25010   0.6306609   0.3661209
     515   364.37520   0.6305198   0.3635548
     516   364.50010   0.6329769   0.3620982
     517   364.62510   0.6398157   0.3626472
     518   364.75010   0.6497316   0.3651581
     519   364.87510   0.6566943   0.3660098
     520   365.00020   0.6610771   0.3650606
     521   365.12510   0.6657716   0.3640009
     522   365.25010   0.6736551   0.3650144
     523   365.37510   0.6834065   0.3668932
     524   365.50020   0.6919207   0.3678513
     525   365.62520   0.7025802   0.3698250
     526   365.75020   0.7147568   0.3734036
     527   365.87520   0.7248840   0.3767275
     528   366.00020   0.7304530   0.3775503
     529   366.12530   0.7351801   0.3780052
     530   366.25010   0.7382292   0.3779110
     531   366.37520   0.7402922   0.3779602
     532   366.50020   0.7424305   0.3788026
     533   366.62520   0.7455050   0.3807381
     534   366.75010   0.7460727   0.3820200
     535   366.87520   0.7444189   0.3821120
     536   367.00020   0.7418245   0.3817112
     537   367.12510   0.7370256   0.3806374
     538   367.25020   0.7289526   0.3783286
     539   367.37510   0.7197806   0.3757045
     540   367.50020   0.7123693   0.3745113
     541   367.62520   0.7025911   0.3731527
     542   367.75010   0.6909458   0.3707974
     543   367.87520   0.6770056   0.3679997
     544   368.00010   0.6636258   0.3657940
     545   368.12520   0.6490769   0.3630510
     546   368.25010   0.6357134   0.3610366
     547   368.37510   0.6234898   0.3601796
     548   368.50020   0.6101999   0.3590993
     549   368.62530   0.5944736   0.3567691
     550   368.75020   0.5793791   0.3540022
     551   368.87520   0.5665191   0.3521420
     552   369.00020   0.5544976   0.3503374
     553   369.12520   0.5413789   0.3464630
     554   369.25020   0.5309762   0.3432713
     555   369.37520   0.5247558   0.3416381
     556   369.50010   0.5204715   0.3396070
     557   369.62520   0.5190598   0.3386316
     558   369.75010   0.5199169   0.3384473
     559   369.87520   0.5207610   0.3375039
     560   370.00020   0.5205857   0.3347998
     561   370.12520   0.5205603   0.3318012
     562   370.25020   0.5211850   0.3286601
     563   370.37510   0.5251794   0.3266625
     564   370.50020   0.5283127   0.3239102
     565   370.62520   0.5341972   0.3229216
     566   370.75020   0.5418423   0.3225930
     567   370.87510   0.5502223   0.3218962
     568   371.00020   0.5622102   0.3228380
     569   371.12520   0.5790347   0.3265632
     570   371.25020   0.5989280   0.3321481
     571   371.37530   0.6133990   0.3344250
     572   371.50020   0.6262907   0.3355030
     573   371.62520   0.6376666   0.3361084
     574   371.75020   0.6479487   0.3362427
     575   371.87520   0.6619977   0.3390964
     576   372.00020   0.6736414   0.3414157
     577   372.12520   0.6857366   0.3442243
     578   372.25010   0.6949818   0.3461741
     579   372.37510   0.7027900   0.3478939
     580   372.50020   0.7141566   0.3513339
     581   372.62520   0.7250450   0.3557900
     582   372.75020   0.7302186   0.3579510
     583   372.87510   0.7330131   0.3593102
     584   373.00010   0.7338589   0.3600168
     585   373.12520   0.7338564   0.3611575
     586   373.25010   0.7325463   0.3614811
     587   373.37520   0.7326599   0.3629541
     588   373.50010   0.7311388   0.3648869
     589   373.62520   0.7271109   0.3653693
     590   373.75020   0.7219105   0.3656093
     591   373.87510   0.7137443   0.3642246
     592   374.00020   0.7047937   0.3621425
     593   374.12520   0.6946098   0.3602217
     594   374.25020   0.6805721   0.3570254
     595   374.37510   0.6658157   0.3538411
     596   374.50020   0.6534295   0.3520863
     597   374.62520   0.6402730   0.3507317
     598   374.75010   0.6276803   0.3497612
     599   374.87520   0.6155142   0.3495763
     600   375.00010   0.6050211   0.3502822
     601   375.12520   0.5966775   0.3520046
     602   375.25020   0.5903521   0.3542498
     603   375.37520   0.5856021   0.3567921
     604   375.50020   0.5723767   0.3534458
     605   375.62510   0.5628507   0.3502585
     606   375.75020   0.5584754   0.3493447
     607   375.87520   0.5571251   0.3491464
     608   376.00020   0.5584836   0.3497093
     609   376.12520   0.5593406   0.3490800
     610   376.25030   0.5607700   0.3474429
     611   376.37510   0.5637014   0.3456537
     612   376.50010   0.5650747   0.3427248
     613   376.62510   0.5663229   0.3390380
     614   376.75010   0.5688248   0.3357221
     615   376.87520   0.5789138   0.3364992
     616   377.00020   0.5923133   0.3387684
     617   377.12510   0.6081704   0.3420196
     618   377.25020   0.6225731   0.3447935
     619   377.37520   0.6306686   0.3443121
     620   377.50020   0.6401736   0.3441150
     621   377.62510   0.6518463   0.3452840
     622   377.75020   0.6669930   0.3492889
     623   377.87520   0.6778742   0.3520629
     624   378.00020   0.6837166   0.3529881
     625   378.12520   0.6860258   0.3520184
     626   378.25010   0.6863333   0.3499037
     627   378.37520   0.6894106   0.3489777
     628   378.50020   0.6960737   0.3497439
     629   378.62510   0.7045073   0.3520608
     630   378.75010   0.7128788   0.3550081
     631   378.87510   0.7201367   0.3570463
     632   379.00020   0.7265178   0.3587920
     633   379.12510   0.7306343   0.3600691
     634   379.25010   0.7319025   0.3606830
     635   379.37520   0.7324203   0.3617691
     636   379.50020   0.7340309   0.3637011
     637   379.62520   0.7323436   0.3648878
     638   379.75010   0.7290947   0.3661494
     639   379.87520   0.7226571   0.3666034
     640   380.00010   0.7143956   0.3664536
     641   380.12510   0.7038385   0.3657279
     642   380.25020   0.6904772   0.3637746
     643   380.37530   0.6766052   0.3612741
     644   380.50020   0.6631643   0.3593437
     645   380.62530   0.6470347   0.3563287
     646   380.75020   0.6318388   0.3536951
     647   380.87510   0.6208453   0.3532458
     648   381.00010   0.6108226   0.3531841
     649   381.12520   0.5998739   0.3519261
     650   381.25020   0.5894865   0.3508011
     651   381.37520   0.5792787   0.3495670
     652   381.50010   0.5720391   0.3485607
     653   381.62530   0.5680457   0.3486252
     654   381.75020   0.5674196   0.3501073
     655   381.87520   0.5660926   0.3507160
     656   382.00020   0.5643995   0.3497644
     657   382.12510   0.5644242   0.3488817
     658   382.25020   0.5688299   0.3493949
     659   382.37510   0.5798505   0.3526433
     660   382.50010   0.5910209   0.3555394
     661   382.62520   0.5944405   0.3542550
     662   382.75010   0.5970325   0.3527409
     663   382.87510   0.6006261   0.3515008
     664   383.00010   0.6023676   0.3486205
     665   383.12520   0.6038035   0.3452810
     666   383.25020   0.6096714   0.3438555
     667   383.37510   0.6194192   0.3450667
     668   383.50020   0.6282903   0.3456895
     669   383.62510   0.6405438   0.3477517
     670   383.75010   0.6518406   0.3500955
     671   383.87520   0.6631807   0.3533029
     672   384.00010   0.6710091   0.3548018
     673   384.12510   0.6772833   0.3554349
     674   384.25020   0.6832628   0.3569391
     675   384.37510   0.6865785   0.3572937
     676   384.50030   0.6884400   0.3567166
     677   384.62520   0.6907345   0.3563644
     678   384.75020   0.6948315   0.3575895
     679   384.87520   0.6986791   0.3590084
     680   385.00010   0.7035912   0.3611133
     681   385.12510   0.7077022   0.3633210
     682   385.25020   0.7070036   0.3633643
     683   385.37510   0.7027760   0.3616952
     684   385.50020   0.6985879   0.3601341
     685   385.62510   0.6968569   0.3600219
     686   385.75020   0.6947239   0.3606396
     687   385.87510   0.6898771   0.3601998
     688   386.00020   0.6818651   0.3582452
     689   386.12520   0.6761983   0.3579503
     690   386.25020   0.6690034   0.3567509
     691   386.37520   0.6635022   0.3558188
     692   386.50010   0.6581896   0.3544601
     693   386.62510   0.6525503   0.3525856
     694   386.75020   0.6459461   0.3498955
     695   386.87520   0.6420659   0.3487665
     696   387.00020   0.6396688   0.3490627
     697   387.12520   0.6380663   0.3501821
